Country,State,Year,Quarter,Type Of Areas,Gender,"Average Wage Or Salary Earnings (UOM:%(Percentage)), Scaling Factor:1","Estimated Number Of Wage Or Salary Workers (UOM:Number), Scaling Factor:100","Sample Number Of Wage Or Salary Workers (UOM:Number), Scaling Factor:1","Average Wage Earnings Per Day (UOM:%(Percentage)), Scaling Factor:1","Estimated Number Of Days Worked As Casual Labour (UOM:Number), Scaling Factor:1","Sample Number Of Days Worked As Casual Labour (UOM:Number), Scaling Factor:1","Average Gross Earnings During Last 30 Days From Self-Employment Among Self-Employed Persons In Current Weekly Statu (UOM:%(Percentage)), Scaling Factor:1","Estimated Number Of Self Employed Persons In Current Weekly Status (Cws) (UOM:Number), Scaling Factor:100","Sample Number Of Self-Employed Persons In Current Weekly Status (Cws) (UOM:Number), Scaling Factor:1"
India,Rajasthan,"PLFS Year (Jul - Jun), 2020","October - December, 2020",Urban,Persons,23131.42,523580,26434,358.76,714668,35426,16496.59,355735,19948
India,Rajasthan,"PLFS Year (Jul - Jun), 2020","October - December, 2020",Rural + Urban,Male,23192.14,696506,22567,311.8,3533951,51037,12610.55,1353355,24724
India,Rajasthan,"PLFS Year (Jul - Jun), 2020","October - December, 2020",Rural + Urban,Female,14859.59,204161,7285,243.5,1170150,11210,5798.06,254637,5058
India,Rajasthan,"PLFS Year (Jul - Jun), 2020","October - December, 2020",Rural + Urban,Persons,22203.32,900668,29852,290.58,4704101,62247,11856.62,1607992,29782
India,Sikkim,"PLFS Year (Jul - Jun), 2020","October - December, 2020",Rural,Male,17367.2,297586,2627,589.64,2928696,20187,9374.16,1050514,8013
India,Sikkim,"PLFS Year (Jul - Jun), 2020","October - December, 2020",Rural,Female,16010.46,79501,791,0,1060736,6634,4627.17,201743,1821
India,Sikkim,"PLFS Year (Jul - Jun), 2020","October - December, 2020",Rural,Persons,16736.87,377088,3418,589.64,3989433,26821,7037.69,1252257,9834
India,Sikkim,"PLFS Year (Jul - Jun), 2020","October - December, 2020",Urban,Male,24514.12,398920,19940,591.23,605254,30850,17561.27,302841,16711
India,Sikkim,"PLFS Year (Jul - Jun), 2020","October - December, 2020",Urban,Female,24503.24,124660,6494,500,109414,4576,14395.24,52894,3237
India,Sikkim,"PLFS Year (Jul - Jun), 2020","October - December, 2020",Urban,Persons,24510.55,523580,26434,585.33,714668,35426,17039.72,355735,19948
India,Sikkim,"PLFS Year (Jul - Jun), 2020","October - December, 2020",Rural + Urban,Male,19788.8,696506,22567,589.96,3533951,51037,11626.35,1353355,24724
India,Sikkim,"PLFS Year (Jul - Jun), 2020","October - December, 2020",Rural + Urban,Female,17914.1,204161,7285,500,1170150,11210,5327.34,254637,5058
India,Sikkim,"PLFS Year (Jul - Jun), 2020","October - December, 2020",Rural + Urban,Persons,18991.85,900668,29852,588.73,4704101,62247,8912.65,1607992,29782
India,Tamil Nadu,"PLFS Year (Jul - Jun), 2020","October - December, 2020",Rural,Male,16241.78,297586,2627,456.71,2928696,20187,12038.62,1050514,8013
India,Tamil Nadu,"PLFS Year (Jul - Jun), 2020","October - December, 2020",Rural,Female,12782.24,79501,791,217.89,1060736,6634,6025.16,201743,1821
India,Tamil Nadu,"PLFS Year (Jul - Jun), 2020","October - December, 2020",Rural,Persons,15465.1,377088,3418,362.06,3989433,26821,10239.12,1252257,9834
India,Tamil Nadu,"PLFS Year (Jul - Jun), 2020","October - December, 2020",Urban,Male,18203.39,398920,19940,506.62,605254,30850,16662.54,302841,16711
India,Tamil Nadu,"PLFS Year (Jul - Jun), 2020","October - December, 2020",Urban,Female,14934.7,124660,6494,282.56,109414,4576,6933.38,52894,3237
India,Tamil Nadu,"PLFS Year (Jul - Jun), 2020","October - December, 2020",Urban,Persons,17185.72,523580,26434,458.16,714668,35426,14660.06,355735,19948
India,Tamil Nadu,"PLFS Year (Jul - Jun), 2020","October - December, 2020",Rural + Urban,Male,17521.1,696506,22567,476.37,3533951,51037,13889.55,1353355,24724
India,Tamil Nadu,"PLFS Year (Jul - Jun), 2020","October - December, 2020",Rural + Urban,Female,14386.75,204161,7285,231.77,1170150,11210,6287.01,254637,5058
India,Tamil Nadu,"PLFS Year (Jul - Jun), 2020","October - December, 2020",Rural + Urban,Persons,16632.73,900668,29852,394.13,4704101,62247,11877.79,1607992,29782
India,Telangana,"PLFS Year (Jul - Jun), 2020","October - December, 2020",Rural,Male,13003.44,297586,2627,443.67,2928696,20187,13625.32,1050514,8013
India,Telangana,"PLFS Year (Jul - Jun), 2020","October - December, 2020",Rural,Female,9341.2,79501,791,311.07,1060736,6634,5624.43,201743,1821
India,Telangana,"PLFS Year (Jul - Jun), 2020","October - December, 2020",Rural,Persons,12571.52,377088,3418,370.06,3989433,26821,12104.12,1252257,9834
India,Telangana,"PLFS Year (Jul - Jun), 2020","October - December, 2020",Urban,Male,24920.38,398920,19940,543.41,605254,30850,19629.02,302841,16711
India,Telangana,"PLFS Year (Jul - Jun), 2020","October - December, 2020",Urban,Female,15618.87,124660,6494,370.09,109414,4576,9014.88,52894,3237
India,Telangana,"PLFS Year (Jul - Jun), 2020","October - December, 2020",Urban,Persons,22553.6,523580,26434,508.11,714668,35426,17736.3,355735,19948
India,Telangana,"PLFS Year (Jul - Jun), 2020","October - December, 2020",Rural + Urban,Male,20155.5,696506,22567,481.21,3533951,51037,15106.17,1353355,24724
India,Telangana,"PLFS Year (Jul - Jun), 2020","October - December, 2020",Rural + Urban,Female,14319.51,204161,7285,317.57,1170150,11210,6412.18,254637,5058
India,Telangana,"PLFS Year (Jul - Jun), 2020","October - December, 2020",Rural + Urban,Persons,18957.53,900668,29852,404.87,4704101,62247,13478.24,1607992,29782
India,The Dadra and Nagar Haveli and Daman and Diu,"PLFS Year (Jul - Jun), 2020","October - December, 2020",Rural,Male,12693.56,297586,2627,294.12,2928696,20187,4809.37,1050514,8013
India,The Dadra and Nagar Haveli and Daman and Diu,"PLFS Year (Jul - Jun), 2020","October - December, 2020",Rural,Female,10631.86,79501,791,200,1060736,6634,3682.69,201743,1821
India,The Dadra and Nagar Haveli and Daman and Diu,"PLFS Year (Jul - Jun), 2020","October - December, 2020",Rural,Persons,12025.33,377088,3418,288.89,3989433,26821,4234.75,1252257,9834
India,The Dadra and Nagar Haveli and Daman and Diu,"PLFS Year (Jul - Jun), 2020","October - December, 2020",Urban,Male,16963.19,398920,19940,400,605254,30850,16282.71,302841,16711
India,The Dadra and Nagar Haveli and Daman and Diu,"PLFS Year (Jul - Jun), 2020","October - December, 2020",Urban,Female,13232.25,124660,6494,0,109414,4576,7096.87,52894,3237
India,The Dadra and Nagar Haveli and Daman and Diu,"PLFS Year (Jul - Jun), 2020","October - December, 2020",Urban,Persons,16353.06,523580,26434,400,714668,35426,14609.7,355735,19948
India,The Dadra and Nagar Haveli and Daman and Diu,"PLFS Year (Jul - Jun), 2020","October - December, 2020",Rural + Urban,Male,15804.67,696506,22567,305.1,3533951,51037,14542.28,1353355,24724
India,The Dadra and Nagar Haveli and Daman and Diu,"PLFS Year (Jul - Jun), 2020","October - December, 2020",Rural + Urban,Female,11990.9,204161,7285,200,1170150,11210,5542.44,254637,5058
India,The Dadra and Nagar Haveli and Daman and Diu,"PLFS Year (Jul - Jun), 2020","October - December, 2020",Rural + Urban,Persons,14987.78,900668,29852,299.83,4704101,62247,12224.83,1607992,29782
India,Tripura,"PLFS Year (Jul - Jun), 2020","October - December, 2020",Rural,Male,16011.19,297586,2627,325.32,2928696,20187,10725.48,1050514,8013
India,Tripura,"PLFS Year (Jul - Jun), 2020","October - December, 2020",Rural,Female,9214.15,79501,791,229.15,1060736,6634,2176.95,201743,1821
India,Tripura,"PLFS Year (Jul - Jun), 2020","October - December, 2020",Rural,Persons,12695.65,377088,3418,318.41,3989433,26821,8953.91,1252257,9834
India,Tripura,"PLFS Year (Jul - Jun), 2020","October - December, 2020",Urban,Male,21870.21,398920,19940,331.28,605254,30850,13901.03,302841,16711
India,Tripura,"PLFS Year (Jul - Jun), 2020","October - December, 2020",Urban,Female,16645.61,124660,6494,264.45,109414,4576,4489.28,52894,3237
India,Tripura,"PLFS Year (Jul - Jun), 2020","October - December, 2020",Urban,Persons,20069.31,523580,26434,323.69,714668,35426,12087.65,355735,19948
India,Tripura,"PLFS Year (Jul - Jun), 2020","October - December, 2020",Rural + Urban,Male,18576.16,696506,22567,325.87,3533951,51037,11232.22,1353355,24724
India,Tripura,"PLFS Year (Jul - Jun), 2020","October - December, 2020",Rural + Urban,Female,11449.11,204161,7285,234.19,1170150,11210,2518.56,254637,5058
India,Tripura,"PLFS Year (Jul - Jun), 2020","October - December, 2020",Rural + Urban,Persons,15485.5,900668,29852,318.91,4704101,62247,9446.37,1607992,29782
India,Uttar Pradesh,"PLFS Year (Jul - Jun), 2020","October - December, 2020",Rural,Male,12396.68,297586,2627,302.35,2928696,20187,8441.09,1050514,8013
India,Uttar Pradesh,"PLFS Year (Jul - Jun), 2020","October - December, 2020",Rural,Female,9604.68,79501,791,201.15,1060736,6634,3398.01,201743,1821
India,Uttar Pradesh,"PLFS Year (Jul - Jun), 2020","October - December, 2020",Rural,Persons,11986.42,377088,3418,294.84,3989433,26821,7808.71,1252257,9834
India,Uttar Pradesh,"PLFS Year (Jul - Jun), 2020","October - December, 2020",Urban,Male,18606.13,398920,19940,340.58,605254,30850,13144.55,302841,16711
India,Uttar Pradesh,"PLFS Year (Jul - Jun), 2020","October - December, 2020",Urban,Female,17798.55,124660,6494,282.64,109414,4576,5228.9,52894,3237
India,Uttar Pradesh,"PLFS Year (Jul - Jun), 2020","October - December, 2020",Urban,Persons,18488.29,523580,26434,338.51,714668,35426,12611.16,355735,19948
India,Uttar Pradesh,"PLFS Year (Jul - Jun), 2020","October - December, 2020",Rural + Urban,Male,15773.6,696506,22567,307.68,3533951,51037,9176.19,1353355,24724
India,Uttar Pradesh,"PLFS Year (Jul - Jun), 2020","October - December, 2020",Rural + Urban,Female,14044.03,204161,7285,206.82,1170150,11210,3554.33,254637,5058
India,Uttar Pradesh,"PLFS Year (Jul - Jun), 2020","October - December, 2020",Rural + Urban,Persons,15520.42,900668,29852,300.72,4704101,62247,8519.51,1607992,29782
India,Uttarakhand,"PLFS Year (Jul - Jun), 2020","October - December, 2020",Rural,Male,11585.06,297586,2627,360.46,2928696,20187,11447.84,1050514,8013
India,Uttarakhand,"PLFS Year (Jul - Jun), 2020","October - December, 2020",Rural,Female,7581.08,79501,791,367.54,1060736,6634,4760.29,201743,1821
India,Uttarakhand,"PLFS Year (Jul - Jun), 2020","October - December, 2020",Rural,Persons,10530.92,377088,3418,361.17,3989433,26821,9154.67,1252257,9834
India,Uttarakhand,"PLFS Year (Jul - Jun), 2020","October - December, 2020",Urban,Male,20643.84,398920,19940,349.54,605254,30850,16640.8,302841,16711
India,Uttarakhand,"PLFS Year (Jul - Jun), 2020","October - December, 2020",Urban,Female,21293.66,124660,6494,0,109414,4576,10149.75,52894,3237
India,Uttarakhand,"PLFS Year (Jul - Jun), 2020","October - December, 2020",Urban,Persons,20778.4,523580,26434,349.54,714668,35426,15404.18,355735,19948
India,Uttarakhand,"PLFS Year (Jul - Jun), 2020","October - December, 2020",Rural + Urban,Male,15958.31,696506,22567,356.38,3533951,51037,12619.46,1353355,24724
India,Uttarakhand,"PLFS Year (Jul - Jun), 2020","October - December, 2020",Rural + Urban,Female,13141.57,204161,7285,367.54,1170150,11210,5386.21,254637,5058
India,Uttarakhand,"PLFS Year (Jul - Jun), 2020","October - December, 2020",Rural + Urban,Persons,15290.25,900668,29852,357.12,4704101,62247,10350,1607992,29782
India,West Bengal,"PLFS Year (Jul - Jun), 2020","October - December, 2020",Rural,Male,10776.46,297586,2627,268.09,2928696,20187,8378.54,1050514,8013
India,West Bengal,"PLFS Year (Jul - Jun), 2020","October - December, 2020",Rural,Female,5507.23,79501,791,206.18,1060736,6634,2548.7,201743,1821
India,West Bengal,"PLFS Year (Jul - Jun), 2020","October - December, 2020",Rural,Persons,9152.21,377088,3418,258.86,3989433,26821,6906.43,1252257,9834
India,West Bengal,"PLFS Year (Jul - Jun), 2020","October - December, 2020",Urban,Male,19479.18,398920,19940,312.75,605254,30850,12251.44,302841,16711
India,West Bengal,"PLFS Year (Jul - Jun), 2020","October - December, 2020",Urban,Female,10006.65,124660,6494,201.3,109414,4576,4298.06,52894,3237
India,West Bengal,"PLFS Year (Jul - Jun), 2020","October - December, 2020",Urban,Persons,16705.57,523580,26434,302.35,714668,35426,10338.98,355735,19948
India,West Bengal,"PLFS Year (Jul - Jun), 2020","October - December, 2020",Rural + Urban,Male,15503.24,696506,22567,274.65,3533951,51037,9282,1353355,24724
India,West Bengal,"PLFS Year (Jul - Jun), 2020","October - December, 2020",Rural + Urban,Female,7868.77,204161,7285,205.73,1170150,11210,2936.83,254637,5058
India,West Bengal,"PLFS Year (Jul - Jun), 2020","October - December, 2020",Rural + Urban,Persons,13213.31,900668,29852,264.91,4704101,62247,7697.39,1607992,29782
India,Andaman and Nicobar Islands,"PLFS Year (Jul - Jun), 2020","July - September, 2020",Rural,Male,47255.22,267743,2488,411.57,2940541,19921,16715.74,1043552,7971
India,Andaman and Nicobar Islands,"PLFS Year (Jul - Jun), 2020","July - September, 2020",Rural,Female,12709.6,84257,794,400,865148,5606,0,184019,1817
India,Andaman and Nicobar Islands,"PLFS Year (Jul - Jun), 2020","July - September, 2020",Rural,Persons,35342.3,352000,3282,410.49,3805689,25527,16715.74,1227571,9788
India,Andaman and Nicobar Islands,"PLFS Year (Jul - Jun), 2020","July - September, 2020",Urban,Male,36443.36,394887,19182,572.18,540307,27198,29858.75,299469,16115
India,Andaman and Nicobar Islands,"PLFS Year (Jul - Jun), 2020","July - September, 2020",Urban,Female,37153.76,123033,6241,241.5,95141,3753,13326.91,49567,2971
India,Andaman and Nicobar Islands,"PLFS Year (Jul - Jun), 2020","July - September, 2020",Urban,Persons,36616.27,517921,25423,480.59,635448,30951,26454.38,349037,19086
India,Andaman and Nicobar Islands,"PLFS Year (Jul - Jun), 2020","July - September, 2020",Rural + Urban,Male,39642.65,662630,21670,471.67,3480848,47119,21840.68,1343022,24086
India,Andaman and Nicobar Islands,"PLFS Year (Jul - Jun), 2020","July - September, 2020",Rural + Urban,Female,27193.63,207290,7035,290.64,960288,9359,13326.91,233587,4788
India,Andaman and Nicobar Islands,"PLFS Year (Jul - Jun), 2020","July - September, 2020",Rural + Urban,Persons,36199.99,869920,28705,440.53,4441137,56478,21058.8,1576608,28874
India,Andhra Pradesh,"PLFS Year (Jul - Jun), 2020","July - September, 2020",Rural,Male,14218.05,267743,2488,395.62,2940541,19921,11506.67,1043552,7971
India,Andhra Pradesh,"PLFS Year (Jul - Jun), 2020","July - September, 2020",Rural,Female,11592.92,84257,794,237.9,865148,5606,5399.12,184019,1817
India,Andhra Pradesh,"PLFS Year (Jul - Jun), 2020","July - September, 2020",Rural,Persons,13779.43,352000,3282,331.1,3805689,25527,10481.02,1227571,9788
India,Andhra Pradesh,"PLFS Year (Jul - Jun), 2020","July - September, 2020",Urban,Male,18183.21,394887,19182,445.43,540307,27198,14493.61,299469,16115
India,Andhra Pradesh,"PLFS Year (Jul - Jun), 2020","July - September, 2020",Urban,Female,12959.23,123033,6241,274.62,95141,3753,6578.56,49567,2971
India,Andhra Pradesh,"PLFS Year (Jul - Jun), 2020","July - September, 2020",Urban,Persons,16751.56,517921,25423,409.13,635448,30951,12864.53,349037,19086
India,Andhra Pradesh,"PLFS Year (Jul - Jun), 2020","July - September, 2020",Rural + Urban,Male,16174.13,662630,21670,402.28,3480848,47119,12213.11,1343022,24086
India,Andhra Pradesh,"PLFS Year (Jul - Jun), 2020","July - September, 2020",Rural + Urban,Female,12476.82,207290,7035,239.98,960288,9359,5734.76,233587,4788
India,Andhra Pradesh,"PLFS Year (Jul - Jun), 2020","July - September, 2020",Rural + Urban,Persons,15347.68,869920,28705,339.2,4441137,56478,11065.05,1576608,28874
India,Arunachal Pradesh,"PLFS Year (Jul - Jun), 2020","July - September, 2020",Rural,Male,26569.35,267743,2488,338.13,2940541,19921,10053.94,1043552,7971
India,Arunachal Pradesh,"PLFS Year (Jul - Jun), 2020","July - September, 2020",Rural,Female,18453.8,84257,794,150,865148,5606,6591.91,184019,1817
India,Arunachal Pradesh,"PLFS Year (Jul - Jun), 2020","July - September, 2020",Rural,Persons,24852.14,352000,3282,318.46,3805689,25527,9473.87,1227571,9788
India,Arunachal Pradesh,"PLFS Year (Jul - Jun), 2020","July - September, 2020",Urban,Male,30703.26,394887,19182,376.69,540307,27198,13734.59,299469,16115
India,Arunachal Pradesh,"PLFS Year (Jul - Jun), 2020","July - September, 2020",Urban,Female,24918.5,123033,6241,265.22,95141,3753,12900.13,49567,2971
India,Arunachal Pradesh,"PLFS Year (Jul - Jun), 2020","July - September, 2020",Urban,Persons,29321,517921,25423,370.42,635448,30951,13630.7,349037,19086
India,Arunachal Pradesh,"PLFS Year (Jul - Jun), 2020","July - September, 2020",Rural + Urban,Male,28038.26,662630,21670,344.95,3480848,47119,10417.41,1343022,24086
India,Arunachal Pradesh,"PLFS Year (Jul - Jun), 2020","July - September, 2020",Rural + Urban,Female,20988.14,207290,7035,161.4,960288,9359,7045.17,233587,4788
India,Arunachal Pradesh,"PLFS Year (Jul - Jun), 2020","July - September, 2020",Rural + Urban,Persons,26476.4,869920,28705,327.27,4441137,56478,9866.08,1576608,28874
India,Assam,"PLFS Year (Jul - Jun), 2020","July - September, 2020",Rural,Male,13611.13,267743,2488,359.28,2940541,19921,9891.47,1043552,7971
India,Assam,"PLFS Year (Jul - Jun), 2020","July - September, 2020",Rural,Female,8899.15,84257,794,203.8,865148,5606,5418.04,184019,1817
India,Assam,"PLFS Year (Jul - Jun), 2020","July - September, 2020",Rural,Persons,12320.97,352000,3282,345.06,3805689,25527,9532.92,1227571,9788
India,Assam,"PLFS Year (Jul - Jun), 2020","July - September, 2020",Urban,Male,24425.44,394887,19182,366.99,540307,27198,15766.26,299469,16115
India,Assam,"PLFS Year (Jul - Jun), 2020","July - September, 2020",Urban,Female,18771.03,123033,6241,271.49,95141,3753,10718.92,49567,2971
India,Assam,"PLFS Year (Jul - Jun), 2020","July - September, 2020",Urban,Persons,23042.44,517921,25423,360.46,635448,30951,15079.53,349037,19086
India,Assam,"PLFS Year (Jul - Jun), 2020","July - September, 2020",Rural + Urban,Male,15554.42,662630,21670,359.72,3480848,47119,10453.29,1343022,24086
India,Assam,"PLFS Year (Jul - Jun), 2020","July - September, 2020",Rural + Urban,Female,10462.18,207290,7035,206.68,960288,9359,6268.56,233587,4788
India,Assam,"PLFS Year (Jul - Jun), 2020","July - September, 2020",Rural + Urban,Persons,14186.02,869920,28705,345.93,4441137,56478,10094.19,1576608,28874
India,Bihar,"PLFS Year (Jul - Jun), 2020","July - September, 2020",Rural,Male,13511.43,267743,2488,331.11,2940541,19921,10697.02,1043552,7971
India,Bihar,"PLFS Year (Jul - Jun), 2020","July - September, 2020",Rural,Female,6246.39,84257,794,261.55,865148,5606,6011.28,184019,1817
India,Bihar,"PLFS Year (Jul - Jun), 2020","July - September, 2020",Rural,Persons,12963.17,352000,3282,324.19,3805689,25527,10431.55,1227571,9788
India,Bihar,"PLFS Year (Jul - Jun), 2020","July - September, 2020",Urban,Male,21009.61,394887,19182,356.19,540307,27198,11868.19,299469,16115
India,Bihar,"PLFS Year (Jul - Jun), 2020","July - September, 2020",Urban,Female,18491.04,123033,6241,252.83,95141,3753,7601,49567,2971
India,Bihar,"PLFS Year (Jul - Jun), 2020","July - September, 2020",Urban,Persons,20642.42,517921,25423,353.07,635448,30951,11564.58,349037,19086
India,Bihar,"PLFS Year (Jul - Jun), 2020","July - September, 2020",Rural + Urban,Male,15616.53,662630,21670,332.36,3480848,47119,10801.21,1343022,24086
India,Bihar,"PLFS Year (Jul - Jun), 2020","July - September, 2020",Rural + Urban,Female,11748.97,207290,7035,261.42,960288,9359,6187.34,233587,4788
India,Bihar,"PLFS Year (Jul - Jun), 2020","July - September, 2020",Rural + Urban,Persons,15243.88,869920,28705,325.53,4441137,56478,10533.77,1576608,28874
India,Chandigarh,"PLFS Year (Jul - Jun), 2020","July - September, 2020",Rural,Male,15244.64,267743,2488,425.29,2940541,19921,0,1043552,7971
India,Chandigarh,"PLFS Year (Jul - Jun), 2020","July - September, 2020",Rural,Female,4371.39,84257,794,350,865148,5606,0,184019,1817
India,Chandigarh,"PLFS Year (Jul - Jun), 2020","July - September, 2020",Rural,Persons,12620.33,352000,3282,411.86,3805689,25527,0,1227571,9788
