Country,Year,Gender,Type Of Areas,Age Group,Status Of Usual Activity,Industry Of Usual Activity,"Not Literates Under Highest Level Of Education Successfully Completed (UOM:%(Percentage)), Scaling Factor:1","Literates Upto Primary Level Of Education Under Highest Level Of Education Completed (UOM:%(Percentage)), Scaling Factor:1","Persons With Middle Level Education Under Highest Level Of Education Completed (UOM:%(Percentage)), Scaling Factor:1","Persons With Secondary Level Education Under Highest Level Of Education Completed (UOM:%(Percentage)), Scaling Factor:1","Persons With Higher Secondary Level Education Under Highest Level Of Education Completed (UOM:%(Percentage)), Scaling Factor:1","Persons With Diploma Or Certificate Course Under Highest Level Of Education Completed (UOM:%(Percentage)), Scaling Factor:1","Graduates Under Highest Level Of Education Completed (UOM:%(Percentage)), Scaling Factor:1","Post Graduates And Above Under Highest Level Of Education Completed (UOM:%(Percentage)), Scaling Factor:1","Persons With Secondary Level And Above Education Under Highest Level Of Education Completed (UOM:%(Percentage)), Scaling Factor:1","All Persons Under Highest Level Of Education Completed (UOM:%(Percentage)), Scaling Factor:1","Estimated Persons Under Highest Level Of Education Completed (UOM:Number), Scaling Factor:1","Sample Persons Under Highest Level Of Education Completed (UOM:Number), Scaling Factor:1"
India,"PLFS Year (Jul - Jun), 2019",Female,Rural,15 years and above,51,01-03,10.3,8.0,4.7,2.5,1.3,0.8,0.5,0.2,1.6,6.7,191417.0,4617.0
India,"PLFS Year (Jul - Jun), 2019",Female,Rural,15 years and above,51,01-99,12.1,9.7,5.7,2.8,1.5,0.8,0.7,0.2,1.9,8.0,226408.0,5549.0
India,"PLFS Year (Jul - Jun), 2019",Female,Rural,15 years and above,51,05-43,1.6,1.6,0.9,0.3,0.2,0.0,0.1,0.0,0.2,1.1,32240.0,842.0
India,"PLFS Year (Jul - Jun), 2019",Female,Rural,15 years and above,51,45-99,0.1,0.1,0.1,0.1,0.0,0.0,0.1,0.0,0.1,0.1,2751.0,90.0
India,"PLFS Year (Jul - Jun), 2019",Female,Rural,15 years and above,41 & 51,01-99,13.2,10.8,6.6,3.3,1.8,1.4,0.8,0.5,2.2,8.9,251759.0,6421.0
India,"PLFS Year (Jul - Jun), 2019",Female,Rural,15 years and above,11-51,01-03,33.6,28.1,19.9,13.1,9.7,11.0,6.2,5.2,10.4,24.4,692758.0,21615.0
India,"PLFS Year (Jul - Jun), 2019",Female,Rural,15 years and above,11-51,01-99,39.4,36.3,27.4,21.6,18.1,38.6,21.1,38.3,21.3,32.2,915017.0,29699.0
India,"PLFS Year (Jul - Jun), 2019",Female,Rural,15 years and above,11-51,05-43,4.2,5.5,4.4,3.7,3.1,5.5,2.0,1.8,3.2,4.2,119987.0,3888.0
India,"PLFS Year (Jul - Jun), 2019",Female,Rural,15 years and above,11-51,45-99,1.6,2.7,3.1,4.7,5.3,22.1,12.9,31.2,7.7,3.6,102272.0,4196.0
India,"PLFS Year (Jul - Jun), 2019",Female,Rural,15 years and above,81,,0.0,0.2,0.4,0.7,1.6,6.9,9.0,12.1,3.0,0.9,24554.0,1160.0
India,"PLFS Year (Jul - Jun), 2019",Female,Rural,15 years and above,11-81,,39.4,36.6,27.8,22.3,19.6,45.5,30.1,50.4,24.3,33.0,939572.0,30859.0
India,"PLFS Year (Jul - Jun), 2019",Female,Rural,15 years and above,UR,,0.0,0.6,1.6,3.1,7.9,15.2,29.9,24.0,12.2,2.6,,
India,"PLFS Year (Jul - Jun), 2019",Female,Rural,15 years and above,91,,0.2,3.0,15.3,31.4,34.5,8.4,14.6,8.2,28.3,10.4,296622.0,10441.0
India,"PLFS Year (Jul - Jun), 2019",Female,Rural,15 years and above,92,,26.8,34.2,35.4,30.9,31.9,37.4,39.0,27.3,32.6,31.1,883685.0,27410.0
India,"PLFS Year (Jul - Jun), 2019",Female,Rural,15 years and above,93,,18.7,21.2,19.5,13.6,13.0,6.9,14.9,13.8,13.5,18.0,511134.0,14255.0
India,"PLFS Year (Jul - Jun), 2019",Female,Rural,15 years and above,94,,9.2,3.5,1.6,1.3,0.5,1.2,1.0,0.2,0.9,4.8,135436.0,3995.0
India,"PLFS Year (Jul - Jun), 2019",Female,Rural,15 years and above,95,,1.8,0.6,0.2,0.3,0.1,0.0,0.0,0.0,0.1,0.9,25733.0,802.0
India,"PLFS Year (Jul - Jun), 2019",Female,Rural,15 years and above,97,,3.9,0.9,0.3,0.3,0.4,0.5,0.4,0.1,0.3,1.8,51880.0,1376.0
India,"PLFS Year (Jul - Jun), 2019",Female,Rural,15 years and above,99,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
India,"PLFS Year (Jul - Jun), 2019",Female,Rural,15 years and above,91-99,,60.6,63.4,72.2,77.7,80.4,54.5,69.9,49.6,75.7,67.0,1904490.0,58279.0
India,"PLFS Year (Jul - Jun), 2019",Female,Rural,15 years and above,11-99,,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,2844062.0,89138.0
India,"PLFS Year (Jul - Jun), 2019",Female,Rural,all ages,"11,12",01-03,4.5,2.6,2.8,2.8,1.7,3.6,1.6,0.3,2.1,3.3,125049.0,4972.0
India,"PLFS Year (Jul - Jun), 2019",Female,Rural,all ages,"11,12",01-96,5.6,3.9,5.0,5.8,4.5,10.9,4.2,4.1,5.1,5.0,189514.0,7414.0
India,"PLFS Year (Jul - Jun), 2019",Female,Rural,all ages,"11,12",05-43,0.7,1.0,1.6,2.1,1.9,3.4,1.2,1.0,1.9,1.1,42905.0,1549.0
India,"PLFS Year (Jul - Jun), 2019",Female,Rural,all ages,"11,12",45-96,0.4,0.3,0.6,0.9,0.8,3.9,1.4,2.9,1.1,0.6,21561.0,893.0
India,"PLFS Year (Jul - Jun), 2019",Female,Rural,all ages,21,01-03,12.7,7.0,10.3,7.5,6.4,6.7,3.6,4.3,6.3,9.6,366389.0,11674.0
India,"PLFS Year (Jul - Jun), 2019",Female,Rural,all ages,21,01-96,13.1,7.6,11.0,8.6,7.0,7.1,4.0,4.7,7.1,10.2,388650.0,12405.0
India,"PLFS Year (Jul - Jun), 2019",Female,Rural,all ages,21,05-43,0.2,0.3,0.2,0.3,0.3,0.0,0.0,0.1,0.2,0.2,8877.0,254.0
India,"PLFS Year (Jul - Jun), 2019",Female,Rural,all ages,21,45-96,0.2,0.3,0.5,0.8,0.3,0.4,0.3,0.3,0.5,0.4,13384.0,477.0
India,"PLFS Year (Jul - Jun), 2019",Female,Rural,all ages,11-21,01-03,17.2,9.5,13.0,10.3,8.1,10.2,5.2,4.6,8.5,12.9,491437.0,16646.0
India,"PLFS Year (Jul - Jun), 2019",Female,Rural,all ages,11-21,01-96,18.8,11.5,16.0,14.4,11.4,18.0,8.1,8.8,12.2,15.1,578163.0,19819.0
India,"PLFS Year (Jul - Jun), 2019",Female,Rural,all ages,11-21,05-43,0.9,1.2,1.8,2.4,2.2,3.4,1.2,1.1,2.1,1.4,51781.0,1803.0
India,"PLFS Year (Jul - Jun), 2019",Female,Rural,all ages,11-21,45-96,0.7,0.7,1.1,1.7,1.1,4.3,1.7,3.1,1.6,0.9,34945.0,1370.0
India,"PLFS Year (Jul - Jun), 2019",Female,Rural,all ages,31,01-03,0.4,0.3,0.2,0.3,0.3,0.0,0.4,0.5,0.3,0.3,11963.0,392.0
India,"PLFS Year (Jul - Jun), 2019",Female,Rural,all ages,31,01-99,1.0,1.0,2.2,3.8,4.9,19.3,12.2,28.9,6.9,2.3,87557.0,3514.0
India,"PLFS Year (Jul - Jun), 2019",Female,Rural,all ages,31,05-43,0.2,0.2,0.5,0.6,0.4,1.5,0.6,0.4,0.5,0.3,10954.0,382.0
India,"PLFS Year (Jul - Jun), 2019",Female,Rural,all ages,31,45-99,0.5,0.6,1.5,2.9,4.1,17.8,11.2,28.1,6.1,1.7,64640.0,2740.0
India,"PLFS Year (Jul - Jun), 2019",Female,Rural,all ages,41,,0.9,0.5,0.8,0.4,0.3,0.5,0.1,0.3,0.3,0.7,25351.0,872.0
India,"PLFS Year (Jul - Jun), 2019",Female,Rural,all ages,51,01-03,7.8,3.9,4.2,2.5,1.3,0.8,0.5,0.2,1.6,5.0,191798.0,4625.0
India,"PLFS Year (Jul - Jun), 2019",Female,Rural,all ages,51,01-99,9.1,4.7,5.1,2.8,1.5,0.8,0.7,0.2,1.9,5.9,226999.0,5561.0
India,"PLFS Year (Jul - Jun), 2019",Female,Rural,all ages,51,05-43,1.2,0.8,0.8,0.3,0.2,0.0,0.1,0.0,0.2,0.8,32358.0,844.0
India,"PLFS Year (Jul - Jun), 2019",Female,Rural,all ages,51,45-99,0.1,0.0,0.1,0.1,0.0,0.0,0.1,0.0,0.1,0.1,2843.0,92.0
India,"PLFS Year (Jul - Jun), 2019",Female,Rural,all ages,41 & 51,01-99,10.0,5.3,5.8,3.3,1.8,1.4,0.8,0.5,2.2,6.6,252350.0,6433.0
India,"PLFS Year (Jul - Jun), 2019",Female,Rural,all ages,11-51,01-03,25.3,13.7,17.4,13.1,9.7,11.0,6.2,5.2,10.4,18.2,695198.0,21663.0
India,"PLFS Year (Jul - Jun), 2019",Female,Rural,all ages,11-51,01-99,29.7,17.8,24.0,21.4,18.1,38.6,21.1,38.3,21.3,24.0,918070.0,29766.0
India,"PLFS Year (Jul - Jun), 2019",Female,Rural,all ages,11-51,05-43,3.2,2.7,3.8,3.7,3.1,5.5,2.0,1.8,3.2,3.2,120445.0,3901.0
India,"PLFS Year (Jul - Jun), 2019",Female,Rural,all ages,11-51,45-99,1.2,1.3,2.7,4.7,5.3,22.1,12.9,31.2,7.7,2.7,102428.0,4202.0
India,"PLFS Year (Jul - Jun), 2019",Female,Rural,all ages,81,,0.0,0.1,0.4,0.7,1.6,6.9,9.0,12.1,3.0,0.6,24728.0,1170.0
India,"PLFS Year (Jul - Jun), 2019",Female,Rural,all ages,11-81,,29.7,17.9,24.3,22.1,19.6,45.5,30.1,50.4,24.2,24.7,942799.0,30936.0
India,"PLFS Year (Jul - Jun), 2019",Female,Rural,all ages,UR,,0.0,0.6,1.6,3.2,7.9,15.2,29.9,24.0,12.2,2.6,,
India,"PLFS Year (Jul - Jun), 2019",Female,Rural,all ages,91,,3.1,50.7,25.7,31.8,34.5,8.4,14.6,8.2,28.4,24.2,923479.0,29537.0
India,"PLFS Year (Jul - Jun), 2019",Female,Rural,all ages,92,,20.4,17.2,31.2,30.7,31.9,37.4,39.0,27.3,32.5,23.4,895769.0,27646.0
India,"PLFS Year (Jul - Jun), 2019",Female,Rural,all ages,93,,14.2,10.4,17.0,13.5,13.0,6.9,14.9,13.8,13.5,13.4,513559.0,14315.0
India,"PLFS Year (Jul - Jun), 2019",Female,Rural,all ages,94,,7.0,1.7,1.4,1.3,0.5,1.2,1.0,0.2,0.9,3.6,135759.0,4005.0
India,"PLFS Year (Jul - Jun), 2019",Female,Rural,all ages,95,,1.4,0.3,0.2,0.3,0.1,0.0,0.0,0.0,0.1,0.7,26469.0,835.0
India,"PLFS Year (Jul - Jun), 2019",Female,Rural,all ages,97,,4.7,0.9,0.3,0.3,0.4,0.5,0.4,0.1,0.3,2.2,82735.0,2046.0
India,"PLFS Year (Jul - Jun), 2019",Female,Rural,all ages,99,,19.6,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.9,301256.0,8449.0
India,"PLFS Year (Jul - Jun), 2019",Female,Rural,all ages,91-99,,70.3,82.1,75.7,77.9,80.4,54.5,69.9,49.6,75.8,75.3,2879026.0,86833.0
India,"PLFS Year (Jul - Jun), 2019",Female,Rural,all ages,11-99,,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,3821825.0,117769.0
India,"PLFS Year (Jul - Jun), 2019",Persons,Rural,15-29 years,"11,12",01-03,5.0,5.0,3.4,2.3,2.3,3.0,3.3,2.5,2.5,3.3,68089.0,2228.0
India,"PLFS Year (Jul - Jun), 2019",Persons,Rural,15-29 years,"11,12",01-96,8.2,9.9,7.6,6.2,5.9,8.8,8.3,7.0,6.5,7.4,154151.0,5227.0
India,"PLFS Year (Jul - Jun), 2019",Persons,Rural,15-29 years,"11,12",05-43,1.4,2.2,2.0,1.8,1.1,2.5,1.4,0.7,1.4,1.7,35246.0,1155.0
India,"PLFS Year (Jul - Jun), 2019",Persons,Rural,15-29 years,"11,12",45-96,1.8,2.7,2.2,2.1,2.5,3.2,3.7,3.7,2.6,2.4,50816.0,1844.0
India,"PLFS Year (Jul - Jun), 2019",Persons,Rural,15-29 years,21,01-03,16.0,12.3,11.5,7.5,9.0,8.5,8.1,8.2,8.2,10.3,214051.0,6770.0
India,"PLFS Year (Jul - Jun), 2019",Persons,Rural,15-29 years,21,01-96,16.7,13.5,12.5,8.5,10.0,9.1,9.8,8.7,9.3,11.3,235530.0,7466.0
India,"PLFS Year (Jul - Jun), 2019",Persons,Rural,15-29 years,21,05-43,0.5,0.6,0.4,0.4,0.3,0.0,0.1,0.1,0.3,0.4,7682.0,241.0
India,"PLFS Year (Jul - Jun), 2019",Persons,Rural,15-29 years,21,45-96,0.2,0.6,0.6,0.5,0.7,0.6,1.5,0.4,0.8,0.7,13797.0,455.0
India,"PLFS Year (Jul - Jun), 2019",Persons,Rural,15-29 years,11-21,01-03,21.1,17.3,14.9,9.8,11.3,11.5,11.4,10.7,10.7,13.6,282140.0,8998.0
India,"PLFS Year (Jul - Jun), 2019",Persons,Rural,15-29 years,11-21,01-96,24.9,23.4,20.2,14.6,15.9,17.8,18.1,15.7,15.8,18.7,389682.0,12693.0
India,"PLFS Year (Jul - Jun), 2019",Persons,Rural,15-29 years,11-21,05-43,1.9,2.8,2.4,2.2,1.4,2.5,1.5,0.8,1.7,2.1,42928.0,1396.0
India,"PLFS Year (Jul - Jun), 2019",Persons,Rural,15-29 years,11-21,45-96,1.9,3.3,2.8,2.6,3.2,3.8,5.3,4.1,3.4,3.1,64614.0,2299.0
India,"PLFS Year (Jul - Jun), 2019",Persons,Rural,15-29 years,31,01-03,0.6,0.7,0.3,0.2,0.4,1.2,0.6,1.1,0.4,0.4,9110.0,318.0
India,"PLFS Year (Jul - Jun), 2019",Persons,Rural,15-29 years,31,01-99,2.0,4.3,4.8,5.1,6.2,28.1,14.2,27.2,8.3,6.3,131859.0,4782.0
India,"PLFS Year (Jul - Jun), 2019",Persons,Rural,15-29 years,31,05-43,0.6,1.5,1.8,1.9,1.8,10.9,3.0,0.7,2.3,1.9,40004.0,1388.0
India,"PLFS Year (Jul - Jun), 2019",Persons,Rural,15-29 years,31,45-99,0.8,2.0,2.6,2.9,3.9,16.0,10.6,25.4,5.7,4.0,82744.0,3076.0
India,"PLFS Year (Jul - Jun), 2019",Persons,Rural,15-29 years,41,,0.6,0.3,0.3,0.1,0.2,0.0,0.0,0.3,0.1,0.2,4922.0,168.0
India,"PLFS Year (Jul - Jun), 2019",Persons,Rural,15-29 years,51,01-03,9.8,9.5,5.1,2.8,1.7,1.4,0.8,0.3,1.9,4.4,92154.0,2230.0
India,"PLFS Year (Jul - Jun), 2019",Persons,Rural,15-29 years,51,01-99,20.5,22.4,13.0,6.9,4.2,8.2,1.8,0.5,4.9,10.6,221581.0,5770.0
India,"PLFS Year (Jul - Jun), 2019",Persons,Rural,15-29 years,51,05-43,10.3,11.8,7.1,3.6,2.2,4.7,0.9,0.1,2.5,5.6,117137.0,3182.0
India,"PLFS Year (Jul - Jun), 2019",Persons,Rural,15-29 years,51,45-99,0.4,1.0,0.8,0.5,0.4,2.1,0.1,0.1,0.4,0.6,12289.0,358.0
India,"PLFS Year (Jul - Jun), 2019",Persons,Rural,15-29 years,41 & 51,01-99,21.1,22.8,13.3,7.0,4.4,8.2,1.8,0.8,5.0,10.9,226502.0,5938.0
India,"PLFS Year (Jul - Jun), 2019",Persons,Rural,15-29 years,11-51,01-03,31.4,27.5,20.4,12.8,13.4,14.2,12.7,12.1,13.1,18.4,383404.0,11546.0
India,"PLFS Year (Jul - Jun), 2019",Persons,Rural,15-29 years,11-51,01-99,48.0,50.4,38.2,26.7,26.5,54.1,34.1,43.7,29.2,35.9,748043.0,23413.0
India,"PLFS Year (Jul - Jun), 2019",Persons,Rural,15-29 years,11-51,05-43,13.4,16.5,11.6,7.9,5.6,18.1,5.4,1.9,6.7,9.8,204991.0,6134.0
India,"PLFS Year (Jul - Jun), 2019",Persons,Rural,15-29 years,11-51,45-99,3.1,6.4,6.2,6.0,7.5,21.9,16.0,29.7,9.5,7.7,159647.0,5733.0
India,"PLFS Year (Jul - Jun), 2019",Persons,Rural,15-29 years,81,,2.0,2.4,3.3,3.0,4.8,19.4,20.0,22.1,7.6,5.3,110801.0,4103.0
India,"PLFS Year (Jul - Jun), 2019",Persons,Rural,15-29 years,11-81,,50.0,52.8,41.5,29.8,31.3,73.6,54.2,65.8,36.8,41.3,858843.0,27516.0
India,"PLFS Year (Jul - Jun), 2019",Persons,Rural,15-29 years,UR,,4.0,4.5,8.0,10.2,15.3,26.4,37.0,33.5,20.7,12.9,,
India,"PLFS Year (Jul - Jun), 2019",Persons,Rural,15-29 years,91,,0.8,10.9,31.4,51.7,49.6,14.8,21.6,11.7,43.6,32.5,677662.0,24203.0
India,"PLFS Year (Jul - Jun), 2019",Persons,Rural,15-29 years,92,,24.9,21.0,16.6,12.3,13.3,8.7,17.6,14.8,13.6,16.3,338618.0,10354.0
India,"PLFS Year (Jul - Jun), 2019",Persons,Rural,15-29 years,93,,16.7,13.2,9.2,5.4,5.2,2.7,6.3,7.6,5.5,8.4,174696.0,4620.0
India,"PLFS Year (Jul - Jun), 2019",Persons,Rural,15-29 years,94,,1.3,0.4,0.4,0.2,0.1,0.0,0.2,0.0,0.2,0.3,7284.0,158.0
India,"PLFS Year (Jul - Jun), 2019",Persons,Rural,15-29 years,95,,4.9,0.9,0.4,0.2,0.1,0.0,0.1,0.0,0.1,0.7,14389.0,367.0
India,"PLFS Year (Jul - Jun), 2019",Persons,Rural,15-29 years,97,,1.4,0.8,0.5,0.3,0.4,0.2,0.2,0.1,0.3,0.5,10508.0,313.0
India,"PLFS Year (Jul - Jun), 2019",Persons,Rural,15-29 years,99,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
India,"PLFS Year (Jul - Jun), 2019",Persons,Rural,15-29 years,91-99,,50.0,47.2,58.5,70.2,68.7,26.4,45.8,34.2,63.2,58.7,1223155.0,40015.0
India,"PLFS Year (Jul - Jun), 2019",Persons,Rural,15-29 years,11-99,,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,2081999.0,67531.0
India,"PLFS Year (Jul - Jun), 2019",Persons,Rural,15 years and above,"11,12",01-03,15.9,18.3,14.9,12.9,9.3,7.9,10.5,7.7,10.9,14.6,829402.0,26642.0
India,"PLFS Year (Jul - Jun), 2019",Persons,Rural,15 years and above,"11,12",01-96,19.4,26.2,23.1,21.2,16.1,19.1,19.1,16.3,18.9,21.3,1211129.0,39540.0
India,"PLFS Year (Jul - Jun), 2019",Persons,Rural,15 years and above,"11,12",05-43,1.5,3.2,3.0,2.8,1.8,3.8,1.6,1.3,2.2,2.3,133201.0,4499.0
India,"PLFS Year (Jul - Jun), 2019",Persons,Rural,15 years and above,"11,12",45-96,2.1,4.7,5.2,5.5,5.0,7.4,7.0,7.4,5.8,4.4,248525.0,8399.0
India,"PLFS Year (Jul - Jun), 2019",Persons,Rural,15 years and above,21,01-03,12.2,9.7,9.8,7.4,8.6,7.2,6.8,6.1,7.6,9.8,560637.0,17789.0
India,"PLFS Year (Jul - Jun), 2019",Persons,Rural,15 years and above,21,01-96,12.6,10.6,10.7,8.3,9.7,7.9,8.0,6.6,8.6,10.6,605308.0,19237.0
India,"PLFS Year (Jul - Jun), 2019",Persons,Rural,15 years and above,21,05-43,0.2,0.4,0.3,0.3,0.3,0.1,0.1,0.1,0.3,0.3,15188.0,462.0
India,"PLFS Year (Jul - Jun), 2019",Persons,Rural,15 years and above,21,45-96,0.2,0.5,0.6,0.6,0.7,0.6,1.1,0.4,0.7,0.5,29482.0,986.0
India,"PLFS Year (Jul - Jun), 2019",Persons,Rural,15 years and above,11-21,01-03,28.1,28.0,24.7,20.2,17.9,15.0,17.3,13.8,18.5,24.4,1390039.0,44431.0
India,"PLFS Year (Jul - Jun), 2019",Persons,Rural,15 years and above,11-21,01-96,32.1,36.8,33.8,29.5,25.7,27.0,27.1,22.9,27.5,31.9,1816437.0,58777.0
India,"PLFS Year (Jul - Jun), 2019",Persons,Rural,15 years and above,11-21,05-43,1.7,3.5,3.3,3.2,2.0,4.0,1.7,1.3,2.5,2.6,148390.0,4961.0
India,"PLFS Year (Jul - Jun), 2019",Persons,Rural,15 years and above,11-21,45-96,2.3,5.3,5.9,6.1,5.8,8.0,8.1,7.8,6.5,4.9,278008.0,9385.0
India,"PLFS Year (Jul - Jun), 2019",Persons,Rural,15 years and above,31,01-03,0.5,0.7,0.5,0.5,0.6,0.9,1.0,1.1,0.6,0.6,31769.0,1218.0
India,"PLFS Year (Jul - Jun), 2019",Persons,Rural,15 years and above,31,01-99,1.7,4.3,6.4,8.2,10.2,29.9,21.5,37.8,13.0,6.7,380959.0,14539.0
India,"PLFS Year (Jul - Jun), 2019",Persons,Rural,15 years and above,31,05-43,0.4,1.4,2.1,2.4,2.3,11.0,3.7,1.6,2.8,1.7,96213.0,3365.0
India,"PLFS Year (Jul - Jun), 2019",Persons,Rural,15 years and above,31,45-99,0.9,2.3,3.9,5.3,7.2,18.1,16.8,35.1,9.6,4.4,252977.0,9956.0
India,"PLFS Year (Jul - Jun), 2019",Persons,Rural,15 years and above,41,,1.0,0.7,0.5,0.3,0.2,0.1,0.0,0.1,0.2,0.6,33745.0,1182.0
India,"PLFS Year (Jul - Jun), 2019",Persons,Rural,15 years and above,51,01-03,12.6,10.7,6.3,3.8,2.2,1.4,1.1,0.4,2.6,7.8,446937.0,10663.0
India,"PLFS Year (Jul - Jun), 2019",Persons,Rural,15 years and above,51,01-99,18.5,20.6,14.4,8.8,5.1,6.8,2.3,0.9,6.0,14.2,808113.0,21106.0
India,"PLFS Year (Jul - Jun), 2019",Persons,Rural,15 years and above,51,05-43,5.6,9.0,7.4,4.5,2.5,4.0,1.0,0.4,3.0,5.8,330167.0,9464.0
India,"PLFS Year (Jul - Jun), 2019",Persons,Rural,15 years and above,51,45-99,0.3,0.8,0.8,0.5,0.4,1.4,0.2,0.1,0.4,0.5,31009.0,979.0
India,"PLFS Year (Jul - Jun), 2019",Persons,Rural,15 years and above,41 & 51,01-99,19.5,21.3,15.0,9.1,5.3,7.0,2.3,1.0,6.2,14.8,841858.0,22288.0
India,"PLFS Year (Jul - Jun), 2019",Persons,Rural,15 years and above,11-51,01-03,41.1,39.4,31.4,24.5,20.8,17.4,19.4,15.3,21.8,32.8,1868746.0,56312.0
India,"PLFS Year (Jul - Jun), 2019",Persons,Rural,15 years and above,11-51,01-99,53.3,62.3,55.3,46.8,41.2,63.9,50.9,61.8,46.8,53.3,3039254.0,95604.0
India,"PLFS Year (Jul - Jun), 2019",Persons,Rural,15 years and above,11-51,05-43,8.7,14.6,13.3,10.3,7.1,19.0,6.5,3.5,8.5,10.7,608514.0,18972.0
India,"PLFS Year (Jul - Jun), 2019",Persons,Rural,15 years and above,11-51,45-99,3.5,8.4,10.5,12.0,13.3,27.5,25.0,43.0,16.4,9.9,561993.0,20320.0
India,"PLFS Year (Jul - Jun), 2019",Persons,Rural,15 years and above,81,,0.2,0.8,1.8,1.9,3.5,12.4,12.9,12.2,5.1,2.2,123760.0,4666.0
India,"PLFS Year (Jul - Jun), 2019",Persons,Rural,15 years and above,11-81,,53.6,63.1,57.0,48.7,44.7,76.3,63.8,74.0,51.9,55.5,3163013.0,100270.0
India,"PLFS Year (Jul - Jun), 2019",Persons,Rural,15 years and above,UR,,0.5,1.2,3.1,4.0,7.9,16.3,20.2,16.5,9.9,3.9,,
India,"PLFS Year (Jul - Jun), 2019",Persons,Rural,15 years and above,91,,0.2,2.9,15.3,29.4,34.3,8.7,12.9,5.4,26.5,12.0,682792.0,24354.0
India,"PLFS Year (Jul - Jun), 2019",Persons,Rural,15 years and above,92,,17.8,16.9,15.8,13.0,13.6,10.7,15.4,11.6,13.5,15.9,905216.0,28202.0
India,"PLFS Year (Jul - Jun), 2019",Persons,Rural,15 years and above,93,,12.3,10.5,8.7,5.7,5.5,1.9,5.7,6.0,5.5,9.1,519906.0,14539.0
India,"PLFS Year (Jul - Jun), 2019",Persons,Rural,15 years and above,94,,9.3,4.1,2.0,2.1,1.3,1.8,1.7,2.8,1.8,4.5,258105.0,7732.0
India,"PLFS Year (Jul - Jun), 2019",Persons,Rural,15 years and above,95,,2.5,1.2,0.6,0.5,0.2,0.2,0.2,0.1,0.3,1.2,68750.0,2043.0
India,"PLFS Year (Jul - Jun), 2019",Persons,Rural,15 years and above,97,,4.1,1.4,0.6,0.6,0.4,0.5,0.4,0.1,0.5,1.8,101051.0,2736.0
India,"PLFS Year (Jul - Jun), 2019",Persons,Rural,15 years and above,99,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
India,"PLFS Year (Jul - Jun), 2019",Persons,Rural,15 years and above,91-99,,46.4,36.9,43.0,51.3,55.3,23.7,36.2,26.0,48.1,44.5,2535819.0,79606.0
India,"PLFS Year (Jul - Jun), 2019",Persons,Rural,15 years and above,11-99,,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,5698833.0,179876.0
India,"PLFS Year (Jul - Jun), 2019",Persons,Rural,all ages,"11,12",01-03,11.0,8.7,13.1,12.8,9.3,7.9,10.5,7.7,10.9,10.7,829915.0,26651.0
India,"PLFS Year (Jul - Jun), 2019",Persons,Rural,all ages,"11,12",01-96,13.4,12.5,20.3,21.1,16.1,19.1,19.1,16.3,18.8,15.6,1211803.0,39555.0
India,"PLFS Year (Jul - Jun), 2019",Persons,Rural,all ages,"11,12",05-43,1.0,1.5,2.7,2.8,1.8,3.8,1.6,1.3,2.2,1.7,133306.0,4502.0
India,"PLFS Year (Jul - Jun), 2019",Persons,Rural,all ages,"11,12",45-96,1.5,2.3,4.6,5.5,5.0,7.4,7.0,7.4,5.7,3.2,248582.0,8402.0
India,"PLFS Year (Jul - Jun), 2019",Persons,Rural,all ages,21,01-03,8.5,4.7,8.7,7.3,8.6,7.2,6.8,6.1,7.6,7.3,565080.0,17895.0
India,"PLFS Year (Jul - Jun), 2019",Persons,Rural,all ages,21,01-96,8.8,5.2,9.5,8.3,9.7,7.9,8.0,6.6,8.6,7.8,610297.0,19359.0
India,"PLFS Year (Jul - Jun), 2019",Persons,Rural,all ages,21,05-43,0.2,0.2,0.2,0.3,0.3,0.1,0.1,0.1,0.3,0.2,15628.0,474.0
India,"PLFS Year (Jul - Jun), 2019",Persons,Rural,all ages,21,45-96,0.2,0.2,0.6,0.6,0.7,0.6,1.1,0.4,0.7,0.4,29589.0,990.0
India,"PLFS Year (Jul - Jun), 2019",Persons,Rural,all ages,11-21,01-03,19.4,13.5,21.7,20.1,17.9,15.0,17.3,13.8,18.5,17.9,1394995.0,44546.0
India,"PLFS Year (Jul - Jun), 2019",Persons,Rural,all ages,11-21,01-96,22.2,17.7,29.8,29.4,25.7,27.0,27.1,22.9,27.4,23.4,1822101.0,58914.0
India,"PLFS Year (Jul - Jun), 2019",Persons,Rural,all ages,11-21,05-43,1.2,1.7,2.9,3.2,2.0,4.0,1.7,1.3,2.5,1.9,148934.0,4976.0
India,"PLFS Year (Jul - Jun), 2019",Persons,Rural,all ages,11-21,45-96,1.6,2.5,5.1,6.1,5.8,8.0,8.1,7.8,6.5,3.6,278171.0,9392.0
