Country,State,Year,Type Of Areas,Age Group,Gender,"Labour Force Participation Rate According To Usual Status (Ps+Ss) (UOM:%(Percentage)), Scaling Factor:1","Worker Population Rate According To Usual Status (Ps+Ss) (UOM:%(Percentage)), Scaling Factor:1"," Unemployment Rate According To Usual Status (Ps+Ss) (UOM:%(Percentage)), Scaling Factor:1"
India,Maharashtra,"PLFS Year (Jul - Jun), 2018",Urban,15-29 years,Persons,39.3,33.2,15.7
India,Maharashtra,"PLFS Year (Jul - Jun), 2018",Urban,15-59 years,Male,79.6,75.2,5.4
India,Maharashtra,"PLFS Year (Jul - Jun), 2018",Urban,15-59 years,Female,24.8,22.2,10.5
India,Maharashtra,"PLFS Year (Jul - Jun), 2018",Urban,15-59 years,Persons,53,49.5,6.6
India,Maharashtra,"PLFS Year (Jul - Jun), 2018",Urban,15 years and above,Male,72.8,69,5.2
India,Maharashtra,"PLFS Year (Jul - Jun), 2018",Urban,15 years and above,Female,22.1,19.9,10.2
India,Maharashtra,"PLFS Year (Jul - Jun), 2018",Urban,15 years and above,Persons,48,44.9,6.3
India,Maharashtra,"PLFS Year (Jul - Jun), 2018",Urban,All Ages,Male,56.7,53.7,5.2
India,Maharashtra,"PLFS Year (Jul - Jun), 2018",Urban,All Ages,Female,17.5,15.6,10.6
India,Maharashtra,"PLFS Year (Jul - Jun), 2018",Urban,All Ages,Persons,37.6,35.2,6.4
India,Maharashtra,"PLFS Year (Jul - Jun), 2018",Rural + Urban,15-29 years,Male,57.8,49.8,13.7
India,Maharashtra,"PLFS Year (Jul - Jun), 2018",Rural + Urban,15-29 years,Female,20.2,16.4,19
India,Maharashtra,"PLFS Year (Jul - Jun), 2018",Rural + Urban,15-29 years,Persons,40.3,34.3,14.9
India,Maharashtra,"PLFS Year (Jul - Jun), 2018",Rural + Urban,15-59 years,Male,79.7,75.6,5.2
India,Maharashtra,"PLFS Year (Jul - Jun), 2018",Rural + Urban,15-59 years,Female,35.1,33.1,5.7
India,Maharashtra,"PLFS Year (Jul - Jun), 2018",Rural + Urban,15-59 years,Persons,58.2,55.1,5.4
India,Maharashtra,"PLFS Year (Jul - Jun), 2018",Rural + Urban,15 years and above,Male,73.8,70.3,4.9
India,Maharashtra,"PLFS Year (Jul - Jun), 2018",Rural + Urban,15 years and above,Female,31.6,29.9,5.4
India,Maharashtra,"PLFS Year (Jul - Jun), 2018",Rural + Urban,15 years and above,Persons,53.3,50.6,5
India,Maharashtra,"PLFS Year (Jul - Jun), 2018",Rural + Urban,All Ages,Male,57.6,54.8,4.9
India,Maharashtra,"PLFS Year (Jul - Jun), 2018",Rural + Urban,All Ages,Female,25.1,23.7,5.5
India,Maharashtra,"PLFS Year (Jul - Jun), 2018",Rural + Urban,All Ages,Persons,41.9,39.8,5
India,Manipur,"PLFS Year (Jul - Jun), 2018",Rural,15-29 years,Male,48.4,35.5,26.8
India,Manipur,"PLFS Year (Jul - Jun), 2018",Rural,15-29 years,Female,18.9,9.9,47.6
India,Manipur,"PLFS Year (Jul - Jun), 2018",Rural,15-29 years,Persons,32.7,21.8,33.2
India,Manipur,"PLFS Year (Jul - Jun), 2018",Rural,15-59 years,Male,77.3,71.1,7.9
India,Manipur,"PLFS Year (Jul - Jun), 2018",Rural,15-59 years,Female,53.6,44.8,33.0
India,Manipur,"PLFS Year (Jul - Jun), 2018",Rural,15-59 years,Persons,51.5,46.2,10.2
India,Manipur,"PLFS Year (Jul - Jun), 2018",Rural,15 years and above,Male,73.8,68.4,7.4
India,Manipur,"PLFS Year (Jul - Jun), 2018",Rural,15 years and above,Persons,49.4,44.7,9.5
India,Manipur,"PLFS Year (Jul - Jun), 2018",Rural,All Ages,Male,52.9,48.9,7.7
India,Manipur,"PLFS Year (Jul - Jun), 2018",Rural,All Ages,Female,19.6,16.5,15.6
India,Manipur,"PLFS Year (Jul - Jun), 2018",Rural,All Ages,Persons,36.5,32.9,9.8
India,Manipur,"PLFS Year (Jul - Jun), 2018",Urban,15-29 years,Male,42,28.2,32.8
India,Manipur,"PLFS Year (Jul - Jun), 2018",Urban,15-29 years,Female,19,13.5,28.9
India,Manipur,"PLFS Year (Jul - Jun), 2018",Urban,15-29 years,Persons,30.4,20.8,31.6
India,Manipur,"PLFS Year (Jul - Jun), 2018",Urban,15-59 years,Male,73.9,66.1,10.5
India,Manipur,"PLFS Year (Jul - Jun), 2018",Urban,15-59 years,Female,29.8,27.4,8
India,Manipur,"PLFS Year (Jul - Jun), 2018",Urban,15-59 years,Persons,51.7,46.6,9.7
India,Manipur,"PLFS Year (Jul - Jun), 2018",Urban,15 years and above,Male,67.6,60.9,9.8
India,Manipur,"PLFS Year (Jul - Jun), 2018",Urban,15 years and above,Female,27.8,25.7,7.4
India,Manipur,"PLFS Year (Jul - Jun), 2018",Urban,15 years and above,Persons,47.6,43.3,9.1
India,Manipur,"PLFS Year (Jul - Jun), 2018",Urban,All Ages,Male,50.5,45.5,9.8
India,Manipur,"PLFS Year (Jul - Jun), 2018",Urban,All Ages,Female,21.3,19.7,7.7
India,Manipur,"PLFS Year (Jul - Jun), 2018",Urban,All Ages,Persons,36.1,32.7,9.2
India,Manipur,"PLFS Year (Jul - Jun), 2018",Rural + Urban,15-29 years,Male,46.5,33.4,28.4
India,Manipur,"PLFS Year (Jul - Jun), 2018",Rural + Urban,15-29 years,Female,18.9,10.9,42.6
India,Manipur,"PLFS Year (Jul - Jun), 2018",Rural + Urban,15-29 years,Persons,32.1,21.6,32.8
India,Manipur,"PLFS Year (Jul - Jun), 2018",Rural + Urban,15-59 years,Male,76.3,69.7,8.7
India,Manipur,"PLFS Year (Jul - Jun), 2018",Rural + Urban,15-59 years,Female,27.7,23.8,13.9
India,Manipur,"PLFS Year (Jul - Jun), 2018",Rural + Urban,15-59 years,Persons,51.5,46.3,10.1
India,Manipur,"PLFS Year (Jul - Jun), 2018",Rural + Urban,15 years and above,Male,72,66.1,8.1
India,Manipur,"PLFS Year (Jul - Jun), 2018",Rural + Urban,15 years and above,Female,26.3,22.9,13
India,Manipur,"PLFS Year (Jul - Jun), 2018",Rural + Urban,15 years and above,Persons,48.9,44.3,9.4
India,Manipur,"PLFS Year (Jul - Jun), 2018",Rural + Urban,All Ages,Male,52.2,47.9,8.3
India,Manipur,"PLFS Year (Jul - Jun), 2018",Rural + Urban,All Ages,Female,20.1,17.5,13.1
India,Manipur,"PLFS Year (Jul - Jun), 2018",Rural + Urban,All Ages,Persons,36.4,32.9,9.6
India,Meghalaya,"PLFS Year (Jul - Jun), 2018",Rural,15-29 years,Male,56.9,53.4,6.1
India,Meghalaya,"PLFS Year (Jul - Jun), 2018",Rural,15-29 years,Female,33.9,31.1,8.1
India,Meghalaya,"PLFS Year (Jul - Jun), 2018",Rural,15-29 years,Persons,45.7,42.6,6.8
India,Meghalaya,"PLFS Year (Jul - Jun), 2018",Rural,15-59 years,Male,79.4,77.8,2
India,Meghalaya,"PLFS Year (Jul - Jun), 2018",Rural,15-59 years,Female,115.8,113.2,4.4
India,Meghalaya,"PLFS Year (Jul - Jun), 2018",Rural,15-59 years,Persons,68.7,67.2,2.1
India,Meghalaya,"PLFS Year (Jul - Jun), 2018",Rural,15 years and above,Male,78.2,76.6,1.9
India,Meghalaya,"PLFS Year (Jul - Jun), 2018",Rural,15 years and above,Persons,67.1,65.8,2
India,Meghalaya,"PLFS Year (Jul - Jun), 2018",Rural,All Ages,Male,50.6,49.6,1.9
India,Meghalaya,"PLFS Year (Jul - Jun), 2018",Rural,All Ages,Female,36.4,35.6,2.1
India,Meghalaya,"PLFS Year (Jul - Jun), 2018",Rural,All Ages,Persons,43.5,42.6,2
India,Meghalaya,"PLFS Year (Jul - Jun), 2018",Urban,15-29 years,Male,36.9,31.2,15.5
India,Meghalaya,"PLFS Year (Jul - Jun), 2018",Urban,15-29 years,Female,20.5,13.5,34.4
India,Meghalaya,"PLFS Year (Jul - Jun), 2018",Urban,15-29 years,Persons,27.9,21.5,23.1
India,Meghalaya,"PLFS Year (Jul - Jun), 2018",Urban,15-59 years,Male,67.8,64.5,4.8
India,Meghalaya,"PLFS Year (Jul - Jun), 2018",Urban,15-59 years,Female,30.9,26.6,14
India,Meghalaya,"PLFS Year (Jul - Jun), 2018",Urban,15-59 years,Persons,48.5,44.7,7.9
India,Meghalaya,"PLFS Year (Jul - Jun), 2018",Urban,15 years and above,Male,66.1,63.1,4.6
India,Meghalaya,"PLFS Year (Jul - Jun), 2018",Urban,15 years and above,Female,29.1,25.2,13.3
India,Meghalaya,"PLFS Year (Jul - Jun), 2018",Urban,15 years and above,Persons,46.4,42.9,7.5
India,Meghalaya,"PLFS Year (Jul - Jun), 2018",Urban,All Ages,Male,50.5,48.2,4.6
India,Meghalaya,"PLFS Year (Jul - Jun), 2018",Urban,All Ages,Female,22,19.1,13.3
India,Meghalaya,"PLFS Year (Jul - Jun), 2018",Urban,All Ages,Persons,35.3,32.6,7.5
India,Meghalaya,"PLFS Year (Jul - Jun), 2018",Rural + Urban,15-29 years,Male,53.5,49.6,7.2
India,Meghalaya,"PLFS Year (Jul - Jun), 2018",Rural + Urban,15-29 years,Female,31,27.4,11.8
India,Meghalaya,"PLFS Year (Jul - Jun), 2018",Rural + Urban,15-29 years,Persons,42.3,38.5,8.9
India,Meghalaya,"PLFS Year (Jul - Jun), 2018",Rural + Urban,15-59 years,Male,77.5,75.6,2.4
India,Meghalaya,"PLFS Year (Jul - Jun), 2018",Rural + Urban,15-59 years,Female,53.1,51.3,3.4
India,Meghalaya,"PLFS Year (Jul - Jun), 2018",Rural + Urban,15-59 years,Persons,65.2,63.4,2.8
India,Meghalaya,"PLFS Year (Jul - Jun), 2018",Rural + Urban,15 years and above,Male,76.2,74.4,2.3
India,Meghalaya,"PLFS Year (Jul - Jun), 2018",Rural + Urban,15 years and above,Female,51.2,49.6,3.3
India,Meghalaya,"PLFS Year (Jul - Jun), 2018",Rural + Urban,15 years and above,Persons,63.5,61.8,2.7
India,Meghalaya,"PLFS Year (Jul - Jun), 2018",Rural + Urban,All Ages,Male,50.6,49.4,2.3
India,Meghalaya,"PLFS Year (Jul - Jun), 2018",Rural + Urban,All Ages,Female,34.1,32.9,3.3
India,Meghalaya,"PLFS Year (Jul - Jun), 2018",Rural + Urban,All Ages,Persons,42.2,41.1,2.7
India,Mizoram,"PLFS Year (Jul - Jun), 2018",Rural,15-29 years,Male,51.2,43.9,14.1
India,Mizoram,"PLFS Year (Jul - Jun), 2018",Rural,15-29 years,Female,21.3,15.8,25.9
India,Mizoram,"PLFS Year (Jul - Jun), 2018",Rural,15-29 years,Persons,37.4,31,17.2
India,Mizoram,"PLFS Year (Jul - Jun), 2018",Rural,15-59 years,Male,77.5,74.1,4.4
India,Mizoram,"PLFS Year (Jul - Jun), 2018",Rural,15-59 years,Female,60.6,55.4,16.6
India,Mizoram,"PLFS Year (Jul - Jun), 2018",Rural,15-59 years,Persons,54.6,51.6,5.4
India,Mizoram,"PLFS Year (Jul - Jun), 2018",Rural,15 years and above,Male,73.3,70.3,4.2
India,Mizoram,"PLFS Year (Jul - Jun), 2018",Rural,15 years and above,Persons,51.9,49.2,5.2
India,Mizoram,"PLFS Year (Jul - Jun), 2018",Rural,All Ages,Male,58.3,55.8,4.2
India,Mizoram,"PLFS Year (Jul - Jun), 2018",Rural,All Ages,Female,22.8,21,8.1
India,Mizoram,"PLFS Year (Jul - Jun), 2018",Rural,All Ages,Persons,41.2,39,5.2
India,Mizoram,"PLFS Year (Jul - Jun), 2018",Urban,15-29 years,Male,30.8,21.6,29.9
India,Mizoram,"PLFS Year (Jul - Jun), 2018",Urban,15-29 years,Female,22.5,14.7,34.3
India,Mizoram,"PLFS Year (Jul - Jun), 2018",Urban,15-29 years,Persons,26.4,18,31.9
India,Mizoram,"PLFS Year (Jul - Jun), 2018",Urban,15-59 years,Male,68.1,62.9,7.7
India,Mizoram,"PLFS Year (Jul - Jun), 2018",Urban,15-59 years,Female,31.7,27.5,13.2
India,Mizoram,"PLFS Year (Jul - Jun), 2018",Urban,15-59 years,Persons,49.1,44.5,9.5
India,Mizoram,"PLFS Year (Jul - Jun), 2018",Urban,15 years and above,Male,63.3,58.7,7.4
India,Mizoram,"PLFS Year (Jul - Jun), 2018",Urban,15 years and above,Female,29.6,25.9,12.7
India,Mizoram,"PLFS Year (Jul - Jun), 2018",Urban,15 years and above,Persons,45.9,41.7,9.1
India,Mizoram,"PLFS Year (Jul - Jun), 2018",Urban,All Ages,Male,51.8,48,7.4
India,Mizoram,"PLFS Year (Jul - Jun), 2018",Urban,All Ages,Female,24.3,21.2,12.7
India,Mizoram,"PLFS Year (Jul - Jun), 2018",Urban,All Ages,Persons,37.6,34.2,9.1
India,Mizoram,"PLFS Year (Jul - Jun), 2018",Rural + Urban,15-29 years,Male,41.8,33.7,19.4
India,Mizoram,"PLFS Year (Jul - Jun), 2018",Rural + Urban,15-29 years,Female,21.9,15.2,30.4
India,Mizoram,"PLFS Year (Jul - Jun), 2018",Rural + Urban,15-29 years,Persons,32,24.6,23.1
India,Mizoram,"PLFS Year (Jul - Jun), 2018",Rural + Urban,15-59 years,Male,73.2,68.9,5.8
India,Mizoram,"PLFS Year (Jul - Jun), 2018",Rural + Urban,15-59 years,Female,30.9,27.6,10.8
India,Mizoram,"PLFS Year (Jul - Jun), 2018",Rural + Urban,15-59 years,Persons,52,48.2,7.3
India,Mizoram,"PLFS Year (Jul - Jun), 2018",Rural + Urban,15 years and above,Male,68.7,64.9,5.5
India,Mizoram,"PLFS Year (Jul - Jun), 2018",Rural + Urban,15 years and above,Female,29.2,26.2,10.3
India,Mizoram,"PLFS Year (Jul - Jun), 2018",Rural + Urban,15 years and above,Persons,49,45.6,7
India,Mizoram,"PLFS Year (Jul - Jun), 2018",Rural + Urban,All Ages,Male,55.3,52.3,5.6
India,Mizoram,"PLFS Year (Jul - Jun), 2018",Rural + Urban,All Ages,Female,23.5,21.1,10.4
India,Mizoram,"PLFS Year (Jul - Jun), 2018",Rural + Urban,All Ages,Persons,39.5,36.7,7
India,Nagaland,"PLFS Year (Jul - Jun), 2018",Rural,15-29 years,Male,44,17.1,61
India,Nagaland,"PLFS Year (Jul - Jun), 2018",Rural,15-29 years,Female,23.6,9.9,58.2
India,Nagaland,"PLFS Year (Jul - Jun), 2018",Rural,15-29 years,Persons,33.3,13.3,60
India,Nagaland,"PLFS Year (Jul - Jun), 2018",Rural,15-59 years,Male,74,62.6,15.5
India,Nagaland,"PLFS Year (Jul - Jun), 2018",Rural,15-59 years,Female,47.8,36.6,47.0
India,Nagaland,"PLFS Year (Jul - Jun), 2018",Rural,15-59 years,Persons,48.4,39.9,17.5
India,Nagaland,"PLFS Year (Jul - Jun), 2018",Rural,15 years and above,Male,69.9,59.9,14.4
India,Nagaland,"PLFS Year (Jul - Jun), 2018",Rural,15 years and above,Persons,47.4,39.7,16.2
India,Nagaland,"PLFS Year (Jul - Jun), 2018",Rural,All Ages,Male,51.7,44.3,14.4
India,Nagaland,"PLFS Year (Jul - Jun), 2018",Rural,All Ages,Female,18.7,14.7,21.4
India,Nagaland,"PLFS Year (Jul - Jun), 2018",Rural,All Ages,Persons,35.6,29.8,16.2
India,Nagaland,"PLFS Year (Jul - Jun), 2018",Urban,15-29 years,Male,44,20.7,53
India,Nagaland,"PLFS Year (Jul - Jun), 2018",Urban,15-29 years,Female,23.7,7.4,68.9
India,Nagaland,"PLFS Year (Jul - Jun), 2018",Urban,15-29 years,Persons,33.7,14,58.6
India,Nagaland,"PLFS Year (Jul - Jun), 2018",Urban,15-59 years,Male,73.3,61.9,15.5
India,Nagaland,"PLFS Year (Jul - Jun), 2018",Urban,15-59 years,Female,19.3,11.1,42.3
India,Nagaland,"PLFS Year (Jul - Jun), 2018",Urban,15-59 years,Persons,46.5,36.7,21
India,Nagaland,"PLFS Year (Jul - Jun), 2018",Urban,15 years and above,Male,66.9,56.6,15.3
India,Nagaland,"PLFS Year (Jul - Jun), 2018",Urban,15 years and above,Female,18,10.4,42
India,Nagaland,"PLFS Year (Jul - Jun), 2018",Urban,15 years and above,Persons,42.9,34,20.8
India,Nagaland,"PLFS Year (Jul - Jun), 2018",Urban,All Ages,Male,49,41.4,15.4
India,Nagaland,"PLFS Year (Jul - Jun), 2018",Urban,All Ages,Female,13.8,7.9,42.9
India,Nagaland,"PLFS Year (Jul - Jun), 2018",Urban,All Ages,Persons,32.1,25.3,21.1
India,Nagaland,"PLFS Year (Jul - Jun), 2018",Rural + Urban,15-29 years,Male,44,18.2,58.6
India,Nagaland,"PLFS Year (Jul - Jun), 2018",Rural + Urban,15-29 years,Female,23.6,9.2,61.2
India,Nagaland,"PLFS Year (Jul - Jun), 2018",Rural + Urban,15-29 years,Persons,33.4,13.5,59.6
India,Nagaland,"PLFS Year (Jul - Jun), 2018",Rural + Urban,15-59 years,Male,73.8,62.4,15.5
India,Nagaland,"PLFS Year (Jul - Jun), 2018",Rural + Urban,15-59 years,Female,22.6,16.3,27.9
India,Nagaland,"PLFS Year (Jul - Jun), 2018",Rural + Urban,15-59 years,Persons,47.8,39,18.5
India,Nagaland,"PLFS Year (Jul - Jun), 2018",Rural + Urban,15 years and above,Male,69.1,58.9,14.7
India,Nagaland,"PLFS Year (Jul - Jun), 2018",Rural + Urban,15 years and above,Female,22.7,16.8,25.9
India,Nagaland,"PLFS Year (Jul - Jun), 2018",Rural + Urban,15 years and above,Persons,46.1,38.1,17.4
India,Nagaland,"PLFS Year (Jul - Jun), 2018",Rural + Urban,All Ages,Male,50.9,43.4,14.7
India,Nagaland,"PLFS Year (Jul - Jun), 2018",Rural + Urban,All Ages,Female,17.3,12.8,26.2
India,Nagaland,"PLFS Year (Jul - Jun), 2018",Rural + Urban,All Ages,Persons,34.6,28.5,17.5
India,Odisha,"PLFS Year (Jul - Jun), 2018",Rural,15-29 years,Male,66.5,51.8,22
India,Odisha,"PLFS Year (Jul - Jun), 2018",Rural,15-29 years,Female,18.3,15.2,16.8
India,Odisha,"PLFS Year (Jul - Jun), 2018",Rural,15-29 years,Persons,41.3,32.7,20.8
India,Odisha,"PLFS Year (Jul - Jun), 2018",Rural,15-59 years,Male,85.5,79.3,7.3
India,Odisha,"PLFS Year (Jul - Jun), 2018",Rural,15-59 years,Female,56.4,53.8,8.8
India,Odisha,"PLFS Year (Jul - Jun), 2018",Rural,15-59 years,Persons,56,52.3,6.6
India,Odisha,"PLFS Year (Jul - Jun), 2018",Rural,15 years and above,Male,79.8,74.6,6.6
India,Odisha,"PLFS Year (Jul - Jun), 2018",Rural,15 years and above,Persons,52.1,48.9,6
India,Odisha,"PLFS Year (Jul - Jun), 2018",Rural,All Ages,Male,57.5,53.6,6.6
India,Odisha,"PLFS Year (Jul - Jun), 2018",Rural,All Ages,Female,19.2,18.4,4.2
India,Odisha,"PLFS Year (Jul - Jun), 2018",Rural,All Ages,Persons,38.6,36.2,6.1
India,Odisha,"PLFS Year (Jul - Jun), 2018",Urban,15-29 years,Male,59.3,43.7,26.4
India,Odisha,"PLFS Year (Jul - Jun), 2018",Urban,15-29 years,Female,21.9,11.7,46.9
India,Odisha,"PLFS Year (Jul - Jun), 2018",Urban,15-29 years,Persons,39.1,26.3,32.6
India,Odisha,"PLFS Year (Jul - Jun), 2018",Urban,15-59 years,Male,81.7,73,10.7
India,Odisha,"PLFS Year (Jul - Jun), 2018",Urban,15-59 years,Female,22.2,17.2,22.5
India,Odisha,"PLFS Year (Jul - Jun), 2018",Urban,15-59 years,Persons,50.8,44,13.3
India,Odisha,"PLFS Year (Jul - Jun), 2018",Urban,15 years and above,Male,75,67.4,10.1
India,Odisha,"PLFS Year (Jul - Jun), 2018",Urban,15 years and above,Female,20.3,15.8,21.9
India,Odisha,"PLFS Year (Jul - Jun), 2018",Urban,15 years and above,Persons,47,41,12.7
India,Odisha,"PLFS Year (Jul - Jun), 2018",Urban,All Ages,Male,59.5,53.5,10.1
India,Odisha,"PLFS Year (Jul - Jun), 2018",Urban,All Ages,Female,16.1,12.6,21.9
India,Odisha,"PLFS Year (Jul - Jun), 2018",Urban,All Ages,Persons,37.3,32.5,12.7
India,Odisha,"PLFS Year (Jul - Jun), 2018",Rural + Urban,15-29 years,Male,65.3,50.5,22.7
India,Odisha,"PLFS Year (Jul - Jun), 2018",Rural + Urban,15-29 years,Female,19,14.6,23
India,Odisha,"PLFS Year (Jul - Jun), 2018",Rural + Urban,15-29 years,Persons,40.9,31.6,22.8
India,Odisha,"PLFS Year (Jul - Jun), 2018",Rural + Urban,15-59 years,Male,84.9,78.2,7.9
India,Odisha,"PLFS Year (Jul - Jun), 2018",Rural + Urban,15-59 years,Female,27.2,25.3,6.9
India,Odisha,"PLFS Year (Jul - Jun), 2018",Rural + Urban,15-59 years,Persons,55.2,51,7.6
India,Odisha,"PLFS Year (Jul - Jun), 2018",Rural + Urban,15 years and above,Male,79,73.4,7.1
India,Odisha,"PLFS Year (Jul - Jun), 2018",Rural + Urban,15 years and above,Female,24.4,22.8,6.6
India,Odisha,"PLFS Year (Jul - Jun), 2018",Rural + Urban,15 years and above,Persons,51.2,47.6,7
India,Odisha,"PLFS Year (Jul - Jun), 2018",Rural + Urban,All Ages,Male,57.8,53.6,7.2
India,Odisha,"PLFS Year (Jul - Jun), 2018",Rural + Urban,All Ages,Female,18.7,17.5,6.6
India,Odisha,"PLFS Year (Jul - Jun), 2018",Rural + Urban,All Ages,Persons,38.4,35.7,7
India,Puducherry,"PLFS Year (Jul - Jun), 2018",Rural,15-29 years,Male,76.8,56.1,27
India,Puducherry,"PLFS Year (Jul - Jun), 2018",Rural,15-29 years,Female,33.1,23.9,27.8
India,Puducherry,"PLFS Year (Jul - Jun), 2018",Rural,15-29 years,Persons,50.9,37,27.3
India,Puducherry,"PLFS Year (Jul - Jun), 2018",Rural,15-59 years,Male,90.5,78.7,13.1
India,Puducherry,"PLFS Year (Jul - Jun), 2018",Rural,15-59 years,Female,93.0,83.6,20.2
India,Puducherry,"PLFS Year (Jul - Jun), 2018",Rural,15-59 years,Persons,66.5,58.5,12
India,Puducherry,"PLFS Year (Jul - Jun), 2018",Rural,15 years and above,Male,86.3,75.5,12.5
India,Puducherry,"PLFS Year (Jul - Jun), 2018",Rural,15 years and above,Persons,61.6,54.5,11.6
India,Puducherry,"PLFS Year (Jul - Jun), 2018",Rural,All Ages,Male,68.2,59.7,12.5
India,Puducherry,"PLFS Year (Jul - Jun), 2018",Rural,All Ages,Female,37.6,33.9,10
India,Puducherry,"PLFS Year (Jul - Jun), 2018",Rural,All Ages,Persons,52.4,46.3,11.6
India,Puducherry,"PLFS Year (Jul - Jun), 2018",Urban,15-29 years,Male,53,40.1,24.2
India,Puducherry,"PLFS Year (Jul - Jun), 2018",Urban,15-29 years,Female,19.1,15.1,20.6
India,Puducherry,"PLFS Year (Jul - Jun), 2018",Urban,15-29 years,Persons,33.9,26.1,23.1
India,Puducherry,"PLFS Year (Jul - Jun), 2018",Urban,15-59 years,Male,81.9,76.6,6.6
India,Puducherry,"PLFS Year (Jul - Jun), 2018",Urban,15-59 years,Female,28.2,26.7,5.5
India,Puducherry,"PLFS Year (Jul - Jun), 2018",Urban,15-59 years,Persons,53,49.7,6.3
India,Puducherry,"PLFS Year (Jul - Jun), 2018",Urban,15 years and above,Male,71.6,67.1,6.3
India,Puducherry,"PLFS Year (Jul - Jun), 2018",Urban,15 years and above,Female,25.3,23.9,5.2
India,Puducherry,"PLFS Year (Jul - Jun), 2018",Urban,15 years and above,Persons,46.9,44.1,6
India,Puducherry,"PLFS Year (Jul - Jun), 2018",Urban,All Ages,Male,58.1,54.4,6.3
India,Puducherry,"PLFS Year (Jul - Jun), 2018",Urban,All Ages,Female,20.4,19.3,5.2
India,Puducherry,"PLFS Year (Jul - Jun), 2018",Urban,All Ages,Persons,37.9,35.7,6
India,Puducherry,"PLFS Year (Jul - Jun), 2018",Rural + Urban,15-29 years,Male,61.7,46,25.5
India,Puducherry,"PLFS Year (Jul - Jun), 2018",Rural + Urban,15-29 years,Female,24.6,18.6,24.4
India,Puducherry,"PLFS Year (Jul - Jun), 2018",Rural + Urban,15-29 years,Persons,40.4,30.3,25.1
India,Puducherry,"PLFS Year (Jul - Jun), 2018",Rural + Urban,15-59 years,Male,85.1,77.3,9.1
India,Puducherry,"PLFS Year (Jul - Jun), 2018",Rural + Urban,15-59 years,Female,35,32.3,7.8
India,Puducherry,"PLFS Year (Jul - Jun), 2018",Rural + Urban,15-59 years,Persons,58,52.9,8.7
India,Puducherry,"PLFS Year (Jul - Jun), 2018",Rural + Urban,15 years and above,Male,76.7,70,8.7
India,Puducherry,"PLFS Year (Jul - Jun), 2018",Rural + Urban,15 years and above,Female,31.2,28.8,7.6
India,Puducherry,"PLFS Year (Jul - Jun), 2018",Rural + Urban,15 years and above,Persons,52.1,47.8,8.3
India,Puducherry,"PLFS Year (Jul - Jun), 2018",Rural + Urban,All Ages,Male,61.7,56.3,8.7
India,Puducherry,"PLFS Year (Jul - Jun), 2018",Rural + Urban,All Ages,Female,26.2,24.2,7.6
India,Puducherry,"PLFS Year (Jul - Jun), 2018",Rural + Urban,All Ages,Persons,42.9,39.3,8.3
India,Punjab,"PLFS Year (Jul - Jun), 2018",Rural,15-29 years,Male,59.7,47,21.3
India,Punjab,"PLFS Year (Jul - Jun), 2018",Rural,15-29 years,Female,13.8,9.1,34.3
India,Punjab,"PLFS Year (Jul - Jun), 2018",Rural,15-29 years,Persons,39,29.9,23.4
India,Punjab,"PLFS Year (Jul - Jun), 2018",Rural,15-59 years,Male,77.9,71.5,8.3
India,Punjab,"PLFS Year (Jul - Jun), 2018",Rural,15-59 years,Female,41.8,38.2,17.8
India,Punjab,"PLFS Year (Jul - Jun), 2018",Rural,15-59 years,Persons,50.5,46.2,8.4
India,Punjab,"PLFS Year (Jul - Jun), 2018",Rural,15 years and above,Male,72,66.6,7.6
India,Punjab,"PLFS Year (Jul - Jun), 2018",Rural,15 years and above,Persons,46.3,42.7,7.7
India,Punjab,"PLFS Year (Jul - Jun), 2018",Rural,All Ages,Male,56.7,52.4,7.6
India,Punjab,"PLFS Year (Jul - Jun), 2018",Rural,All Ages,Female,15,13.8,8.3
India,Punjab,"PLFS Year (Jul - Jun), 2018",Rural,All Ages,Persons,36.6,33.8,7.7
India,Punjab,"PLFS Year (Jul - Jun), 2018",Urban,15-29 years,Male,65.4,55.1,15.7
India,Punjab,"PLFS Year (Jul - Jun), 2018",Urban,15-29 years,Female,19.7,14.7,25.2
India,Punjab,"PLFS Year (Jul - Jun), 2018",Urban,15-29 years,Persons,45.2,37.3,17.5
India,Punjab,"PLFS Year (Jul - Jun), 2018",Urban,15-59 years,Male,83.1,77.8,6.4
India,Punjab,"PLFS Year (Jul - Jun), 2018",Urban,15-59 years,Female,21.3,18.8,11.8
India,Punjab,"PLFS Year (Jul - Jun), 2018",Urban,15-59 years,Persons,54.2,50.2,7.4
India,Punjab,"PLFS Year (Jul - Jun), 2018",Urban,15 years and above,Male,77,72.4,6
India,Punjab,"PLFS Year (Jul - Jun), 2018",Urban,15 years and above,Female,19.3,17.1,11.3
India,Punjab,"PLFS Year (Jul - Jun), 2018",Urban,15 years and above,Persons,50,46.5,7
India,Punjab,"PLFS Year (Jul - Jun), 2018",Urban,All Ages,Male,59.1,55.5,6.1
India,Punjab,"PLFS Year (Jul - Jun), 2018",Urban,All Ages,Female,15,13.3,11.3
India,Punjab,"PLFS Year (Jul - Jun), 2018",Urban,All Ages,Persons,38.6,35.9,7
India,Punjab,"PLFS Year (Jul - Jun), 2018",Rural + Urban,15-29 years,Male,61.9,50.1,19
India,Punjab,"PLFS Year (Jul - Jun), 2018",Rural + Urban,15-29 years,Female,16,11.2,30.2
