Country,State,Year,Age Group,Type Of Area,Gender,"Unemployment Rate (Ur) (UOM:%(Percentage)), Scaling Factor:1"
India,Maharashtra,"PLFS Year (Jul - Jun), 2020",15-29,Rural+Urban,Female,10.4
India,Maharashtra,"PLFS Year (Jul - Jun), 2020",15-29,Rural+Urban,Person,11.6
India,Maharashtra,"PLFS Year (Jul - Jun), 2020",15-59,Rural,Male,3.3
India,Maharashtra,"PLFS Year (Jul - Jun), 2020",15-59,Rural,Female,1.0
India,Maharashtra,"PLFS Year (Jul - Jun), 2020",15-59,Rural,Person,2.5
India,Maharashtra,"PLFS Year (Jul - Jun), 2020",15-59,Urban,Male,6.4
India,Maharashtra,"PLFS Year (Jul - Jun), 2020",15-59,Urban,Female,7.7
India,Maharashtra,"PLFS Year (Jul - Jun), 2020",15-59,Urban,Person,6.7
India,Maharashtra,"PLFS Year (Jul - Jun), 2020",15-59,Rural+Urban,Male,4.6
India,Maharashtra,"PLFS Year (Jul - Jun), 2020",15-59,Rural+Urban,Female,3.0
India,Maharashtra,"PLFS Year (Jul - Jun), 2020",15-59,Rural+Urban,Person,4.1
India,Maharashtra,"PLFS Year (Jul - Jun), 2020",15 years and above,Rural,Male,2.9
India,Maharashtra,"PLFS Year (Jul - Jun), 2020",15 years and above,Rural,Female,0.9
India,Maharashtra,"PLFS Year (Jul - Jun), 2020",15 years and above,Rural,Person,2.2
India,Maharashtra,"PLFS Year (Jul - Jun), 2020",15 years and above,Urban,Male,6.1
India,Maharashtra,"PLFS Year (Jul - Jun), 2020",15 years and above,Urban,Female,7.4
India,Maharashtra,"PLFS Year (Jul - Jun), 2020",15 years and above,Urban,Person,6.5
India,Maharashtra,"PLFS Year (Jul - Jun), 2020",15 years and above,Rural+Urban,Male,4.1
India,Maharashtra,"PLFS Year (Jul - Jun), 2020",15 years and above,Rural+Urban,Female,2.7
India,Maharashtra,"PLFS Year (Jul - Jun), 2020",15 years and above,Rural+Urban,Person,3.7
India,Maharashtra,"PLFS Year (Jul - Jun), 2020",all ages,Rural,Male,2.9
India,Maharashtra,"PLFS Year (Jul - Jun), 2020",all ages,Rural,Female,0.9
India,Maharashtra,"PLFS Year (Jul - Jun), 2020",all ages,Rural,Person,2.2
India,Maharashtra,"PLFS Year (Jul - Jun), 2020",all ages,Urban,Male,6.1
India,Maharashtra,"PLFS Year (Jul - Jun), 2020",all ages,Urban,Female,7.4
India,Maharashtra,"PLFS Year (Jul - Jun), 2020",all ages,Urban,Person,6.5
India,Maharashtra,"PLFS Year (Jul - Jun), 2020",all ages,Rural+Urban,Male,4.1
India,Maharashtra,"PLFS Year (Jul - Jun), 2020",all ages,Rural+Urban,Female,2.7
India,Maharashtra,"PLFS Year (Jul - Jun), 2020",all ages,Rural+Urban,Person,3.7
India,Manipur,"PLFS Year (Jul - Jun), 2020",15-29,Rural,Male,15.7
India,Manipur,"PLFS Year (Jul - Jun), 2020",15-29,Rural,Female,15.8
India,Manipur,"PLFS Year (Jul - Jun), 2020",15-29,Rural,Person,15.7
India,Manipur,"PLFS Year (Jul - Jun), 2020",15-29,Urban,Male,33.4
India,Manipur,"PLFS Year (Jul - Jun), 2020",15-29,Urban,Female,33.2
India,Manipur,"PLFS Year (Jul - Jun), 2020",15-29,Urban,Person,33.3
India,Manipur,"PLFS Year (Jul - Jun), 2020",15-29,Rural+Urban,Male,21.4
India,Manipur,"PLFS Year (Jul - Jun), 2020",15-29,Rural+Urban,Female,22.7
India,Manipur,"PLFS Year (Jul - Jun), 2020",15-29,Rural+Urban,Person,21.8
India,Manipur,"PLFS Year (Jul - Jun), 2020",15-59,Rural,Male,4.0
India,Manipur,"PLFS Year (Jul - Jun), 2020",15-59,Rural,Female,3.9
India,Manipur,"PLFS Year (Jul - Jun), 2020",15-59,Rural,Person,4.0
India,Manipur,"PLFS Year (Jul - Jun), 2020",15-59,Urban,Male,10.5
India,Manipur,"PLFS Year (Jul - Jun), 2020",15-59,Urban,Female,10.1
India,Manipur,"PLFS Year (Jul - Jun), 2020",15-59,Urban,Person,10.4
India,Manipur,"PLFS Year (Jul - Jun), 2020",15-59,Rural+Urban,Male,5.9
India,Manipur,"PLFS Year (Jul - Jun), 2020",15-59,Rural+Urban,Female,6.1
India,Manipur,"PLFS Year (Jul - Jun), 2020",15-59,Rural+Urban,Person,5.9
India,Manipur,"PLFS Year (Jul - Jun), 2020",15 years and above,Rural,Male,3.8
India,Manipur,"PLFS Year (Jul - Jun), 2020",15 years and above,Rural,Female,3.8
India,Manipur,"PLFS Year (Jul - Jun), 2020",15 years and above,Rural,Person,3.8
India,Manipur,"PLFS Year (Jul - Jun), 2020",15 years and above,Urban,Male,10.1
India,Manipur,"PLFS Year (Jul - Jun), 2020",15 years and above,Urban,Female,9.3
India,Manipur,"PLFS Year (Jul - Jun), 2020",15 years and above,Urban,Person,9.9
India,Manipur,"PLFS Year (Jul - Jun), 2020",15 years and above,Rural+Urban,Male,5.6
India,Manipur,"PLFS Year (Jul - Jun), 2020",15 years and above,Rural+Urban,Female,5.8
India,Manipur,"PLFS Year (Jul - Jun), 2020",15 years and above,Rural+Urban,Person,5.6
India,Manipur,"PLFS Year (Jul - Jun), 2020",all ages,Rural,Male,3.8
India,Manipur,"PLFS Year (Jul - Jun), 2020",all ages,Rural,Female,3.8
India,Manipur,"PLFS Year (Jul - Jun), 2020",all ages,Rural,Person,3.8
India,Manipur,"PLFS Year (Jul - Jun), 2020",all ages,Urban,Male,10.2
India,Manipur,"PLFS Year (Jul - Jun), 2020",all ages,Urban,Female,9.3
India,Manipur,"PLFS Year (Jul - Jun), 2020",all ages,Urban,Person,9.9
India,Manipur,"PLFS Year (Jul - Jun), 2020",all ages,Rural+Urban,Male,5.6
India,Manipur,"PLFS Year (Jul - Jun), 2020",all ages,Rural+Urban,Female,5.8
India,Manipur,"PLFS Year (Jul - Jun), 2020",all ages,Rural+Urban,Person,5.6
India,Meghalaya,"PLFS Year (Jul - Jun), 2020",15-29,Rural,Male,2.6
India,Meghalaya,"PLFS Year (Jul - Jun), 2020",15-29,Rural,Female,1.7
India,Meghalaya,"PLFS Year (Jul - Jun), 2020",15-29,Rural,Person,2.3
India,Meghalaya,"PLFS Year (Jul - Jun), 2020",15-29,Urban,Male,14.5
India,Meghalaya,"PLFS Year (Jul - Jun), 2020",15-29,Urban,Female,27.5
India,Meghalaya,"PLFS Year (Jul - Jun), 2020",15-29,Urban,Person,19.6
India,Meghalaya,"PLFS Year (Jul - Jun), 2020",15-29,Rural+Urban,Male,4.8
India,Meghalaya,"PLFS Year (Jul - Jun), 2020",15-29,Rural+Urban,Female,6.3
India,Meghalaya,"PLFS Year (Jul - Jun), 2020",15-29,Rural+Urban,Person,5.3
India,Meghalaya,"PLFS Year (Jul - Jun), 2020",15-59,Rural,Male,0.8
India,Meghalaya,"PLFS Year (Jul - Jun), 2020",15-59,Rural,Female,0.6
India,Meghalaya,"PLFS Year (Jul - Jun), 2020",15-59,Rural,Person,0.7
India,Meghalaya,"PLFS Year (Jul - Jun), 2020",15-59,Urban,Male,5.0
India,Meghalaya,"PLFS Year (Jul - Jun), 2020",15-59,Urban,Female,11.3
India,Meghalaya,"PLFS Year (Jul - Jun), 2020",15-59,Urban,Person,7.3
India,Meghalaya,"PLFS Year (Jul - Jun), 2020",15-59,Rural+Urban,Male,1.6
India,Meghalaya,"PLFS Year (Jul - Jun), 2020",15-59,Rural+Urban,Female,2.1
India,Meghalaya,"PLFS Year (Jul - Jun), 2020",15-59,Rural+Urban,Person,1.8
India,Meghalaya,"PLFS Year (Jul - Jun), 2020",15 years and above,Rural,Male,0.7
India,Meghalaya,"PLFS Year (Jul - Jun), 2020",15 years and above,Rural,Female,0.5
India,Meghalaya,"PLFS Year (Jul - Jun), 2020",15 years and above,Rural,Person,0.7
India,Meghalaya,"PLFS Year (Jul - Jun), 2020",15 years and above,Urban,Male,4.9
India,Meghalaya,"PLFS Year (Jul - Jun), 2020",15 years and above,Urban,Female,11.0
India,Meghalaya,"PLFS Year (Jul - Jun), 2020",15 years and above,Urban,Person,7.1
India,Meghalaya,"PLFS Year (Jul - Jun), 2020",15 years and above,Rural+Urban,Male,1.5
India,Meghalaya,"PLFS Year (Jul - Jun), 2020",15 years and above,Rural+Urban,Female,2.0
India,Meghalaya,"PLFS Year (Jul - Jun), 2020",15 years and above,Rural+Urban,Person,1.7
India,Meghalaya,"PLFS Year (Jul - Jun), 2020",all ages,Rural,Male,0.7
India,Meghalaya,"PLFS Year (Jul - Jun), 2020",all ages,Rural,Female,0.5
India,Meghalaya,"PLFS Year (Jul - Jun), 2020",all ages,Rural,Person,0.7
India,Meghalaya,"PLFS Year (Jul - Jun), 2020",all ages,Urban,Male,4.9
India,Meghalaya,"PLFS Year (Jul - Jun), 2020",all ages,Urban,Female,11.0
India,Meghalaya,"PLFS Year (Jul - Jun), 2020",all ages,Urban,Person,7.1
India,Meghalaya,"PLFS Year (Jul - Jun), 2020",all ages,Rural+Urban,Male,1.5
India,Meghalaya,"PLFS Year (Jul - Jun), 2020",all ages,Rural+Urban,Female,2.0
India,Meghalaya,"PLFS Year (Jul - Jun), 2020",all ages,Rural+Urban,Person,1.7
India,Mizoram,"PLFS Year (Jul - Jun), 2020",15-29,Rural,Male,10.1
India,Mizoram,"PLFS Year (Jul - Jun), 2020",15-29,Rural,Female,14.9
India,Mizoram,"PLFS Year (Jul - Jun), 2020",15-29,Rural,Person,11.8
India,Mizoram,"PLFS Year (Jul - Jun), 2020",15-29,Urban,Male,20.3
India,Mizoram,"PLFS Year (Jul - Jun), 2020",15-29,Urban,Female,14.0
India,Mizoram,"PLFS Year (Jul - Jun), 2020",15-29,Urban,Person,18.0
India,Mizoram,"PLFS Year (Jul - Jun), 2020",15-29,Rural+Urban,Male,14.4
India,Mizoram,"PLFS Year (Jul - Jun), 2020",15-29,Rural+Urban,Female,14.5
India,Mizoram,"PLFS Year (Jul - Jun), 2020",15-29,Rural+Urban,Person,14.4
India,Mizoram,"PLFS Year (Jul - Jun), 2020",15-59,Rural,Male,2.8
India,Mizoram,"PLFS Year (Jul - Jun), 2020",15-59,Rural,Female,3.6
India,Mizoram,"PLFS Year (Jul - Jun), 2020",15-59,Rural,Person,3.1
India,Mizoram,"PLFS Year (Jul - Jun), 2020",15-59,Urban,Male,4.8
India,Mizoram,"PLFS Year (Jul - Jun), 2020",15-59,Urban,Female,4.3
India,Mizoram,"PLFS Year (Jul - Jun), 2020",15-59,Urban,Person,4.6
India,Mizoram,"PLFS Year (Jul - Jun), 2020",15-59,Rural+Urban,Male,3.7
India,Mizoram,"PLFS Year (Jul - Jun), 2020",15-59,Rural+Urban,Female,3.9
India,Mizoram,"PLFS Year (Jul - Jun), 2020",15-59,Rural+Urban,Person,3.8
India,Mizoram,"PLFS Year (Jul - Jun), 2020",15 years and above,Rural,Male,2.5
India,Mizoram,"PLFS Year (Jul - Jun), 2020",15 years and above,Rural,Female,3.2
India,Mizoram,"PLFS Year (Jul - Jun), 2020",15 years and above,Rural,Person,2.7
India,Mizoram,"PLFS Year (Jul - Jun), 2020",15 years and above,Urban,Male,4.6
India,Mizoram,"PLFS Year (Jul - Jun), 2020",15 years and above,Urban,Female,4.2
India,Mizoram,"PLFS Year (Jul - Jun), 2020",15 years and above,Urban,Person,4.4
India,Mizoram,"PLFS Year (Jul - Jun), 2020",15 years and above,Rural+Urban,Male,3.4
India,Mizoram,"PLFS Year (Jul - Jun), 2020",15 years and above,Rural+Urban,Female,3.6
India,Mizoram,"PLFS Year (Jul - Jun), 2020",15 years and above,Rural+Urban,Person,3.5
India,Mizoram,"PLFS Year (Jul - Jun), 2020",all ages,Rural,Male,2.5
India,Mizoram,"PLFS Year (Jul - Jun), 2020",all ages,Rural,Female,3.2
India,Mizoram,"PLFS Year (Jul - Jun), 2020",all ages,Rural,Person,2.7
India,Mizoram,"PLFS Year (Jul - Jun), 2020",all ages,Urban,Male,4.6
India,Mizoram,"PLFS Year (Jul - Jun), 2020",all ages,Urban,Female,4.2
India,Mizoram,"PLFS Year (Jul - Jun), 2020",all ages,Urban,Person,4.4
India,Mizoram,"PLFS Year (Jul - Jun), 2020",all ages,Rural+Urban,Male,3.4
India,Mizoram,"PLFS Year (Jul - Jun), 2020",all ages,Rural+Urban,Female,3.6
India,Mizoram,"PLFS Year (Jul - Jun), 2020",all ages,Rural+Urban,Person,3.5
India,Nagaland,"PLFS Year (Jul - Jun), 2020",15-29,Rural,Male,56.4
India,Nagaland,"PLFS Year (Jul - Jun), 2020",15-29,Rural,Female,49.8
India,Nagaland,"PLFS Year (Jul - Jun), 2020",15-29,Rural,Person,53.8
India,Nagaland,"PLFS Year (Jul - Jun), 2020",15-29,Urban,Male,50.6
India,Nagaland,"PLFS Year (Jul - Jun), 2020",15-29,Urban,Female,72.8
India,Nagaland,"PLFS Year (Jul - Jun), 2020",15-29,Urban,Person,59.4
India,Nagaland,"PLFS Year (Jul - Jun), 2020",15-29,Rural+Urban,Male,54.9
India,Nagaland,"PLFS Year (Jul - Jun), 2020",15-29,Rural+Urban,Female,55.5
India,Nagaland,"PLFS Year (Jul - Jun), 2020",15-29,Rural+Urban,Person,55.2
India,Nagaland,"PLFS Year (Jul - Jun), 2020",15-59,Rural,Male,20.7
India,Nagaland,"PLFS Year (Jul - Jun), 2020",15-59,Rural,Female,17.6
India,Nagaland,"PLFS Year (Jul - Jun), 2020",15-59,Rural,Person,19.4
India,Nagaland,"PLFS Year (Jul - Jun), 2020",15-59,Urban,Male,21.2
India,Nagaland,"PLFS Year (Jul - Jun), 2020",15-59,Urban,Female,33.8
India,Nagaland,"PLFS Year (Jul - Jun), 2020",15-59,Urban,Person,25.0
India,Nagaland,"PLFS Year (Jul - Jun), 2020",15-59,Rural+Urban,Male,20.8
India,Nagaland,"PLFS Year (Jul - Jun), 2020",15-59,Rural+Urban,Female,20.8
India,Nagaland,"PLFS Year (Jul - Jun), 2020",15-59,Rural+Urban,Person,20.8
India,Nagaland,"PLFS Year (Jul - Jun), 2020",15 years and above,Rural,Male,18.7
India,Nagaland,"PLFS Year (Jul - Jun), 2020",15 years and above,Rural,Female,16.1
India,Nagaland,"PLFS Year (Jul - Jun), 2020",15 years and above,Rural,Person,17.7
India,Nagaland,"PLFS Year (Jul - Jun), 2020",15 years and above,Urban,Male,20.5
India,Nagaland,"PLFS Year (Jul - Jun), 2020",15 years and above,Urban,Female,31.8
India,Nagaland,"PLFS Year (Jul - Jun), 2020",15 years and above,Urban,Person,24.0
India,Nagaland,"PLFS Year (Jul - Jun), 2020",15 years and above,Rural+Urban,Male,19.2
India,Nagaland,"PLFS Year (Jul - Jun), 2020",15 years and above,Rural+Urban,Female,19.2
India,Nagaland,"PLFS Year (Jul - Jun), 2020",15 years and above,Rural+Urban,Person,19.2
India,Nagaland,"PLFS Year (Jul - Jun), 2020",all ages,Rural,Male,18.7
India,Nagaland,"PLFS Year (Jul - Jun), 2020",all ages,Rural,Female,16.6
India,Nagaland,"PLFS Year (Jul - Jun), 2020",all ages,Rural,Person,17.8
India,Nagaland,"PLFS Year (Jul - Jun), 2020",all ages,Urban,Male,20.5
India,Nagaland,"PLFS Year (Jul - Jun), 2020",all ages,Urban,Female,31.8
India,Nagaland,"PLFS Year (Jul - Jun), 2020",all ages,Urban,Person,24.0
India,Nagaland,"PLFS Year (Jul - Jun), 2020",all ages,Rural+Urban,Male,19.2
India,Nagaland,"PLFS Year (Jul - Jun), 2020",all ages,Rural+Urban,Female,19.5
India,Nagaland,"PLFS Year (Jul - Jun), 2020",all ages,Rural+Urban,Person,19.3
India,Odisha,"PLFS Year (Jul - Jun), 2020",15-29,Rural,Male,18.3
India,Odisha,"PLFS Year (Jul - Jun), 2020",15-29,Rural,Female,8.5
India,Odisha,"PLFS Year (Jul - Jun), 2020",15-29,Rural,Person,15.6
India,Odisha,"PLFS Year (Jul - Jun), 2020",15-29,Urban,Male,24.0
India,Odisha,"PLFS Year (Jul - Jun), 2020",15-29,Urban,Female,25.1
India,Odisha,"PLFS Year (Jul - Jun), 2020",15-29,Urban,Person,24.3
India,Odisha,"PLFS Year (Jul - Jun), 2020",15-29,Rural+Urban,Male,19.2
India,Odisha,"PLFS Year (Jul - Jun), 2020",15-29,Rural+Urban,Female,10.8
India,Odisha,"PLFS Year (Jul - Jun), 2020",15-29,Rural+Urban,Person,16.9
India,Odisha,"PLFS Year (Jul - Jun), 2020",15-59,Rural,Male,6.8
India,Odisha,"PLFS Year (Jul - Jun), 2020",15-59,Rural,Female,2.5
India,Odisha,"PLFS Year (Jul - Jun), 2020",15-59,Rural,Person,5.4
India,Odisha,"PLFS Year (Jul - Jun), 2020",15-59,Urban,Male,8.2
India,Odisha,"PLFS Year (Jul - Jun), 2020",15-59,Urban,Female,9.0
India,Odisha,"PLFS Year (Jul - Jun), 2020",15-59,Urban,Person,8.4
India,Odisha,"PLFS Year (Jul - Jun), 2020",15-59,Rural+Urban,Male,7.0
India,Odisha,"PLFS Year (Jul - Jun), 2020",15-59,Rural+Urban,Female,3.3
India,Odisha,"PLFS Year (Jul - Jun), 2020",15-59,Rural+Urban,Person,5.9
India,Odisha,"PLFS Year (Jul - Jun), 2020",15 years and above,Rural,Male,6.1
India,Odisha,"PLFS Year (Jul - Jun), 2020",15 years and above,Rural,Female,2.4
India,Odisha,"PLFS Year (Jul - Jun), 2020",15 years and above,Rural,Person,4.9
India,Odisha,"PLFS Year (Jul - Jun), 2020",15 years and above,Urban,Male,7.6
India,Odisha,"PLFS Year (Jul - Jun), 2020",15 years and above,Urban,Female,8.6
India,Odisha,"PLFS Year (Jul - Jun), 2020",15 years and above,Urban,Person,7.8
India,Odisha,"PLFS Year (Jul - Jun), 2020",15 years and above,Rural+Urban,Male,6.3
India,Odisha,"PLFS Year (Jul - Jun), 2020",15 years and above,Rural+Urban,Female,3.1
India,Odisha,"PLFS Year (Jul - Jun), 2020",15 years and above,Rural+Urban,Person,5.3
India,Odisha,"PLFS Year (Jul - Jun), 2020",all ages,Rural,Male,6.1
India,Odisha,"PLFS Year (Jul - Jun), 2020",all ages,Rural,Female,2.3
India,Odisha,"PLFS Year (Jul - Jun), 2020",all ages,Rural,Person,5.0
India,Odisha,"PLFS Year (Jul - Jun), 2020",all ages,Urban,Male,7.6
India,Odisha,"PLFS Year (Jul - Jun), 2020",all ages,Urban,Female,8.6
India,Odisha,"PLFS Year (Jul - Jun), 2020",all ages,Urban,Person,7.8
India,Odisha,"PLFS Year (Jul - Jun), 2020",all ages,Rural+Urban,Male,6.3
India,Odisha,"PLFS Year (Jul - Jun), 2020",all ages,Rural+Urban,Female,3.1
India,Odisha,"PLFS Year (Jul - Jun), 2020",all ages,Rural+Urban,Person,5.4
India,Puducherry,"PLFS Year (Jul - Jun), 2020",15-29,Rural,Male,18.0
India,Puducherry,"PLFS Year (Jul - Jun), 2020",15-29,Rural,Female,52.3
India,Puducherry,"PLFS Year (Jul - Jun), 2020",15-29,Rural,Person,26.4
India,Puducherry,"PLFS Year (Jul - Jun), 2020",15-29,Urban,Male,22.8
India,Puducherry,"PLFS Year (Jul - Jun), 2020",15-29,Urban,Female,30.0
India,Puducherry,"PLFS Year (Jul - Jun), 2020",15-29,Urban,Person,25.1
India,Puducherry,"PLFS Year (Jul - Jun), 2020",15-29,Rural+Urban,Male,20.7
India,Puducherry,"PLFS Year (Jul - Jun), 2020",15-29,Rural+Urban,Female,37.8
India,Puducherry,"PLFS Year (Jul - Jun), 2020",15-29,Rural+Urban,Person,25.6
India,Puducherry,"PLFS Year (Jul - Jun), 2020",15-59,Rural,Male,4.9
India,Puducherry,"PLFS Year (Jul - Jun), 2020",15-59,Rural,Female,10.5
India,Puducherry,"PLFS Year (Jul - Jun), 2020",15-59,Rural,Person,6.5
India,Puducherry,"PLFS Year (Jul - Jun), 2020",15-59,Urban,Male,7.6
India,Puducherry,"PLFS Year (Jul - Jun), 2020",15-59,Urban,Female,7.5
India,Puducherry,"PLFS Year (Jul - Jun), 2020",15-59,Urban,Person,7.6
India,Puducherry,"PLFS Year (Jul - Jun), 2020",15-59,Rural+Urban,Male,6.4
India,Puducherry,"PLFS Year (Jul - Jun), 2020",15-59,Rural+Urban,Female,8.7
India,Puducherry,"PLFS Year (Jul - Jun), 2020",15-59,Rural+Urban,Person,7.1
India,Puducherry,"PLFS Year (Jul - Jun), 2020",15 years and above,Rural,Male,4.5
India,Puducherry,"PLFS Year (Jul - Jun), 2020",15 years and above,Rural,Female,9.4
India,Puducherry,"PLFS Year (Jul - Jun), 2020",15 years and above,Rural,Person,6.0
India,Puducherry,"PLFS Year (Jul - Jun), 2020",15 years and above,Urban,Male,7.2
India,Puducherry,"PLFS Year (Jul - Jun), 2020",15 years and above,Urban,Female,7.3
India,Puducherry,"PLFS Year (Jul - Jun), 2020",15 years and above,Urban,Person,7.2
India,Puducherry,"PLFS Year (Jul - Jun), 2020",15 years and above,Rural+Urban,Male,6.0
India,Puducherry,"PLFS Year (Jul - Jun), 2020",15 years and above,Rural+Urban,Female,8.2
India,Puducherry,"PLFS Year (Jul - Jun), 2020",15 years and above,Rural+Urban,Person,6.7
India,Puducherry,"PLFS Year (Jul - Jun), 2020",all ages,Rural,Male,4.5
India,Puducherry,"PLFS Year (Jul - Jun), 2020",all ages,Rural,Female,9.4
India,Puducherry,"PLFS Year (Jul - Jun), 2020",all ages,Rural,Person,6.0
India,Puducherry,"PLFS Year (Jul - Jun), 2020",all ages,Urban,Male,7.2
India,Puducherry,"PLFS Year (Jul - Jun), 2020",all ages,Urban,Female,7.3
India,Puducherry,"PLFS Year (Jul - Jun), 2020",all ages,Urban,Person,7.2
India,Puducherry,"PLFS Year (Jul - Jun), 2020",all ages,Rural+Urban,Male,6.0
India,Puducherry,"PLFS Year (Jul - Jun), 2020",all ages,Rural+Urban,Female,8.2
India,Puducherry,"PLFS Year (Jul - Jun), 2020",all ages,Rural+Urban,Person,6.7
India,Punjab,"PLFS Year (Jul - Jun), 2020",15-29,Rural,Male,17.5
India,Punjab,"PLFS Year (Jul - Jun), 2020",15-29,Rural,Female,24.6
India,Punjab,"PLFS Year (Jul - Jun), 2020",15-29,Rural,Person,19.0
India,Punjab,"PLFS Year (Jul - Jun), 2020",15-29,Urban,Male,14.7
India,Punjab,"PLFS Year (Jul - Jun), 2020",15-29,Urban,Female,36.0
India,Punjab,"PLFS Year (Jul - Jun), 2020",15-29,Urban,Person,18.5
India,Punjab,"PLFS Year (Jul - Jun), 2020",15-29,Rural+Urban,Male,16.4
India,Punjab,"PLFS Year (Jul - Jun), 2020",15-29,Rural+Urban,Female,28.8
India,Punjab,"PLFS Year (Jul - Jun), 2020",15-29,Rural+Urban,Person,18.8
India,Punjab,"PLFS Year (Jul - Jun), 2020",15-59,Rural,Male,6.2
India,Punjab,"PLFS Year (Jul - Jun), 2020",15-59,Rural,Female,8.3
India,Punjab,"PLFS Year (Jul - Jun), 2020",15-59,Rural,Person,6.7
India,Punjab,"PLFS Year (Jul - Jun), 2020",15-59,Urban,Male,5.4
India,Punjab,"PLFS Year (Jul - Jun), 2020",15-59,Urban,Female,10.8
India,Punjab,"PLFS Year (Jul - Jun), 2020",15-59,Urban,Person,6.5
India,Punjab,"PLFS Year (Jul - Jun), 2020",15-59,Rural+Urban,Male,5.9
India,Punjab,"PLFS Year (Jul - Jun), 2020",15-59,Rural+Urban,Female,9.2
India,Punjab,"PLFS Year (Jul - Jun), 2020",15-59,Rural+Urban,Person,6.7
India,Punjab,"PLFS Year (Jul - Jun), 2020",15 years and above,Rural,Male,5.8
India,Punjab,"PLFS Year (Jul - Jun), 2020",15 years and above,Rural,Female,7.6
India,Punjab,"PLFS Year (Jul - Jun), 2020",15 years and above,Rural,Person,6.3
India,Punjab,"PLFS Year (Jul - Jun), 2020",15 years and above,Urban,Male,5.0
India,Punjab,"PLFS Year (Jul - Jun), 2020",15 years and above,Urban,Female,10.3
India,Punjab,"PLFS Year (Jul - Jun), 2020",15 years and above,Urban,Person,6.1
India,Punjab,"PLFS Year (Jul - Jun), 2020",15 years and above,Rural+Urban,Male,5.5
India,Punjab,"PLFS Year (Jul - Jun), 2020",15 years and above,Rural+Urban,Female,8.6
India,Punjab,"PLFS Year (Jul - Jun), 2020",15 years and above,Rural+Urban,Person,6.2
India,Punjab,"PLFS Year (Jul - Jun), 2020",all ages,Rural,Male,5.8
India,Punjab,"PLFS Year (Jul - Jun), 2020",all ages,Rural,Female,7.4
India,Punjab,"PLFS Year (Jul - Jun), 2020",all ages,Rural,Person,6.2
India,Punjab,"PLFS Year (Jul - Jun), 2020",all ages,Urban,Male,5.0
India,Punjab,"PLFS Year (Jul - Jun), 2020",all ages,Urban,Female,10.3
India,Punjab,"PLFS Year (Jul - Jun), 2020",all ages,Urban,Person,6.1
India,Punjab,"PLFS Year (Jul - Jun), 2020",all ages,Rural+Urban,Male,5.5
India,Punjab,"PLFS Year (Jul - Jun), 2020",all ages,Rural+Urban,Female,8.4
India,Punjab,"PLFS Year (Jul - Jun), 2020",all ages,Rural+Urban,Person,6.2
India,Rajasthan,"PLFS Year (Jul - Jun), 2020",15-29,Rural,Male,13.7
India,Rajasthan,"PLFS Year (Jul - Jun), 2020",15-29,Rural,Female,3.3
India,Rajasthan,"PLFS Year (Jul - Jun), 2020",15-29,Rural,Person,10.3
India,Rajasthan,"PLFS Year (Jul - Jun), 2020",15-29,Urban,Male,23.3
India,Rajasthan,"PLFS Year (Jul - Jun), 2020",15-29,Urban,Female,43.4
India,Rajasthan,"PLFS Year (Jul - Jun), 2020",15-29,Urban,Person,27.0
India,Rajasthan,"PLFS Year (Jul - Jun), 2020",15-29,Rural+Urban,Male,15.7
India,Rajasthan,"PLFS Year (Jul - Jun), 2020",15-29,Rural+Urban,Female,7.8
India,Rajasthan,"PLFS Year (Jul - Jun), 2020",15-29,Rural+Urban,Person,13.4
India,Rajasthan,"PLFS Year (Jul - Jun), 2020",15-59,Rural,Male,5.6
India,Rajasthan,"PLFS Year (Jul - Jun), 2020",15-59,Rural,Female,1.0
India,Rajasthan,"PLFS Year (Jul - Jun), 2020",15-59,Rural,Person,3.9
India,Rajasthan,"PLFS Year (Jul - Jun), 2020",15-59,Urban,Male,9.7
India,Rajasthan,"PLFS Year (Jul - Jun), 2020",15-59,Urban,Female,15.0
India,Rajasthan,"PLFS Year (Jul - Jun), 2020",15-59,Urban,Person,10.7
India,Rajasthan,"PLFS Year (Jul - Jun), 2020",15-59,Rural+Urban,Male,6.6
India,Rajasthan,"PLFS Year (Jul - Jun), 2020",15-59,Rural+Urban,Female,2.5
India,Rajasthan,"PLFS Year (Jul - Jun), 2020",15-59,Rural+Urban,Person,5.2
India,Rajasthan,"PLFS Year (Jul - Jun), 2020",15 years and above,Rural,Male,5.0
India,Rajasthan,"PLFS Year (Jul - Jun), 2020",15 years and above,Rural,Female,0.9
India,Rajasthan,"PLFS Year (Jul - Jun), 2020",15 years and above,Rural,Person,3.5
India,Rajasthan,"PLFS Year (Jul - Jun), 2020",15 years and above,Urban,Male,9.3
India,Rajasthan,"PLFS Year (Jul - Jun), 2020",15 years and above,Urban,Female,14.1
India,Rajasthan,"PLFS Year (Jul - Jun), 2020",15 years and above,Urban,Person,10.2
India,Rajasthan,"PLFS Year (Jul - Jun), 2020",15 years and above,Rural+Urban,Male,6.0
India,Rajasthan,"PLFS Year (Jul - Jun), 2020",15 years and above,Rural+Urban,Female,2.2
India,Rajasthan,"PLFS Year (Jul - Jun), 2020",15 years and above,Rural+Urban,Person,4.7
India,Rajasthan,"PLFS Year (Jul - Jun), 2020",all ages,Rural,Male,5.2
India,Rajasthan,"PLFS Year (Jul - Jun), 2020",all ages,Rural,Female,0.9
India,Rajasthan,"PLFS Year (Jul - Jun), 2020",all ages,Rural,Person,3.6
