Country,State,Year,Age Group,Type Of Area,Gender,"Unemployment Rate (Ur) (UOM:%(Percentage)), Scaling Factor:1"
India,Ladakh,"PLFS Year (Jul - Jun), 2022",15-59,Rural+Urban,Male,6.5
India,Ladakh,"PLFS Year (Jul - Jun), 2022",15-59,Rural+Urban,Female,7.0
India,Ladakh,"PLFS Year (Jul - Jun), 2022",15-59,Rural+Urban,Person,6.7
India,Ladakh,"PLFS Year (Jul - Jun), 2022",15 years and above,Rural,Male,6.0
India,Ladakh,"PLFS Year (Jul - Jun), 2022",15 years and above,Rural,Female,5.4
India,Ladakh,"PLFS Year (Jul - Jun), 2022",15 years and above,Rural,Person,5.7
India,Ladakh,"PLFS Year (Jul - Jun), 2022",15 years and above,Urban,Male,8.8
India,Ladakh,"PLFS Year (Jul - Jun), 2022",15 years and above,Urban,Female,14.7
India,Ladakh,"PLFS Year (Jul - Jun), 2022",15 years and above,Urban,Person,10.8
India,Ladakh,"PLFS Year (Jul - Jun), 2022",15 years and above,Rural+Urban,Male,6.3
India,Ladakh,"PLFS Year (Jul - Jun), 2022",15 years and above,Rural+Urban,Female,6.0
India,Ladakh,"PLFS Year (Jul - Jun), 2022",15 years and above,Rural+Urban,Person,6.1
India,Ladakh,"PLFS Year (Jul - Jun), 2022",all ages,Rural,Male,6.0
India,Ladakh,"PLFS Year (Jul - Jun), 2022",all ages,Rural,Female,5.4
India,Ladakh,"PLFS Year (Jul - Jun), 2022",all ages,Rural,Person,5.7
India,Ladakh,"PLFS Year (Jul - Jun), 2022",all ages,Urban,Male,8.8
India,Ladakh,"PLFS Year (Jul - Jun), 2022",all ages,Urban,Female,14.7
India,Ladakh,"PLFS Year (Jul - Jun), 2022",all ages,Urban,Person,10.8
India,Ladakh,"PLFS Year (Jul - Jun), 2022",all ages,Rural+Urban,Male,6.3
India,Ladakh,"PLFS Year (Jul - Jun), 2022",all ages,Rural+Urban,Female,6.0
India,Ladakh,"PLFS Year (Jul - Jun), 2022",all ages,Rural+Urban,Person,6.1
India,Lakshadweep,"PLFS Year (Jul - Jun), 2022",15-29,Rural,Male,22.8
India,Lakshadweep,"PLFS Year (Jul - Jun), 2022",15-29,Rural,Female,51.3
India,Lakshadweep,"PLFS Year (Jul - Jun), 2022",15-29,Rural,Person,29.8
India,Lakshadweep,"PLFS Year (Jul - Jun), 2022",15-29,Urban,Male,45.6
India,Lakshadweep,"PLFS Year (Jul - Jun), 2022",15-29,Urban,Female,38.9
India,Lakshadweep,"PLFS Year (Jul - Jun), 2022",15-29,Urban,Person,43.6
India,Lakshadweep,"PLFS Year (Jul - Jun), 2022",15-29,Rural+Urban,Male,42.0
India,Lakshadweep,"PLFS Year (Jul - Jun), 2022",15-29,Rural+Urban,Female,40.4
India,Lakshadweep,"PLFS Year (Jul - Jun), 2022",15-29,Rural+Urban,Person,41.6
India,Lakshadweep,"PLFS Year (Jul - Jun), 2022",15-59,Rural,Male,3.2
India,Lakshadweep,"PLFS Year (Jul - Jun), 2022",15-59,Rural,Female,20.9
India,Lakshadweep,"PLFS Year (Jul - Jun), 2022",15-59,Rural,Person,6.0
India,Lakshadweep,"PLFS Year (Jul - Jun), 2022",15-59,Urban,Male,13.0
India,Lakshadweep,"PLFS Year (Jul - Jun), 2022",15-59,Urban,Female,14.0
India,Lakshadweep,"PLFS Year (Jul - Jun), 2022",15-59,Urban,Person,13.3
India,Lakshadweep,"PLFS Year (Jul - Jun), 2022",15-59,Rural+Urban,Male,10.5
India,Lakshadweep,"PLFS Year (Jul - Jun), 2022",15-59,Rural+Urban,Female,15.0
India,Lakshadweep,"PLFS Year (Jul - Jun), 2022",15-59,Rural+Urban,Person,11.6
India,Lakshadweep,"PLFS Year (Jul - Jun), 2022",15 years and above,Rural,Male,3.0
India,Lakshadweep,"PLFS Year (Jul - Jun), 2022",15 years and above,Rural,Female,20.9
India,Lakshadweep,"PLFS Year (Jul - Jun), 2022",15 years and above,Rural,Person,5.6
India,Lakshadweep,"PLFS Year (Jul - Jun), 2022",15 years and above,Urban,Male,12.6
India,Lakshadweep,"PLFS Year (Jul - Jun), 2022",15 years and above,Urban,Female,13.3
India,Lakshadweep,"PLFS Year (Jul - Jun), 2022",15 years and above,Urban,Person,12.8
India,Lakshadweep,"PLFS Year (Jul - Jun), 2022",15 years and above,Rural+Urban,Male,10.0
India,Lakshadweep,"PLFS Year (Jul - Jun), 2022",15 years and above,Rural+Urban,Female,14.4
India,Lakshadweep,"PLFS Year (Jul - Jun), 2022",15 years and above,Rural+Urban,Person,11.1
India,Lakshadweep,"PLFS Year (Jul - Jun), 2022",all ages,Rural,Male,3.0
India,Lakshadweep,"PLFS Year (Jul - Jun), 2022",all ages,Rural,Female,20.9
India,Lakshadweep,"PLFS Year (Jul - Jun), 2022",all ages,Rural,Person,5.6
India,Lakshadweep,"PLFS Year (Jul - Jun), 2022",all ages,Urban,Male,12.6
India,Lakshadweep,"PLFS Year (Jul - Jun), 2022",all ages,Urban,Female,13.3
India,Lakshadweep,"PLFS Year (Jul - Jun), 2022",all ages,Urban,Person,12.8
India,Lakshadweep,"PLFS Year (Jul - Jun), 2022",all ages,Rural+Urban,Male,10.0
India,Lakshadweep,"PLFS Year (Jul - Jun), 2022",all ages,Rural+Urban,Female,14.4
India,Lakshadweep,"PLFS Year (Jul - Jun), 2022",all ages,Rural+Urban,Person,11.1
India,Madhya Pradesh,"PLFS Year (Jul - Jun), 2022",15-29,Rural,Male,2.5
India,Madhya Pradesh,"PLFS Year (Jul - Jun), 2022",15-29,Rural,Female,2.0
India,Madhya Pradesh,"PLFS Year (Jul - Jun), 2022",15-29,Rural,Person,2.3
India,Madhya Pradesh,"PLFS Year (Jul - Jun), 2022",15-29,Urban,Male,12.1
India,Madhya Pradesh,"PLFS Year (Jul - Jun), 2022",15-29,Urban,Female,17.6
India,Madhya Pradesh,"PLFS Year (Jul - Jun), 2022",15-29,Urban,Person,13.1
India,Madhya Pradesh,"PLFS Year (Jul - Jun), 2022",15-29,Rural+Urban,Male,4.6
India,Madhya Pradesh,"PLFS Year (Jul - Jun), 2022",15-29,Rural+Urban,Female,3.9
India,Madhya Pradesh,"PLFS Year (Jul - Jun), 2022",15-29,Rural+Urban,Person,4.4
India,Madhya Pradesh,"PLFS Year (Jul - Jun), 2022",15-59,Rural,Male,1.0
India,Madhya Pradesh,"PLFS Year (Jul - Jun), 2022",15-59,Rural,Female,0.5
India,Madhya Pradesh,"PLFS Year (Jul - Jun), 2022",15-59,Rural,Person,0.8
India,Madhya Pradesh,"PLFS Year (Jul - Jun), 2022",15-59,Urban,Male,4.8
India,Madhya Pradesh,"PLFS Year (Jul - Jun), 2022",15-59,Urban,Female,6.1
India,Madhya Pradesh,"PLFS Year (Jul - Jun), 2022",15-59,Urban,Person,5.1
India,Madhya Pradesh,"PLFS Year (Jul - Jun), 2022",15-59,Rural+Urban,Male,1.9
India,Madhya Pradesh,"PLFS Year (Jul - Jun), 2022",15-59,Rural+Urban,Female,1.3
India,Madhya Pradesh,"PLFS Year (Jul - Jun), 2022",15-59,Rural+Urban,Person,1.7
India,Madhya Pradesh,"PLFS Year (Jul - Jun), 2022",15 years and above,Rural,Male,0.9
India,Madhya Pradesh,"PLFS Year (Jul - Jun), 2022",15 years and above,Rural,Female,0.5
India,Madhya Pradesh,"PLFS Year (Jul - Jun), 2022",15 years and above,Rural,Person,0.8
India,Madhya Pradesh,"PLFS Year (Jul - Jun), 2022",15 years and above,Urban,Male,4.5
India,Madhya Pradesh,"PLFS Year (Jul - Jun), 2022",15 years and above,Urban,Female,5.8
India,Madhya Pradesh,"PLFS Year (Jul - Jun), 2022",15 years and above,Urban,Person,4.8
India,Madhya Pradesh,"PLFS Year (Jul - Jun), 2022",15 years and above,Rural+Urban,Male,1.8
India,Madhya Pradesh,"PLFS Year (Jul - Jun), 2022",15 years and above,Rural+Urban,Female,1.2
India,Madhya Pradesh,"PLFS Year (Jul - Jun), 2022",15 years and above,Rural+Urban,Person,1.6
India,Madhya Pradesh,"PLFS Year (Jul - Jun), 2022",all ages,Rural,Male,0.9
India,Madhya Pradesh,"PLFS Year (Jul - Jun), 2022",all ages,Rural,Female,0.5
India,Madhya Pradesh,"PLFS Year (Jul - Jun), 2022",all ages,Rural,Person,0.8
India,Madhya Pradesh,"PLFS Year (Jul - Jun), 2022",all ages,Urban,Male,4.5
India,Madhya Pradesh,"PLFS Year (Jul - Jun), 2022",all ages,Urban,Female,5.8
India,Madhya Pradesh,"PLFS Year (Jul - Jun), 2022",all ages,Urban,Person,4.8
India,Madhya Pradesh,"PLFS Year (Jul - Jun), 2022",all ages,Rural+Urban,Male,1.8
India,Madhya Pradesh,"PLFS Year (Jul - Jun), 2022",all ages,Rural+Urban,Female,1.2
India,Madhya Pradesh,"PLFS Year (Jul - Jun), 2022",all ages,Rural+Urban,Person,1.6
India,Maharashtra,"PLFS Year (Jul - Jun), 2022",15-29,Rural,Male,11.7
India,Maharashtra,"PLFS Year (Jul - Jun), 2022",15-29,Rural,Female,4.2
India,Maharashtra,"PLFS Year (Jul - Jun), 2022",15-29,Rural,Person,9.5
India,Maharashtra,"PLFS Year (Jul - Jun), 2022",15-29,Urban,Male,11.5
India,Maharashtra,"PLFS Year (Jul - Jun), 2022",15-29,Urban,Female,16.7
India,Maharashtra,"PLFS Year (Jul - Jun), 2022",15-29,Urban,Person,12.8
India,Maharashtra,"PLFS Year (Jul - Jun), 2022",15-29,Rural+Urban,Male,11.6
India,Maharashtra,"PLFS Year (Jul - Jun), 2022",15-29,Rural+Urban,Female,9.1
India,Maharashtra,"PLFS Year (Jul - Jun), 2022",15-29,Rural+Urban,Person,10.9
India,Maharashtra,"PLFS Year (Jul - Jun), 2022",15-59,Rural,Male,3.5
India,Maharashtra,"PLFS Year (Jul - Jun), 2022",15-59,Rural,Female,0.8
India,Maharashtra,"PLFS Year (Jul - Jun), 2022",15-59,Rural,Person,2.5
India,Maharashtra,"PLFS Year (Jul - Jun), 2022",15-59,Urban,Male,4.3
India,Maharashtra,"PLFS Year (Jul - Jun), 2022",15-59,Urban,Female,6.5
India,Maharashtra,"PLFS Year (Jul - Jun), 2022",15-59,Urban,Person,4.9
India,Maharashtra,"PLFS Year (Jul - Jun), 2022",15-59,Rural+Urban,Male,3.9
India,Maharashtra,"PLFS Year (Jul - Jun), 2022",15-59,Rural+Urban,Female,2.5
India,Maharashtra,"PLFS Year (Jul - Jun), 2022",15-59,Rural+Urban,Person,3.4
India,Maharashtra,"PLFS Year (Jul - Jun), 2022",15 years and above,Rural,Male,3.1
India,Maharashtra,"PLFS Year (Jul - Jun), 2022",15 years and above,Rural,Female,0.7
India,Maharashtra,"PLFS Year (Jul - Jun), 2022",15 years and above,Rural,Person,2.2
India,Maharashtra,"PLFS Year (Jul - Jun), 2022",15 years and above,Urban,Male,4.0
India,Maharashtra,"PLFS Year (Jul - Jun), 2022",15 years and above,Urban,Female,6.2
India,Maharashtra,"PLFS Year (Jul - Jun), 2022",15 years and above,Urban,Person,4.6
India,Maharashtra,"PLFS Year (Jul - Jun), 2022",15 years and above,Rural+Urban,Male,3.5
India,Maharashtra,"PLFS Year (Jul - Jun), 2022",15 years and above,Rural+Urban,Female,2.3
India,Maharashtra,"PLFS Year (Jul - Jun), 2022",15 years and above,Rural+Urban,Person,3.1
India,Maharashtra,"PLFS Year (Jul - Jun), 2022",all ages,Rural,Male,3.1
India,Maharashtra,"PLFS Year (Jul - Jun), 2022",all ages,Rural,Female,0.7
India,Maharashtra,"PLFS Year (Jul - Jun), 2022",all ages,Rural,Person,2.2
India,Maharashtra,"PLFS Year (Jul - Jun), 2022",all ages,Urban,Male,4.0
India,Maharashtra,"PLFS Year (Jul - Jun), 2022",all ages,Urban,Female,6.2
India,Maharashtra,"PLFS Year (Jul - Jun), 2022",all ages,Urban,Person,4.6
India,Maharashtra,"PLFS Year (Jul - Jun), 2022",all ages,Rural+Urban,Male,3.5
India,Maharashtra,"PLFS Year (Jul - Jun), 2022",all ages,Rural+Urban,Female,2.3
India,Maharashtra,"PLFS Year (Jul - Jun), 2022",all ages,Rural+Urban,Person,3.1
India,Manipur,"PLFS Year (Jul - Jun), 2022",15-29,Rural,Male,17.6
India,Manipur,"PLFS Year (Jul - Jun), 2022",15-29,Rural,Female,22.3
India,Manipur,"PLFS Year (Jul - Jun), 2022",15-29,Rural,Person,18.9
India,Manipur,"PLFS Year (Jul - Jun), 2022",15-29,Urban,Male,22.8
India,Manipur,"PLFS Year (Jul - Jun), 2022",15-29,Urban,Female,21.2
India,Manipur,"PLFS Year (Jul - Jun), 2022",15-29,Urban,Person,22.3
India,Manipur,"PLFS Year (Jul - Jun), 2022",15-29,Rural+Urban,Male,18.8
India,Manipur,"PLFS Year (Jul - Jun), 2022",15-29,Rural+Urban,Female,22.0
India,Manipur,"PLFS Year (Jul - Jun), 2022",15-29,Rural+Urban,Person,19.7
India,Manipur,"PLFS Year (Jul - Jun), 2022",15-59,Rural,Male,4.7
India,Manipur,"PLFS Year (Jul - Jun), 2022",15-59,Rural,Female,5.2
India,Manipur,"PLFS Year (Jul - Jun), 2022",15-59,Rural,Person,4.8
India,Manipur,"PLFS Year (Jul - Jun), 2022",15-59,Urban,Male,6.5
India,Manipur,"PLFS Year (Jul - Jun), 2022",15-59,Urban,Female,3.8
India,Manipur,"PLFS Year (Jul - Jun), 2022",15-59,Urban,Person,5.6
India,Manipur,"PLFS Year (Jul - Jun), 2022",15-59,Rural+Urban,Male,5.2
India,Manipur,"PLFS Year (Jul - Jun), 2022",15-59,Rural+Urban,Female,4.7
India,Manipur,"PLFS Year (Jul - Jun), 2022",15-59,Rural+Urban,Person,5.0
India,Manipur,"PLFS Year (Jul - Jun), 2022",15 years and above,Rural,Male,4.3
India,Manipur,"PLFS Year (Jul - Jun), 2022",15 years and above,Rural,Female,4.9
India,Manipur,"PLFS Year (Jul - Jun), 2022",15 years and above,Rural,Person,4.5
India,Manipur,"PLFS Year (Jul - Jun), 2022",15 years and above,Urban,Male,6.2
India,Manipur,"PLFS Year (Jul - Jun), 2022",15 years and above,Urban,Female,3.6
India,Manipur,"PLFS Year (Jul - Jun), 2022",15 years and above,Urban,Person,5.3
India,Manipur,"PLFS Year (Jul - Jun), 2022",15 years and above,Rural+Urban,Male,4.8
India,Manipur,"PLFS Year (Jul - Jun), 2022",15 years and above,Rural+Urban,Female,4.5
India,Manipur,"PLFS Year (Jul - Jun), 2022",15 years and above,Rural+Urban,Person,4.7
India,Manipur,"PLFS Year (Jul - Jun), 2022",all ages,Rural,Male,4.3
India,Manipur,"PLFS Year (Jul - Jun), 2022",all ages,Rural,Female,4.9
India,Manipur,"PLFS Year (Jul - Jun), 2022",all ages,Rural,Person,4.5
India,Manipur,"PLFS Year (Jul - Jun), 2022",all ages,Urban,Male,6.2
India,Manipur,"PLFS Year (Jul - Jun), 2022",all ages,Urban,Female,3.6
India,Manipur,"PLFS Year (Jul - Jun), 2022",all ages,Urban,Person,5.3
India,Manipur,"PLFS Year (Jul - Jun), 2022",all ages,Rural+Urban,Male,4.8
India,Manipur,"PLFS Year (Jul - Jun), 2022",all ages,Rural+Urban,Female,4.5
India,Manipur,"PLFS Year (Jul - Jun), 2022",all ages,Rural+Urban,Person,4.7
India,Meghalaya,"PLFS Year (Jul - Jun), 2022",15-29,Rural,Male,10.6
India,Meghalaya,"PLFS Year (Jul - Jun), 2022",15-29,Rural,Female,20.8
India,Meghalaya,"PLFS Year (Jul - Jun), 2022",15-29,Rural,Person,15.3
India,Meghalaya,"PLFS Year (Jul - Jun), 2022",15-29,Urban,Male,27.2
India,Meghalaya,"PLFS Year (Jul - Jun), 2022",15-29,Urban,Female,41.2
India,Meghalaya,"PLFS Year (Jul - Jun), 2022",15-29,Urban,Person,33.7
India,Meghalaya,"PLFS Year (Jul - Jun), 2022",15-29,Rural+Urban,Male,13.0
India,Meghalaya,"PLFS Year (Jul - Jun), 2022",15-29,Rural+Urban,Female,23.8
India,Meghalaya,"PLFS Year (Jul - Jun), 2022",15-29,Rural+Urban,Person,18.0
India,Meghalaya,"PLFS Year (Jul - Jun), 2022",15-59,Rural,Male,3.6
India,Meghalaya,"PLFS Year (Jul - Jun), 2022",15-59,Rural,Female,6.9
India,Meghalaya,"PLFS Year (Jul - Jun), 2022",15-59,Rural,Person,5.1
India,Meghalaya,"PLFS Year (Jul - Jun), 2022",15-59,Urban,Male,8.6
India,Meghalaya,"PLFS Year (Jul - Jun), 2022",15-59,Urban,Female,18.3
India,Meghalaya,"PLFS Year (Jul - Jun), 2022",15-59,Urban,Person,12.7
India,Meghalaya,"PLFS Year (Jul - Jun), 2022",15-59,Rural+Urban,Male,4.4
India,Meghalaya,"PLFS Year (Jul - Jun), 2022",15-59,Rural+Urban,Female,8.4
India,Meghalaya,"PLFS Year (Jul - Jun), 2022",15-59,Rural+Urban,Person,6.2
India,Meghalaya,"PLFS Year (Jul - Jun), 2022",15 years and above,Rural,Male,3.5
India,Meghalaya,"PLFS Year (Jul - Jun), 2022",15 years and above,Rural,Female,6.7
India,Meghalaya,"PLFS Year (Jul - Jun), 2022",15 years and above,Rural,Person,5.0
India,Meghalaya,"PLFS Year (Jul - Jun), 2022",15 years and above,Urban,Male,8.2
India,Meghalaya,"PLFS Year (Jul - Jun), 2022",15 years and above,Urban,Female,18.0
India,Meghalaya,"PLFS Year (Jul - Jun), 2022",15 years and above,Urban,Person,12.3
India,Meghalaya,"PLFS Year (Jul - Jun), 2022",15 years and above,Rural+Urban,Male,4.3
India,Meghalaya,"PLFS Year (Jul - Jun), 2022",15 years and above,Rural+Urban,Female,8.2
India,Meghalaya,"PLFS Year (Jul - Jun), 2022",15 years and above,Rural+Urban,Person,6.0
India,Meghalaya,"PLFS Year (Jul - Jun), 2022",all ages,Rural,Male,3.5
India,Meghalaya,"PLFS Year (Jul - Jun), 2022",all ages,Rural,Female,6.7
India,Meghalaya,"PLFS Year (Jul - Jun), 2022",all ages,Rural,Person,5.0
India,Meghalaya,"PLFS Year (Jul - Jun), 2022",all ages,Urban,Male,8.2
India,Meghalaya,"PLFS Year (Jul - Jun), 2022",all ages,Urban,Female,18.0
India,Meghalaya,"PLFS Year (Jul - Jun), 2022",all ages,Urban,Person,12.3
India,Meghalaya,"PLFS Year (Jul - Jun), 2022",all ages,Rural+Urban,Male,4.2
India,Meghalaya,"PLFS Year (Jul - Jun), 2022",all ages,Rural+Urban,Female,8.2
India,Meghalaya,"PLFS Year (Jul - Jun), 2022",all ages,Rural+Urban,Person,6.0
India,Mizoram,"PLFS Year (Jul - Jun), 2022",15-29,Rural,Male,3.9
India,Mizoram,"PLFS Year (Jul - Jun), 2022",15-29,Rural,Female,9.9
India,Mizoram,"PLFS Year (Jul - Jun), 2022",15-29,Rural,Person,6.0
India,Mizoram,"PLFS Year (Jul - Jun), 2022",15-29,Urban,Male,17.1
India,Mizoram,"PLFS Year (Jul - Jun), 2022",15-29,Urban,Female,23.4
India,Mizoram,"PLFS Year (Jul - Jun), 2022",15-29,Urban,Person,20.0
India,Mizoram,"PLFS Year (Jul - Jun), 2022",15-29,Rural+Urban,Male,8.9
India,Mizoram,"PLFS Year (Jul - Jun), 2022",15-29,Rural+Urban,Female,16.4
India,Mizoram,"PLFS Year (Jul - Jun), 2022",15-29,Rural+Urban,Person,11.9
India,Mizoram,"PLFS Year (Jul - Jun), 2022",15-59,Rural,Male,1.0
India,Mizoram,"PLFS Year (Jul - Jun), 2022",15-59,Rural,Female,1.5
India,Mizoram,"PLFS Year (Jul - Jun), 2022",15-59,Rural,Person,1.2
India,Mizoram,"PLFS Year (Jul - Jun), 2022",15-59,Urban,Male,2.7
India,Mizoram,"PLFS Year (Jul - Jun), 2022",15-59,Urban,Female,5.1
India,Mizoram,"PLFS Year (Jul - Jun), 2022",15-59,Urban,Person,3.7
India,Mizoram,"PLFS Year (Jul - Jun), 2022",15-59,Rural+Urban,Male,1.8
India,Mizoram,"PLFS Year (Jul - Jun), 2022",15-59,Rural+Urban,Female,3.1
India,Mizoram,"PLFS Year (Jul - Jun), 2022",15-59,Rural+Urban,Person,2.3
India,Mizoram,"PLFS Year (Jul - Jun), 2022",15 years and above,Rural,Male,1.0
India,Mizoram,"PLFS Year (Jul - Jun), 2022",15 years and above,Rural,Female,1.5
India,Mizoram,"PLFS Year (Jul - Jun), 2022",15 years and above,Rural,Person,1.2
India,Mizoram,"PLFS Year (Jul - Jun), 2022",15 years and above,Urban,Male,2.6
India,Mizoram,"PLFS Year (Jul - Jun), 2022",15 years and above,Urban,Female,4.9
India,Mizoram,"PLFS Year (Jul - Jun), 2022",15 years and above,Urban,Person,3.5
India,Mizoram,"PLFS Year (Jul - Jun), 2022",15 years and above,Rural+Urban,Male,1.7
India,Mizoram,"PLFS Year (Jul - Jun), 2022",15 years and above,Rural+Urban,Female,3.0
India,Mizoram,"PLFS Year (Jul - Jun), 2022",15 years and above,Rural+Urban,Person,2.2
India,Mizoram,"PLFS Year (Jul - Jun), 2022",all ages,Rural,Male,1.0
India,Mizoram,"PLFS Year (Jul - Jun), 2022",all ages,Rural,Female,1.5
India,Mizoram,"PLFS Year (Jul - Jun), 2022",all ages,Rural,Person,1.2
India,Mizoram,"PLFS Year (Jul - Jun), 2022",all ages,Urban,Male,2.6
India,Mizoram,"PLFS Year (Jul - Jun), 2022",all ages,Urban,Female,4.9
India,Mizoram,"PLFS Year (Jul - Jun), 2022",all ages,Urban,Person,3.5
India,Mizoram,"PLFS Year (Jul - Jun), 2022",all ages,Rural+Urban,Male,1.7
India,Mizoram,"PLFS Year (Jul - Jun), 2022",all ages,Rural+Urban,Female,3.0
India,Mizoram,"PLFS Year (Jul - Jun), 2022",all ages,Rural+Urban,Person,2.2
India,Nagaland,"PLFS Year (Jul - Jun), 2022",15-29,Rural,Male,15.4
India,Nagaland,"PLFS Year (Jul - Jun), 2022",15-29,Rural,Female,9.9
India,Nagaland,"PLFS Year (Jul - Jun), 2022",15-29,Rural,Person,13.1
India,Nagaland,"PLFS Year (Jul - Jun), 2022",15-29,Urban,Male,38.7
India,Nagaland,"PLFS Year (Jul - Jun), 2022",15-29,Urban,Female,32.2
India,Nagaland,"PLFS Year (Jul - Jun), 2022",15-29,Urban,Person,35.7
India,Nagaland,"PLFS Year (Jul - Jun), 2022",15-29,Rural+Urban,Male,20.8
India,Nagaland,"PLFS Year (Jul - Jun), 2022",15-29,Rural+Urban,Female,15.6
India,Nagaland,"PLFS Year (Jul - Jun), 2022",15-29,Rural+Urban,Person,18.5
India,Nagaland,"PLFS Year (Jul - Jun), 2022",15-59,Rural,Male,3.9
India,Nagaland,"PLFS Year (Jul - Jun), 2022",15-59,Rural,Female,2.2
India,Nagaland,"PLFS Year (Jul - Jun), 2022",15-59,Rural,Person,3.2
India,Nagaland,"PLFS Year (Jul - Jun), 2022",15-59,Urban,Male,8.9
India,Nagaland,"PLFS Year (Jul - Jun), 2022",15-59,Urban,Female,9.2
India,Nagaland,"PLFS Year (Jul - Jun), 2022",15-59,Urban,Person,9.0
India,Nagaland,"PLFS Year (Jul - Jun), 2022",15-59,Rural+Urban,Male,5.2
India,Nagaland,"PLFS Year (Jul - Jun), 2022",15-59,Rural+Urban,Female,3.8
India,Nagaland,"PLFS Year (Jul - Jun), 2022",15-59,Rural+Urban,Person,4.6
India,Nagaland,"PLFS Year (Jul - Jun), 2022",15 years and above,Rural,Male,3.6
India,Nagaland,"PLFS Year (Jul - Jun), 2022",15 years and above,Rural,Female,2.0
India,Nagaland,"PLFS Year (Jul - Jun), 2022",15 years and above,Rural,Person,2.9
India,Nagaland,"PLFS Year (Jul - Jun), 2022",15 years and above,Urban,Male,8.5
India,Nagaland,"PLFS Year (Jul - Jun), 2022",15 years and above,Urban,Female,8.7
India,Nagaland,"PLFS Year (Jul - Jun), 2022",15 years and above,Urban,Person,8.6
India,Nagaland,"PLFS Year (Jul - Jun), 2022",15 years and above,Rural+Urban,Male,4.9
India,Nagaland,"PLFS Year (Jul - Jun), 2022",15 years and above,Rural+Urban,Female,3.5
India,Nagaland,"PLFS Year (Jul - Jun), 2022",15 years and above,Rural+Urban,Person,4.3
India,Nagaland,"PLFS Year (Jul - Jun), 2022",all ages,Rural,Male,3.6
India,Nagaland,"PLFS Year (Jul - Jun), 2022",all ages,Rural,Female,2.0
India,Nagaland,"PLFS Year (Jul - Jun), 2022",all ages,Rural,Person,2.9
India,Nagaland,"PLFS Year (Jul - Jun), 2022",all ages,Urban,Male,8.5
India,Nagaland,"PLFS Year (Jul - Jun), 2022",all ages,Urban,Female,8.7
India,Nagaland,"PLFS Year (Jul - Jun), 2022",all ages,Urban,Person,8.6
India,Nagaland,"PLFS Year (Jul - Jun), 2022",all ages,Rural+Urban,Male,4.9
India,Nagaland,"PLFS Year (Jul - Jun), 2022",all ages,Rural+Urban,Female,3.5
India,Nagaland,"PLFS Year (Jul - Jun), 2022",all ages,Rural+Urban,Person,4.3
India,Odisha,"PLFS Year (Jul - Jun), 2022",15-29,Rural,Male,16.3
India,Odisha,"PLFS Year (Jul - Jun), 2022",15-29,Rural,Female,7.0
India,Odisha,"PLFS Year (Jul - Jun), 2022",15-29,Rural,Person,12.7
India,Odisha,"PLFS Year (Jul - Jun), 2022",15-29,Urban,Male,20.8
India,Odisha,"PLFS Year (Jul - Jun), 2022",15-29,Urban,Female,24.5
India,Odisha,"PLFS Year (Jul - Jun), 2022",15-29,Urban,Person,21.8
India,Odisha,"PLFS Year (Jul - Jun), 2022",15-29,Rural+Urban,Male,16.9
India,Odisha,"PLFS Year (Jul - Jun), 2022",15-29,Rural+Urban,Female,8.6
India,Odisha,"PLFS Year (Jul - Jun), 2022",15-29,Rural+Urban,Person,13.8
India,Odisha,"PLFS Year (Jul - Jun), 2022",15-59,Rural,Male,5.1
India,Odisha,"PLFS Year (Jul - Jun), 2022",15-59,Rural,Female,2.2
India,Odisha,"PLFS Year (Jul - Jun), 2022",15-59,Rural,Person,3.9
India,Odisha,"PLFS Year (Jul - Jun), 2022",15-59,Urban,Male,6.5
India,Odisha,"PLFS Year (Jul - Jun), 2022",15-59,Urban,Female,7.1
India,Odisha,"PLFS Year (Jul - Jun), 2022",15-59,Urban,Person,6.6
India,Odisha,"PLFS Year (Jul - Jun), 2022",15-59,Rural+Urban,Male,5.3
India,Odisha,"PLFS Year (Jul - Jun), 2022",15-59,Rural+Urban,Female,2.6
India,Odisha,"PLFS Year (Jul - Jun), 2022",15-59,Rural+Urban,Person,4.3
India,Odisha,"PLFS Year (Jul - Jun), 2022",15 years and above,Rural,Male,4.5
India,Odisha,"PLFS Year (Jul - Jun), 2022",15 years and above,Rural,Female,2.0
India,Odisha,"PLFS Year (Jul - Jun), 2022",15 years and above,Rural,Person,3.6
India,Odisha,"PLFS Year (Jul - Jun), 2022",15 years and above,Urban,Male,6.0
India,Odisha,"PLFS Year (Jul - Jun), 2022",15 years and above,Urban,Female,6.8
India,Odisha,"PLFS Year (Jul - Jun), 2022",15 years and above,Urban,Person,6.2
India,Odisha,"PLFS Year (Jul - Jun), 2022",15 years and above,Rural+Urban,Male,4.7
India,Odisha,"PLFS Year (Jul - Jun), 2022",15 years and above,Rural+Urban,Female,2.4
India,Odisha,"PLFS Year (Jul - Jun), 2022",15 years and above,Rural+Urban,Person,3.9
India,Odisha,"PLFS Year (Jul - Jun), 2022",all ages,Rural,Male,4.5
India,Odisha,"PLFS Year (Jul - Jun), 2022",all ages,Rural,Female,2.0
India,Odisha,"PLFS Year (Jul - Jun), 2022",all ages,Rural,Person,3.6
India,Odisha,"PLFS Year (Jul - Jun), 2022",all ages,Urban,Male,6.0
India,Odisha,"PLFS Year (Jul - Jun), 2022",all ages,Urban,Female,6.8
