Country,State,Year,Type Of Areas,Gender,"Rate Of Unemployment  (UOM:Ratio), Scaling Factor:1"
India,Maharashtra,"PLFS Year (Jul - Jun), 2019",urban,Male,11.41
India,Maharashtra,"PLFS Year (Jul - Jun), 2019",urban,Female,12.54
India,Maharashtra,"PLFS Year (Jul - Jun), 2019",urban,Person,11.3
India,Maharashtra,"PLFS Year (Jul - Jun), 2019",rural + urban,Male,7.84
India,Maharashtra,"PLFS Year (Jul - Jun), 2019",rural + urban,Female,9.26
India,Maharashtra,"PLFS Year (Jul - Jun), 2019",rural + urban,Person,7.5
India,Manipur,"PLFS Year (Jul - Jun), 2019",rural,Male,16.97
India,Manipur,"PLFS Year (Jul - Jun), 2019",rural,Female,19.2
India,Manipur,"PLFS Year (Jul - Jun), 2019",rural,Person,14.32
India,Manipur,"PLFS Year (Jul - Jun), 2019",urban,Male,3.85
India,Manipur,"PLFS Year (Jul - Jun), 2019",urban,Female,22.63
India,Manipur,"PLFS Year (Jul - Jun), 2019",urban,Person,9.68
India,Manipur,"PLFS Year (Jul - Jun), 2019",rural + urban,Male,11.38
India,Manipur,"PLFS Year (Jul - Jun), 2019",rural + urban,Female,15.51
India,Manipur,"PLFS Year (Jul - Jun), 2019",rural + urban,Person,10.31
India,Meghalaya,"PLFS Year (Jul - Jun), 2019",rural,Male,24.12
India,Meghalaya,"PLFS Year (Jul - Jun), 2019",rural,Female,34.68
India,Meghalaya,"PLFS Year (Jul - Jun), 2019",rural,Person,20.3
India,Meghalaya,"PLFS Year (Jul - Jun), 2019",urban,Male,12.54
India,Meghalaya,"PLFS Year (Jul - Jun), 2019",urban,Female,4.17
India,Meghalaya,"PLFS Year (Jul - Jun), 2019",urban,Person,5.13
India,Meghalaya,"PLFS Year (Jul - Jun), 2019",rural + urban,Male,11.64
India,Meghalaya,"PLFS Year (Jul - Jun), 2019",rural + urban,Female,14.03
India,Meghalaya,"PLFS Year (Jul - Jun), 2019",rural + urban,Person,9.01
India,Mizoram,"PLFS Year (Jul - Jun), 2019",rural,Male,38.01
India,Mizoram,"PLFS Year (Jul - Jun), 2019",rural,Female,42.01
India,Mizoram,"PLFS Year (Jul - Jun), 2019",rural,Person,38.68
India,Mizoram,"PLFS Year (Jul - Jun), 2019",urban,Male,14.69
India,Mizoram,"PLFS Year (Jul - Jun), 2019",urban,Female,29.79
India,Mizoram,"PLFS Year (Jul - Jun), 2019",urban,Person,19.29
India,Mizoram,"PLFS Year (Jul - Jun), 2019",rural + urban,Male,18.92
India,Mizoram,"PLFS Year (Jul - Jun), 2019",rural + urban,Female,24.04
India,Mizoram,"PLFS Year (Jul - Jun), 2019",rural + urban,Person,19.14
India,Nagaland,"PLFS Year (Jul - Jun), 2019",rural,Male,13.04
India,Nagaland,"PLFS Year (Jul - Jun), 2019",rural,Female,14.54
India,Nagaland,"PLFS Year (Jul - Jun), 2019",rural,Person,11.29
India,Nagaland,"PLFS Year (Jul - Jun), 2019",urban,Male,20.2
India,Nagaland,"PLFS Year (Jul - Jun), 2019",urban,Female,7.95
India,Nagaland,"PLFS Year (Jul - Jun), 2019",urban,Person,10.35
India,Nagaland,"PLFS Year (Jul - Jun), 2019",rural + urban,Male,11.02
India,Nagaland,"PLFS Year (Jul - Jun), 2019",rural + urban,Female,11.0
India,Nagaland,"PLFS Year (Jul - Jun), 2019",rural + urban,Person,8.85
India,Odisha,"PLFS Year (Jul - Jun), 2019",rural,Male,7.63
India,Odisha,"PLFS Year (Jul - Jun), 2019",rural,Female,18.31
India,Odisha,"PLFS Year (Jul - Jun), 2019",rural,Person,8.01
India,Odisha,"PLFS Year (Jul - Jun), 2019",urban,Male,18.93
India,Odisha,"PLFS Year (Jul - Jun), 2019",urban,Female,22.42
India,Odisha,"PLFS Year (Jul - Jun), 2019",urban,Person,14.84
India,Odisha,"PLFS Year (Jul - Jun), 2019",rural + urban,Male,7.11
India,Odisha,"PLFS Year (Jul - Jun), 2019",rural + urban,Female,14.86
India,Odisha,"PLFS Year (Jul - Jun), 2019",rural + urban,Person,7.09
India,Puducherry,"PLFS Year (Jul - Jun), 2019",rural,Male,41.08
India,Puducherry,"PLFS Year (Jul - Jun), 2019",rural,Female,49.57
India,Puducherry,"PLFS Year (Jul - Jun), 2019",rural,Person,42.79
India,Puducherry,"PLFS Year (Jul - Jun), 2019",urban,Male,19.53
India,Puducherry,"PLFS Year (Jul - Jun), 2019",urban,Female,23.27
India,Puducherry,"PLFS Year (Jul - Jun), 2019",urban,Person,14.78
India,Puducherry,"PLFS Year (Jul - Jun), 2019",rural + urban,Male,19.09
India,Puducherry,"PLFS Year (Jul - Jun), 2019",rural + urban,Female,22.91
India,Puducherry,"PLFS Year (Jul - Jun), 2019",rural + urban,Person,17.39
India,Punjab,"PLFS Year (Jul - Jun), 2019",rural,Male,13.56
India,Punjab,"PLFS Year (Jul - Jun), 2019",rural,Female,21.77
India,Punjab,"PLFS Year (Jul - Jun), 2019",rural,Person,13.95
India,Punjab,"PLFS Year (Jul - Jun), 2019",urban,Male,14.15
India,Punjab,"PLFS Year (Jul - Jun), 2019",urban,Female,14.66
India,Punjab,"PLFS Year (Jul - Jun), 2019",urban,Person,9.24
India,Punjab,"PLFS Year (Jul - Jun), 2019",rural + urban,Male,10.21
India,Punjab,"PLFS Year (Jul - Jun), 2019",rural + urban,Female,14.62
India,Punjab,"PLFS Year (Jul - Jun), 2019",rural + urban,Person,9.72
India,Rajasthan,"PLFS Year (Jul - Jun), 2019",rural,Male,11.32
India,Rajasthan,"PLFS Year (Jul - Jun), 2019",rural,Female,29.14
India,Rajasthan,"PLFS Year (Jul - Jun), 2019",rural,Person,10.36
India,Rajasthan,"PLFS Year (Jul - Jun), 2019",urban,Male,13.02
India,Rajasthan,"PLFS Year (Jul - Jun), 2019",urban,Female,15.76
India,Rajasthan,"PLFS Year (Jul - Jun), 2019",urban,Person,10.24
India,Rajasthan,"PLFS Year (Jul - Jun), 2019",rural + urban,Male,8.79
India,Rajasthan,"PLFS Year (Jul - Jun), 2019",rural + urban,Female,18.94
India,Rajasthan,"PLFS Year (Jul - Jun), 2019",rural + urban,Person,7.79
India,Sikkim,"PLFS Year (Jul - Jun), 2019",rural,Male,40.99
India,Sikkim,"PLFS Year (Jul - Jun), 2019",rural,Female,43.69
India,Sikkim,"PLFS Year (Jul - Jun), 2019",rural,Person,36.91
India,Sikkim,"PLFS Year (Jul - Jun), 2019",urban,Male,18.27
India,Sikkim,"PLFS Year (Jul - Jun), 2019",urban,Female,26.74
India,Sikkim,"PLFS Year (Jul - Jun), 2019",urban,Person,11.93
India,Sikkim,"PLFS Year (Jul - Jun), 2019",rural + urban,Male,30.48
India,Sikkim,"PLFS Year (Jul - Jun), 2019",rural + urban,Female,31.74
India,Sikkim,"PLFS Year (Jul - Jun), 2019",rural + urban,Person,26.94
India,Tamil Nadu,"PLFS Year (Jul - Jun), 2019",rural,Male,8.15
India,Tamil Nadu,"PLFS Year (Jul - Jun), 2019",rural,Female,13.26
India,Tamil Nadu,"PLFS Year (Jul - Jun), 2019",rural,Person,7.9
India,Tamil Nadu,"PLFS Year (Jul - Jun), 2019",urban,Male,9.72
India,Tamil Nadu,"PLFS Year (Jul - Jun), 2019",urban,Female,10.81
India,Tamil Nadu,"PLFS Year (Jul - Jun), 2019",urban,Person,8.13
India,Tamil Nadu,"PLFS Year (Jul - Jun), 2019",rural + urban,Male,6.25
India,Tamil Nadu,"PLFS Year (Jul - Jun), 2019",rural + urban,Female,8.77
India,Tamil Nadu,"PLFS Year (Jul - Jun), 2019",rural + urban,Person,5.69
India,Telangana,"PLFS Year (Jul - Jun), 2019",rural,Male,12.01
India,Telangana,"PLFS Year (Jul - Jun), 2019",rural,Female,25.95
India,Telangana,"PLFS Year (Jul - Jun), 2019",rural,Person,12.61
India,Telangana,"PLFS Year (Jul - Jun), 2019",urban,Male,9.16
India,Telangana,"PLFS Year (Jul - Jun), 2019",urban,Female,6.74
India,Telangana,"PLFS Year (Jul - Jun), 2019",urban,Person,8.12
India,Telangana,"PLFS Year (Jul - Jun), 2019",rural + urban,Male,7.91
India,Telangana,"PLFS Year (Jul - Jun), 2019",rural + urban,Female,15.49
India,Telangana,"PLFS Year (Jul - Jun), 2019",rural + urban,Person,8.29
India,The Dadra and Nagar Haveli and Daman and Diu,"PLFS Year (Jul - Jun), 2019",rural,Male,43.2850000000000000000000
India,The Dadra and Nagar Haveli and Daman and Diu,"PLFS Year (Jul - Jun), 2019",rural,Female,49.9100000000000000000000
India,The Dadra and Nagar Haveli and Daman and Diu,"PLFS Year (Jul - Jun), 2019",rural,Person,26.0600000000000000000000
India,The Dadra and Nagar Haveli and Daman and Diu,"PLFS Year (Jul - Jun), 2019",urban,Male,56.1400000000000000000000
India,The Dadra and Nagar Haveli and Daman and Diu,"PLFS Year (Jul - Jun), 2019",urban,Female,105.5400000000000000000000
India,The Dadra and Nagar Haveli and Daman and Diu,"PLFS Year (Jul - Jun), 2019",urban,Person,54.7500000000000000000000
India,The Dadra and Nagar Haveli and Daman and Diu,"PLFS Year (Jul - Jun), 2019",rural + urban,Male,45.3850000000000000000000
India,The Dadra and Nagar Haveli and Daman and Diu,"PLFS Year (Jul - Jun), 2019",rural + urban,Female,86.8350000000000000000000
India,The Dadra and Nagar Haveli and Daman and Diu,"PLFS Year (Jul - Jun), 2019",rural + urban,Person,43.8450000000000000000000
India,Tripura,"PLFS Year (Jul - Jun), 2019",rural,Male,27.61
India,Tripura,"PLFS Year (Jul - Jun), 2019",rural,Female,31.98
India,Tripura,"PLFS Year (Jul - Jun), 2019",rural,Person,24.85
India,Tripura,"PLFS Year (Jul - Jun), 2019",urban,Male,15.27
India,Tripura,"PLFS Year (Jul - Jun), 2019",urban,Female,58.81
India,Tripura,"PLFS Year (Jul - Jun), 2019",urban,Person,3.53
India,Tripura,"PLFS Year (Jul - Jun), 2019",rural + urban,Male,20.6
India,Tripura,"PLFS Year (Jul - Jun), 2019",rural + urban,Female,28.24
India,Tripura,"PLFS Year (Jul - Jun), 2019",rural + urban,Person,18.34
India,Uttar Pradesh,"PLFS Year (Jul - Jun), 2019",rural,Male,11.39
India,Uttar Pradesh,"PLFS Year (Jul - Jun), 2019",rural,Female,23.18
India,Uttar Pradesh,"PLFS Year (Jul - Jun), 2019",rural,Person,10.98
India,Uttar Pradesh,"PLFS Year (Jul - Jun), 2019",urban,Male,6.9
India,Uttar Pradesh,"PLFS Year (Jul - Jun), 2019",urban,Female,14.12
India,Uttar Pradesh,"PLFS Year (Jul - Jun), 2019",urban,Person,6.58
India,Uttar Pradesh,"PLFS Year (Jul - Jun), 2019",rural + urban,Male,8.25
India,Uttar Pradesh,"PLFS Year (Jul - Jun), 2019",rural + urban,Female,13.39
India,Uttar Pradesh,"PLFS Year (Jul - Jun), 2019",rural + urban,Person,7.76
India,Uttarakhand,"PLFS Year (Jul - Jun), 2019",rural,Male,15.61
India,Uttarakhand,"PLFS Year (Jul - Jun), 2019",rural,Female,34.87
India,Uttarakhand,"PLFS Year (Jul - Jun), 2019",rural,Person,15.74
India,Uttarakhand,"PLFS Year (Jul - Jun), 2019",urban,Male,20.0
India,Uttarakhand,"PLFS Year (Jul - Jun), 2019",urban,Female,24.63
India,Uttarakhand,"PLFS Year (Jul - Jun), 2019",urban,Person,20.02
India,Uttarakhand,"PLFS Year (Jul - Jun), 2019",rural + urban,Male,12.69
India,Uttarakhand,"PLFS Year (Jul - Jun), 2019",rural + urban,Female,23.26
India,Uttarakhand,"PLFS Year (Jul - Jun), 2019",rural + urban,Person,12.75
India,West Bengal,"PLFS Year (Jul - Jun), 2019",rural,Male,9.84
India,West Bengal,"PLFS Year (Jul - Jun), 2019",rural,Female,22.91
India,West Bengal,"PLFS Year (Jul - Jun), 2019",rural,Person,10.03
India,West Bengal,"PLFS Year (Jul - Jun), 2019",urban,Male,10.26
India,West Bengal,"PLFS Year (Jul - Jun), 2019",urban,Female,15.05
India,West Bengal,"PLFS Year (Jul - Jun), 2019",urban,Person,8.85
India,West Bengal,"PLFS Year (Jul - Jun), 2019",rural + urban,Male,7.76
India,West Bengal,"PLFS Year (Jul - Jun), 2019",rural + urban,Female,14.35
India,West Bengal,"PLFS Year (Jul - Jun), 2019",rural + urban,Person,7.58
India,Andaman and Nicobar Islands,"PLFS Year (Jul - Jun), 2018",rural,Male,11.78
India,Andaman and Nicobar Islands,"PLFS Year (Jul - Jun), 2018",rural,Female,23.06
India,Andaman and Nicobar Islands,"PLFS Year (Jul - Jun), 2018",rural,Person,21.8
India,Andaman and Nicobar Islands,"PLFS Year (Jul - Jun), 2018",urban,Male,3.85
India,Andaman and Nicobar Islands,"PLFS Year (Jul - Jun), 2018",urban,Female,14.37
India,Andaman and Nicobar Islands,"PLFS Year (Jul - Jun), 2018",urban,Person,1.81
India,Andaman and Nicobar Islands,"PLFS Year (Jul - Jun), 2018",rural + urban,Male,6.78
India,Andaman and Nicobar Islands,"PLFS Year (Jul - Jun), 2018",rural + urban,Female,14.2
India,Andaman and Nicobar Islands,"PLFS Year (Jul - Jun), 2018",rural + urban,Person,12.56
India,Andhra Pradesh,"PLFS Year (Jul - Jun), 2018",rural,Male,8.76
India,Andhra Pradesh,"PLFS Year (Jul - Jun), 2018",rural,Female,14.84
India,Andhra Pradesh,"PLFS Year (Jul - Jun), 2018",rural,Person,9.96
India,Andhra Pradesh,"PLFS Year (Jul - Jun), 2018",urban,Male,4.72
India,Andhra Pradesh,"PLFS Year (Jul - Jun), 2018",urban,Female,9.9
India,Andhra Pradesh,"PLFS Year (Jul - Jun), 2018",urban,Person,4.37
India,Andhra Pradesh,"PLFS Year (Jul - Jun), 2018",rural + urban,Male,6.26
India,Andhra Pradesh,"PLFS Year (Jul - Jun), 2018",rural + urban,Female,10.78
India,Andhra Pradesh,"PLFS Year (Jul - Jun), 2018",rural + urban,Person,7.08
India,Arunachal Pradesh,"PLFS Year (Jul - Jun), 2018",rural,Male,18.41
India,Arunachal Pradesh,"PLFS Year (Jul - Jun), 2018",rural,Female,21.36
India,Arunachal Pradesh,"PLFS Year (Jul - Jun), 2018",rural,Person,14.94
India,Arunachal Pradesh,"PLFS Year (Jul - Jun), 2018",urban,Male,18.39
India,Arunachal Pradesh,"PLFS Year (Jul - Jun), 2018",urban,Female,2.65
India,Arunachal Pradesh,"PLFS Year (Jul - Jun), 2018",urban,Person,9.63
India,Arunachal Pradesh,"PLFS Year (Jul - Jun), 2018",rural + urban,Male,15.38
India,Arunachal Pradesh,"PLFS Year (Jul - Jun), 2018",rural + urban,Female,15.37
India,Arunachal Pradesh,"PLFS Year (Jul - Jun), 2018",rural + urban,Person,11.79
India,Assam,"PLFS Year (Jul - Jun), 2018",rural,Male,12.22
India,Assam,"PLFS Year (Jul - Jun), 2018",rural,Female,30.95
India,Assam,"PLFS Year (Jul - Jun), 2018",rural,Person,11.96
India,Assam,"PLFS Year (Jul - Jun), 2018",urban,Male,9.42
India,Assam,"PLFS Year (Jul - Jun), 2018",urban,Female,25.75
India,Assam,"PLFS Year (Jul - Jun), 2018",urban,Person,8.63
India,Assam,"PLFS Year (Jul - Jun), 2018",rural + urban,Male,10.45
India,Assam,"PLFS Year (Jul - Jun), 2018",rural + urban,Female,24.29
India,Assam,"PLFS Year (Jul - Jun), 2018",rural + urban,Person,10.05
India,Bihar,"PLFS Year (Jul - Jun), 2018",rural,Male,8.76
India,Bihar,"PLFS Year (Jul - Jun), 2018",rural,Female,46.31
India,Bihar,"PLFS Year (Jul - Jun), 2018",rural,Person,8.76
India,Bihar,"PLFS Year (Jul - Jun), 2018",urban,Male,12.48
India,Bihar,"PLFS Year (Jul - Jun), 2018",urban,Female,39.64
India,Bihar,"PLFS Year (Jul - Jun), 2018",urban,Person,14.19
India,Bihar,"PLFS Year (Jul - Jun), 2018",rural + urban,Male,8.03
India,Bihar,"PLFS Year (Jul - Jun), 2018",rural + urban,Female,32.42
India,Bihar,"PLFS Year (Jul - Jun), 2018",rural + urban,Person,8.0
India,Chandigarh,"PLFS Year (Jul - Jun), 2018",rural,Male,0.0
India,Chandigarh,"PLFS Year (Jul - Jun), 2018",rural,Female,33.44
India,Chandigarh,"PLFS Year (Jul - Jun), 2018",rural,Person,80.32
India,Chandigarh,"PLFS Year (Jul - Jun), 2018",urban,Male,19.91
India,Chandigarh,"PLFS Year (Jul - Jun), 2018",urban,Female,14.93
India,Chandigarh,"PLFS Year (Jul - Jun), 2018",urban,Person,18.81
India,Chandigarh,"PLFS Year (Jul - Jun), 2018",rural + urban,Male,20.46
India,Chandigarh,"PLFS Year (Jul - Jun), 2018",rural + urban,Female,14.45
India,Chandigarh,"PLFS Year (Jul - Jun), 2018",rural + urban,Person,18.99
India,Chhattisgarh,"PLFS Year (Jul - Jun), 2018",rural,Male,11.83
India,Chhattisgarh,"PLFS Year (Jul - Jun), 2018",rural,Female,46.11
India,Chhattisgarh,"PLFS Year (Jul - Jun), 2018",rural,Person,11.66
India,Chhattisgarh,"PLFS Year (Jul - Jun), 2018",urban,Male,14.06
India,Chhattisgarh,"PLFS Year (Jul - Jun), 2018",urban,Female,25.67
India,Chhattisgarh,"PLFS Year (Jul - Jun), 2018",urban,Person,12.79
India,Chhattisgarh,"PLFS Year (Jul - Jun), 2018",rural + urban,Male,9.77
India,Chhattisgarh,"PLFS Year (Jul - Jun), 2018",rural + urban,Female,26.46
India,Chhattisgarh,"PLFS Year (Jul - Jun), 2018",rural + urban,Person,9.11
India,Delhi,"PLFS Year (Jul - Jun), 2018",rural,Male,74.0
India,Delhi,"PLFS Year (Jul - Jun), 2018",rural,Female,0.0
India,Delhi,"PLFS Year (Jul - Jun), 2018",rural,Person,80.48
India,Delhi,"PLFS Year (Jul - Jun), 2018",urban,Male,16.36
India,Delhi,"PLFS Year (Jul - Jun), 2018",urban,Female,32.29
India,Delhi,"PLFS Year (Jul - Jun), 2018",urban,Person,18.35
India,Delhi,"PLFS Year (Jul - Jun), 2018",rural + urban,Male,16.38
India,Delhi,"PLFS Year (Jul - Jun), 2018",rural + urban,Female,32.38
India,Delhi,"PLFS Year (Jul - Jun), 2018",rural + urban,Person,18.39
India,Goa,"PLFS Year (Jul - Jun), 2018",rural,Male,29.25
India,Goa,"PLFS Year (Jul - Jun), 2018",rural,Female,15.21
India,Goa,"PLFS Year (Jul - Jun), 2018",rural,Person,9.45
India,Goa,"PLFS Year (Jul - Jun), 2018",urban,Male,35.43
India,Goa,"PLFS Year (Jul - Jun), 2018",urban,Female,20.92
India,Goa,"PLFS Year (Jul - Jun), 2018",urban,Person,15.51
India,Goa,"PLFS Year (Jul - Jun), 2018",rural + urban,Male,29.22
India,Goa,"PLFS Year (Jul - Jun), 2018",rural + urban,Female,13.26
India,Goa,"PLFS Year (Jul - Jun), 2018",rural + urban,Person,11.01
India,Gujarat,"PLFS Year (Jul - Jun), 2018",rural,Male,12.48
India,Gujarat,"PLFS Year (Jul - Jun), 2018",rural,Female,36.6
India,Gujarat,"PLFS Year (Jul - Jun), 2018",rural,Person,11.55
India,Gujarat,"PLFS Year (Jul - Jun), 2018",urban,Male,23.33
India,Gujarat,"PLFS Year (Jul - Jun), 2018",urban,Female,20.67
India,Gujarat,"PLFS Year (Jul - Jun), 2018",urban,Person,21.1
India,Gujarat,"PLFS Year (Jul - Jun), 2018",rural + urban,Male,12.19
India,Gujarat,"PLFS Year (Jul - Jun), 2018",rural + urban,Female,24.51
India,Gujarat,"PLFS Year (Jul - Jun), 2018",rural + urban,Person,11.03
India,Haryana,"PLFS Year (Jul - Jun), 2018",rural,Male,12.12
India,Haryana,"PLFS Year (Jul - Jun), 2018",rural,Female,26.73
India,Haryana,"PLFS Year (Jul - Jun), 2018",rural,Person,11.49
India,Haryana,"PLFS Year (Jul - Jun), 2018",urban,Male,9.36
India,Haryana,"PLFS Year (Jul - Jun), 2018",urban,Female,25.66
India,Haryana,"PLFS Year (Jul - Jun), 2018",urban,Person,11.92
India,Haryana,"PLFS Year (Jul - Jun), 2018",rural + urban,Male,9.1
India,Haryana,"PLFS Year (Jul - Jun), 2018",rural + urban,Female,19.15
India,Haryana,"PLFS Year (Jul - Jun), 2018",rural + urban,Person,8.95
India,Himachal Pradesh,"PLFS Year (Jul - Jun), 2018",rural,Male,13.02
India,Himachal Pradesh,"PLFS Year (Jul - Jun), 2018",rural,Female,17.19
India,Himachal Pradesh,"PLFS Year (Jul - Jun), 2018",rural,Person,11.4
India,Himachal Pradesh,"PLFS Year (Jul - Jun), 2018",urban,Male,23.08
India,Himachal Pradesh,"PLFS Year (Jul - Jun), 2018",urban,Female,18.39
India,Himachal Pradesh,"PLFS Year (Jul - Jun), 2018",urban,Person,14.34
India,Himachal Pradesh,"PLFS Year (Jul - Jun), 2018",rural + urban,Male,11.86
India,Himachal Pradesh,"PLFS Year (Jul - Jun), 2018",rural + urban,Female,16.02
India,Himachal Pradesh,"PLFS Year (Jul - Jun), 2018",rural + urban,Person,10.37
India,Jammu and Kashmir,"PLFS Year (Jul - Jun), 2018",rural,Male,14.44
India,Jammu and Kashmir,"PLFS Year (Jul - Jun), 2018",rural,Female,19.46
India,Jammu and Kashmir,"PLFS Year (Jul - Jun), 2018",rural,Person,11.32
India,Jammu and Kashmir,"PLFS Year (Jul - Jun), 2018",urban,Male,10.95
India,Jammu and Kashmir,"PLFS Year (Jul - Jun), 2018",urban,Female,5.98
India,Jammu and Kashmir,"PLFS Year (Jul - Jun), 2018",urban,Person,4.93
India,Jammu and Kashmir,"PLFS Year (Jul - Jun), 2018",rural + urban,Male,11.17
India,Jammu and Kashmir,"PLFS Year (Jul - Jun), 2018",rural + urban,Female,11.84
India,Jammu and Kashmir,"PLFS Year (Jul - Jun), 2018",rural + urban,Person,7.76
India,Jharkhand,"PLFS Year (Jul - Jun), 2018",rural,Male,17.46
India,Jharkhand,"PLFS Year (Jul - Jun), 2018",rural,Female,56.17
India,Jharkhand,"PLFS Year (Jul - Jun), 2018",rural,Person,18.29
India,Jharkhand,"PLFS Year (Jul - Jun), 2018",urban,Male,15.44
India,Jharkhand,"PLFS Year (Jul - Jun), 2018",urban,Female,41.0
India,Jharkhand,"PLFS Year (Jul - Jun), 2018",urban,Person,18.22
India,Jharkhand,"PLFS Year (Jul - Jun), 2018",rural + urban,Male,13.31
India,Jharkhand,"PLFS Year (Jul - Jun), 2018",rural + urban,Female,35.41
India,Jharkhand,"PLFS Year (Jul - Jun), 2018",rural + urban,Person,13.96
India,Karnataka,"PLFS Year (Jul - Jun), 2018",rural,Male,16.05
India,Karnataka,"PLFS Year (Jul - Jun), 2018",rural,Female,30.76
India,Karnataka,"PLFS Year (Jul - Jun), 2018",rural,Person,14.26
India,Karnataka,"PLFS Year (Jul - Jun), 2018",urban,Male,2.03
India,Karnataka,"PLFS Year (Jul - Jun), 2018",urban,Female,21.03
India,Karnataka,"PLFS Year (Jul - Jun), 2018",urban,Person,6.11
India,Karnataka,"PLFS Year (Jul - Jun), 2018",rural + urban,Male,10.05
India,Karnataka,"PLFS Year (Jul - Jun), 2018",rural + urban,Female,18.29
India,Karnataka,"PLFS Year (Jul - Jun), 2018",rural + urban,Person,8.83
India,Kerala,"PLFS Year (Jul - Jun), 2018",rural,Male,9.0
India,Kerala,"PLFS Year (Jul - Jun), 2018",rural,Female,8.66
India,Kerala,"PLFS Year (Jul - Jun), 2018",rural,Person,7.18
India,Kerala,"PLFS Year (Jul - Jun), 2018",urban,Male,11.63
India,Kerala,"PLFS Year (Jul - Jun), 2018",urban,Female,4.67
India,Kerala,"PLFS Year (Jul - Jun), 2018",urban,Person,5.62
India,Kerala,"PLFS Year (Jul - Jun), 2018",rural + urban,Male,7.22
India,Kerala,"PLFS Year (Jul - Jun), 2018",rural + urban,Female,5.05
India,Kerala,"PLFS Year (Jul - Jun), 2018",rural + urban,Person,4.64
India,Ladakh,"PLFS Year (Jul - Jun), 2018",rural,Male,14.44
India,Ladakh,"PLFS Year (Jul - Jun), 2018",rural,Female,19.46
India,Ladakh,"PLFS Year (Jul - Jun), 2018",rural,Person,11.32
India,Ladakh,"PLFS Year (Jul - Jun), 2018",urban,Male,10.95
India,Ladakh,"PLFS Year (Jul - Jun), 2018",urban,Female,5.98
India,Ladakh,"PLFS Year (Jul - Jun), 2018",urban,Person,4.93
India,Ladakh,"PLFS Year (Jul - Jun), 2018",rural + urban,Male,11.17
India,Ladakh,"PLFS Year (Jul - Jun), 2018",rural + urban,Female,11.84
India,Ladakh,"PLFS Year (Jul - Jun), 2018",rural + urban,Person,7.76
India,Lakshadweep,"PLFS Year (Jul - Jun), 2018",rural,Male,25.87
India,Lakshadweep,"PLFS Year (Jul - Jun), 2018",rural,Female,12.37
India,Lakshadweep,"PLFS Year (Jul - Jun), 2018",rural,Person,22.28
India,Lakshadweep,"PLFS Year (Jul - Jun), 2018",urban,Male,10.36
India,Lakshadweep,"PLFS Year (Jul - Jun), 2018",urban,Female,24.66
India,Lakshadweep,"PLFS Year (Jul - Jun), 2018",urban,Person,19.04
India,Lakshadweep,"PLFS Year (Jul - Jun), 2018",rural + urban,Male,11.63
India,Lakshadweep,"PLFS Year (Jul - Jun), 2018",rural + urban,Female,21.13
India,Lakshadweep,"PLFS Year (Jul - Jun), 2018",rural + urban,Person,14.81
India,Madhya Pradesh,"PLFS Year (Jul - Jun), 2018",rural,Male,11.91
India,Madhya Pradesh,"PLFS Year (Jul - Jun), 2018",rural,Female,18.88
India,Madhya Pradesh,"PLFS Year (Jul - Jun), 2018",rural,Person,11.15
India,Madhya Pradesh,"PLFS Year (Jul - Jun), 2018",urban,Male,7.31
India,Madhya Pradesh,"PLFS Year (Jul - Jun), 2018",urban,Female,17.24
India,Madhya Pradesh,"PLFS Year (Jul - Jun), 2018",urban,Person,6.73
India,Madhya Pradesh,"PLFS Year (Jul - Jun), 2018",rural + urban,Male,8.48
India,Madhya Pradesh,"PLFS Year (Jul - Jun), 2018",rural + urban,Female,15.9
India,Madhya Pradesh,"PLFS Year (Jul - Jun), 2018",rural + urban,Person,8.2
India,Maharashtra,"PLFS Year (Jul - Jun), 2018",rural,Male,8.87
India,Maharashtra,"PLFS Year (Jul - Jun), 2018",rural,Female,13.35
India,Maharashtra,"PLFS Year (Jul - Jun), 2018",rural,Person,8.92
India,Maharashtra,"PLFS Year (Jul - Jun), 2018",urban,Male,4.07
India,Maharashtra,"PLFS Year (Jul - Jun), 2018",urban,Female,22.37
India,Maharashtra,"PLFS Year (Jul - Jun), 2018",urban,Person,6.75
India,Maharashtra,"PLFS Year (Jul - Jun), 2018",rural + urban,Male,5.73
India,Maharashtra,"PLFS Year (Jul - Jun), 2018",rural + urban,Female,12.0
India,Maharashtra,"PLFS Year (Jul - Jun), 2018",rural + urban,Person,6.05
India,Manipur,"PLFS Year (Jul - Jun), 2018",rural,Male,22.82
India,Manipur,"PLFS Year (Jul - Jun), 2018",rural,Female,17.72
India,Manipur,"PLFS Year (Jul - Jun), 2018",rural,Person,16.52
India,Manipur,"PLFS Year (Jul - Jun), 2018",urban,Male,1.25
India,Manipur,"PLFS Year (Jul - Jun), 2018",urban,Female,16.18
India,Manipur,"PLFS Year (Jul - Jun), 2018",urban,Person,4.47
India,Manipur,"PLFS Year (Jul - Jun), 2018",rural + urban,Male,15.22
India,Manipur,"PLFS Year (Jul - Jun), 2018",rural + urban,Female,14.91
India,Manipur,"PLFS Year (Jul - Jun), 2018",rural + urban,Person,12.06
India,Meghalaya,"PLFS Year (Jul - Jun), 2018",rural,Male,26.84
India,Meghalaya,"PLFS Year (Jul - Jun), 2018",rural,Female,28.38
India,Meghalaya,"PLFS Year (Jul - Jun), 2018",rural,Person,16.87
India,Meghalaya,"PLFS Year (Jul - Jun), 2018",urban,Male,29.14
