Country,Year,Gender,Technical Education Level (Code),Type Of Areas,"Percentage Distribution (UOM:%(Percentage)), Scaling Factor:1","Estimated Persons (15+) (UOM:Number), Scaling Factor:100","Sample Persons (15+) (UOM:Number), Scaling Factor:1"
India,"PLFS Year (Jul - Jun), 2018",Female,Diploma Or Certificate (Graduate And Above Level) in Other Subjects -16,Rural,0.1,3213.0,109
India,"PLFS Year (Jul - Jun), 2018",Persons,Diploma Or Certificate (Graduate And Above Level) in Other Subjects -16,Rural,0.2,8467.0,270
India,"PLFS Year (Jul - Jun), 2018",Male,Diploma Or Certificate (Graduate And Above Level) in Other Subjects -16,Urban,0.4,5329.0,276
India,"PLFS Year (Jul - Jun), 2018",Female,Diploma Or Certificate (Graduate And Above Level) in Other Subjects -16,Urban,0.5,6307.0,288
India,"PLFS Year (Jul - Jun), 2018",Persons,Diploma Or Certificate (Graduate And Above Level) in Other Subjects -16,Urban,0.5,11636.0,564
India,"PLFS Year (Jul - Jun), 2018",Male,Diploma Or Certificate (Graduate And Above Level) in Other Subjects -16,Rural+Urban,0.3,10582.0,437
India,"PLFS Year (Jul - Jun), 2018",Female,Diploma Or Certificate (Graduate And Above Level) in Other Subjects -16,Rural+Urban,0.2,9520.0,397
India,"PLFS Year (Jul - Jun), 2018",Persons,Diploma Or Certificate (Graduate And Above Level) in Other Subjects -16,Rural+Urban,0.3,20103.0,834
India,"PLFS Year (Jul - Jun), 2017",Male,No Technical Education -01,Rural,98.0,2727608.0,92246
India,"PLFS Year (Jul - Jun), 2017",Female,No Technical Education -01,Rural,99.1,2703855.0,89872
India,"PLFS Year (Jul - Jun), 2017",Persons,No Technical Education -01,Rural,98.5,5431463.0,182118
India,"PLFS Year (Jul - Jun), 2017",Male,No Technical Education -01,Urban,92.4,1130137.0,68504
India,"PLFS Year (Jul - Jun), 2017",Female,No Technical Education -01,Urban,96.3,1158656.0,69715
India,"PLFS Year (Jul - Jun), 2017",Persons,No Technical Education -01,Urban,94.3,2288793.0,138219
India,"PLFS Year (Jul - Jun), 2017",Male,No Technical Education -01,Rural+Urban,96.3,3857745.0,160750
India,"PLFS Year (Jul - Jun), 2017",Female,No Technical Education -01,Rural+Urban,98.2,3862512.0,159587
India,"PLFS Year (Jul - Jun), 2017",Persons,No Technical Education -01,Rural+Urban,97.3,7720256.0,320337
India,"PLFS Year (Jul - Jun), 2017",Male,Technical Degree in Agriculture -02,Rural,0.0,301.0,13
India,"PLFS Year (Jul - Jun), 2017",Female,Technical Degree in Agriculture -02,Rural,0.0,1.0,1
India,"PLFS Year (Jul - Jun), 2017",Persons,Technical Degree in Agriculture -02,Rural,0.0,302.0,14
India,"PLFS Year (Jul - Jun), 2017",Male,Technical Degree in Agriculture -02,Urban,0.0,316.0,19
India,"PLFS Year (Jul - Jun), 2017",Female,Technical Degree in Agriculture -02,Urban,0.0,117.0,13
India,"PLFS Year (Jul - Jun), 2017",Persons,Technical Degree in Agriculture -02,Urban,0.0,433.0,32
India,"PLFS Year (Jul - Jun), 2017",Male,Technical Degree in Agriculture -02,Rural+Urban,0.0,617.0,32
India,"PLFS Year (Jul - Jun), 2017",Female,Technical Degree in Agriculture -02,Rural+Urban,0.0,118.0,14
India,"PLFS Year (Jul - Jun), 2017",Persons,Technical Degree in Agriculture -02,Rural+Urban,0.0,735.0,46
India,"PLFS Year (Jul - Jun), 2017",Male,Technical Degree in Engineering/Technology -03,Rural,0.2,6139.0,203
India,"PLFS Year (Jul - Jun), 2017",Female,Technical Degree in Engineering/Technology -03,Rural,0.1,2233.0,57
India,"PLFS Year (Jul - Jun), 2017",Persons,Technical Degree in Engineering/Technology -03,Rural,0.2,8371.0,260
India,"PLFS Year (Jul - Jun), 2017",Male,Technical Degree in Engineering/Technology -03,Urban,2.2,26559.0,1304
India,"PLFS Year (Jul - Jun), 2017",Female,Technical Degree in Engineering/Technology -03,Urban,0.6,7569.0,373
India,"PLFS Year (Jul - Jun), 2017",Persons,Technical Degree in Engineering/Technology -03,Urban,1.4,34128.0,1677
India,"PLFS Year (Jul - Jun), 2017",Male,Technical Degree in Engineering/Technology -03,Rural+Urban,0.8,32698.0,1507
India,"PLFS Year (Jul - Jun), 2017",Female,Technical Degree in Engineering/Technology -03,Rural+Urban,0.2,9802.0,430
India,"PLFS Year (Jul - Jun), 2017",Persons,Technical Degree in Engineering/Technology -03,Rural+Urban,0.5,42499.0,1937
India,"PLFS Year (Jul - Jun), 2017",Male,Technical Degree in Medicine -04,Rural,0.0,978.0,27
India,"PLFS Year (Jul - Jun), 2017",Female,Technical Degree in Medicine -04,Rural,0.0,718.0,31
India,"PLFS Year (Jul - Jun), 2017",Persons,Technical Degree in Medicine -04,Rural,0.0,1696.0,58
India,"PLFS Year (Jul - Jun), 2017",Male,Technical Degree in Medicine -04,Urban,0.3,3156.0,173
India,"PLFS Year (Jul - Jun), 2017",Female,Technical Degree in Medicine -04,Urban,0.3,3202.0,182
India,"PLFS Year (Jul - Jun), 2017",Persons,Technical Degree in Medicine -04,Urban,0.3,6358.0,355
India,"PLFS Year (Jul - Jun), 2017",Male,Technical Degree in Medicine -04,Rural+Urban,0.1,4135.0,200
India,"PLFS Year (Jul - Jun), 2017",Female,Technical Degree in Medicine -04,Rural+Urban,0.1,3920.0,213
India,"PLFS Year (Jul - Jun), 2017",Persons,Technical Degree in Medicine -04,Rural+Urban,0.1,8054.0,413
India,"PLFS Year (Jul - Jun), 2017",Male,Technical Degree in Crafts -05,Rural,0.0,128.0,3
India,"PLFS Year (Jul - Jun), 2017",Female,Technical Degree in Crafts -05,Rural,0.0,0.0,0
India,"PLFS Year (Jul - Jun), 2017",Persons,Technical Degree in Crafts -05,Rural,0.0,128.0,3
India,"PLFS Year (Jul - Jun), 2017",Male,Technical Degree in Crafts -05,Urban,0.0,168.0,9
India,"PLFS Year (Jul - Jun), 2017",Female,Technical Degree in Crafts -05,Urban,0.0,74.0,5
India,"PLFS Year (Jul - Jun), 2017",Persons,Technical Degree in Crafts -05,Urban,0.0,242.0,14
India,"PLFS Year (Jul - Jun), 2017",Male,Technical Degree in Crafts -05,Rural+Urban,0.0,296.0,12
India,"PLFS Year (Jul - Jun), 2017",Female,Technical Degree in Crafts -05,Rural+Urban,0.0,74.0,5
India,"PLFS Year (Jul - Jun), 2017",Persons,Technical Degree in Crafts -05,Rural+Urban,0.0,370.0,17
India,"PLFS Year (Jul - Jun), 2017",Male,Technical Degree in Other Subjects -06,Rural,0.3,9565.0,292
India,"PLFS Year (Jul - Jun), 2017",Female,Technical Degree in Other Subjects -06,Rural,0.2,4620.0,161
India,"PLFS Year (Jul - Jun), 2017",Persons,Technical Degree in Other Subjects -06,Rural,0.3,14185.0,453
India,"PLFS Year (Jul - Jun), 2017",Male,Technical Degree in Other Subjects -06,Urban,0.9,10647.0,559
India,"PLFS Year (Jul - Jun), 2017",Female,Technical Degree in Other Subjects -06,Urban,0.8,9579.0,524
India,"PLFS Year (Jul - Jun), 2017",Persons,Technical Degree in Other Subjects -06,Urban,0.8,20227.0,1083
India,"PLFS Year (Jul - Jun), 2017",Male,Technical Degree in Other Subjects -06,Rural+Urban,0.5,20212.0,851
India,"PLFS Year (Jul - Jun), 2017",Female,Technical Degree in Other Subjects -06,Rural+Urban,0.4,14199.0,685
India,"PLFS Year (Jul - Jun), 2017",Persons,Technical Degree in Other Subjects -06,Rural+Urban,0.4,34412.0,1536
India,"PLFS Year (Jul - Jun), 2017",Male,Diploma Or Certificate (Below Graduate Level) in Agriculture -07,Rural,0.0,1116.0,28
India,"PLFS Year (Jul - Jun), 2017",Female,Diploma Or Certificate (Below Graduate Level) in Agriculture -07,Rural,0.0,292.0,12
India,"PLFS Year (Jul - Jun), 2017",Persons,Diploma Or Certificate (Below Graduate Level) in Agriculture -07,Rural,0.0,1408.0,40
India,"PLFS Year (Jul - Jun), 2017",Male,Diploma Or Certificate (Below Graduate Level) in Agriculture -07,Urban,0.0,407.0,26
India,"PLFS Year (Jul - Jun), 2017",Female,Diploma Or Certificate (Below Graduate Level) in Agriculture -07,Urban,0.0,161.0,8
India,"PLFS Year (Jul - Jun), 2017",Persons,Diploma Or Certificate (Below Graduate Level) in Agriculture -07,Urban,0.0,568.0,34
India,"PLFS Year (Jul - Jun), 2017",Male,Diploma Or Certificate (Below Graduate Level) in Agriculture -07,Rural+Urban,0.0,1524.0,54
India,"PLFS Year (Jul - Jun), 2017",Female,Diploma Or Certificate (Below Graduate Level) in Agriculture -07,Rural+Urban,0.0,453.0,20
India,"PLFS Year (Jul - Jun), 2017",Persons,Diploma Or Certificate (Below Graduate Level) in Agriculture -07,Rural+Urban,0.0,1976.0,74
India,"PLFS Year (Jul - Jun), 2017",Male,Diploma Or Certificate (Below Graduate Level) in Engineering/Technology -08,Rural,0.7,18198.0,670
India,"PLFS Year (Jul - Jun), 2017",Female,Diploma Or Certificate (Below Graduate Level) in Engineering/Technology -08,Rural,0.1,1796.0,93
India,"PLFS Year (Jul - Jun), 2017",Persons,Diploma Or Certificate (Below Graduate Level) in Engineering/Technology -08,Rural,0.4,19994.0,763
India,"PLFS Year (Jul - Jun), 2017",Male,Diploma Or Certificate (Below Graduate Level) in Engineering/Technology -08,Urban,1.8,21903.0,1276
India,"PLFS Year (Jul - Jun), 2017",Female,Diploma Or Certificate (Below Graduate Level) in Engineering/Technology -08,Urban,0.3,3083.0,257
India,"PLFS Year (Jul - Jun), 2017",Persons,Diploma Or Certificate (Below Graduate Level) in Engineering/Technology -08,Urban,1.0,24986.0,1533
India,"PLFS Year (Jul - Jun), 2017",Male,Diploma Or Certificate (Below Graduate Level) in Engineering/Technology -08,Rural+Urban,1.0,40101.0,1946
India,"PLFS Year (Jul - Jun), 2017",Female,Diploma Or Certificate (Below Graduate Level) in Engineering/Technology -08,Rural+Urban,0.1,4879.0,350
India,"PLFS Year (Jul - Jun), 2017",Persons,Diploma Or Certificate (Below Graduate Level) in Engineering/Technology -08,Rural+Urban,0.6,44980.0,2296
India,"PLFS Year (Jul - Jun), 2017",Male,Diploma Or Certificate (Below Graduate Level) in Medicine -09,Rural,0.0,1235.0,50
India,"PLFS Year (Jul - Jun), 2017",Female,Diploma Or Certificate (Below Graduate Level) in Medicine -09,Rural,0.1,2421.0,104
India,"PLFS Year (Jul - Jun), 2017",Persons,Diploma Or Certificate (Below Graduate Level) in Medicine -09,Rural,0.1,3656.0,154
India,"PLFS Year (Jul - Jun), 2017",Male,Diploma Or Certificate (Below Graduate Level) in Medicine -09,Urban,0.2,2342.0,127
India,"PLFS Year (Jul - Jun), 2017",Female,Diploma Or Certificate (Below Graduate Level) in Medicine -09,Urban,0.3,3106.0,172
India,"PLFS Year (Jul - Jun), 2017",Persons,Diploma Or Certificate (Below Graduate Level) in Medicine -09,Urban,0.2,5448.0,299
India,"PLFS Year (Jul - Jun), 2017",Male,Diploma Or Certificate (Below Graduate Level) in Medicine -09,Rural+Urban,0.1,3578.0,177
India,"PLFS Year (Jul - Jun), 2017",Female,Diploma Or Certificate (Below Graduate Level) in Medicine -09,Rural+Urban,0.1,5526.0,276
India,"PLFS Year (Jul - Jun), 2017",Persons,Diploma Or Certificate (Below Graduate Level) in Medicine -09,Rural+Urban,0.1,9104.0,453
India,"PLFS Year (Jul - Jun), 2017",Male,Diploma Or Certificate (Below Graduate Level) in Crafts -10,Rural,0.0,321.0,17
India,"PLFS Year (Jul - Jun), 2017",Female,Diploma Or Certificate (Below Graduate Level) in Crafts -10,Rural,0.0,1068.0,32
India,"PLFS Year (Jul - Jun), 2017",Persons,Diploma Or Certificate (Below Graduate Level) in Crafts -10,Rural,0.0,1389.0,49
India,"PLFS Year (Jul - Jun), 2017",Male,Diploma Or Certificate (Below Graduate Level) in Crafts -10,Urban,0.0,298.0,19
India,"PLFS Year (Jul - Jun), 2017",Female,Diploma Or Certificate (Below Graduate Level) in Crafts -10,Urban,0.0,534.0,36
India,"PLFS Year (Jul - Jun), 2017",Persons,Diploma Or Certificate (Below Graduate Level) in Crafts -10,Urban,0.0,832.0,55
India,"PLFS Year (Jul - Jun), 2017",Male,Diploma Or Certificate (Below Graduate Level) in Crafts -10,Rural+Urban,0.0,619.0,36
India,"PLFS Year (Jul - Jun), 2017",Female,Diploma Or Certificate (Below Graduate Level) in Crafts -10,Rural+Urban,0.0,1602.0,68
India,"PLFS Year (Jul - Jun), 2017",Persons,Diploma Or Certificate (Below Graduate Level) in Crafts -10,Rural+Urban,0.0,2221.0,104
India,"PLFS Year (Jul - Jun), 2017",Male,Diploma Or Certificate (Below Graduate Level) in Other Subjects -11,Rural,0.4,10912.0,399
India,"PLFS Year (Jul - Jun), 2017",Female,Diploma Or Certificate (Below Graduate Level) in Other Subjects -11,Rural,0.3,6995.0,248
India,"PLFS Year (Jul - Jun), 2017",Persons,Diploma Or Certificate (Below Graduate Level) in Other Subjects -11,Rural,0.3,17907.0,647
India,"PLFS Year (Jul - Jun), 2017",Male,Diploma Or Certificate (Below Graduate Level) in Other Subjects -11,Urban,0.9,10873.0,602
India,"PLFS Year (Jul - Jun), 2017",Female,Diploma Or Certificate (Below Graduate Level) in Other Subjects -11,Urban,0.6,7245.0,438
India,"PLFS Year (Jul - Jun), 2017",Persons,Diploma Or Certificate (Below Graduate Level) in Other Subjects -11,Urban,0.7,18119.0,1040
India,"PLFS Year (Jul - Jun), 2017",Male,Diploma Or Certificate (Below Graduate Level) in Other Subjects -11,Rural+Urban,0.5,21785.0,1001
India,"PLFS Year (Jul - Jun), 2017",Female,Diploma Or Certificate (Below Graduate Level) in Other Subjects -11,Rural+Urban,0.4,14241.0,686
India,"PLFS Year (Jul - Jun), 2017",Persons,Diploma Or Certificate (Below Graduate Level) in Other Subjects -11,Rural+Urban,0.5,36026.0,1687
India,"PLFS Year (Jul - Jun), 2017",Male,Diploma Or Certificate (Graduate And Above Level) in Agriculture -12,Rural,0.0,151.0,6
India,"PLFS Year (Jul - Jun), 2017",Female,Diploma Or Certificate (Graduate And Above Level) in Agriculture -12,Rural,0.0,8.0,1
India,"PLFS Year (Jul - Jun), 2017",Persons,Diploma Or Certificate (Graduate And Above Level) in Agriculture -12,Rural,0.0,159.0,7
India,"PLFS Year (Jul - Jun), 2017",Male,Diploma Or Certificate (Graduate And Above Level) in Agriculture -12,Urban,0.0,273.0,19
India,"PLFS Year (Jul - Jun), 2017",Female,Diploma Or Certificate (Graduate And Above Level) in Agriculture -12,Urban,0.0,97.0,9
India,"PLFS Year (Jul - Jun), 2017",Persons,Diploma Or Certificate (Graduate And Above Level) in Agriculture -12,Urban,0.0,369.0,28
India,"PLFS Year (Jul - Jun), 2017",Male,Diploma Or Certificate (Graduate And Above Level) in Agriculture -12,Rural+Urban,0.0,424.0,25
India,"PLFS Year (Jul - Jun), 2017",Female,Diploma Or Certificate (Graduate And Above Level) in Agriculture -12,Rural+Urban,0.0,105.0,10
India,"PLFS Year (Jul - Jun), 2017",Persons,Diploma Or Certificate (Graduate And Above Level) in Agriculture -12,Rural+Urban,0.0,528.0,35
India,"PLFS Year (Jul - Jun), 2017",Male,Diploma Or Certificate (Graduate And Above Level) in Engineering/Technology -13,Rural,0.1,2234.0,77
India,"PLFS Year (Jul - Jun), 2017",Female,Diploma Or Certificate (Graduate And Above Level) in Engineering/Technology -13,Rural,0.0,848.0,26
India,"PLFS Year (Jul - Jun), 2017",Persons,Diploma Or Certificate (Graduate And Above Level) in Engineering/Technology -13,Rural,0.1,3082.0,103
India,"PLFS Year (Jul - Jun), 2017",Male,Diploma Or Certificate (Graduate And Above Level) in Engineering/Technology -13,Urban,0.6,7170.0,354
India,"PLFS Year (Jul - Jun), 2017",Female,Diploma Or Certificate (Graduate And Above Level) in Engineering/Technology -13,Urban,0.1,1768.0,103
India,"PLFS Year (Jul - Jun), 2017",Persons,Diploma Or Certificate (Graduate And Above Level) in Engineering/Technology -13,Urban,0.4,8937.0,457
India,"PLFS Year (Jul - Jun), 2017",Male,Diploma Or Certificate (Graduate And Above Level) in Engineering/Technology -13,Rural+Urban,0.2,9404.0,431
India,"PLFS Year (Jul - Jun), 2017",Female,Diploma Or Certificate (Graduate And Above Level) in Engineering/Technology -13,Rural+Urban,0.1,2615.0,129
India,"PLFS Year (Jul - Jun), 2017",Persons,Diploma Or Certificate (Graduate And Above Level) in Engineering/Technology -13,Rural+Urban,0.2,12019.0,560
India,"PLFS Year (Jul - Jun), 2017",Male,Diploma Or Certificate (Graduate And Above Level) in Medicine -14,Rural,0.0,704.0,17
India,"PLFS Year (Jul - Jun), 2017",Female,Diploma Or Certificate (Graduate And Above Level) in Medicine -14,Rural,0.0,422.0,21
India,"PLFS Year (Jul - Jun), 2017",Persons,Diploma Or Certificate (Graduate And Above Level) in Medicine -14,Rural,0.0,1125.0,38
India,"PLFS Year (Jul - Jun), 2017",Male,Diploma Or Certificate (Graduate And Above Level) in Medicine -14,Urban,0.1,1693.0,101
India,"PLFS Year (Jul - Jun), 2017",Female,Diploma Or Certificate (Graduate And Above Level) in Medicine -14,Urban,0.2,1805.0,103
India,"PLFS Year (Jul - Jun), 2017",Persons,Diploma Or Certificate (Graduate And Above Level) in Medicine -14,Urban,0.1,3498.0,204
India,"PLFS Year (Jul - Jun), 2017",Male,Diploma Or Certificate (Graduate And Above Level) in Medicine -14,Rural+Urban,0.1,2397.0,118
India,"PLFS Year (Jul - Jun), 2017",Female,Diploma Or Certificate (Graduate And Above Level) in Medicine -14,Rural+Urban,0.1,2226.0,124
India,"PLFS Year (Jul - Jun), 2017",Persons,Diploma Or Certificate (Graduate And Above Level) in Medicine -14,Rural+Urban,0.1,4623.0,242
India,"PLFS Year (Jul - Jun), 2017",Male,Diploma Or Certificate (Graduate And Above Level) in Crafts -15,Rural,0.0,65.0,4
India,"PLFS Year (Jul - Jun), 2017",Female,Diploma Or Certificate (Graduate And Above Level) in Crafts -15,Rural,0.0,194.0,3
India,"PLFS Year (Jul - Jun), 2017",Persons,Diploma Or Certificate (Graduate And Above Level) in Crafts -15,Rural,0.0,260.0,7
India,"PLFS Year (Jul - Jun), 2017",Male,Diploma Or Certificate (Graduate And Above Level) in Crafts -15,Urban,0.0,267.0,13
India,"PLFS Year (Jul - Jun), 2017",Female,Diploma Or Certificate (Graduate And Above Level) in Crafts -15,Urban,0.0,224.0,10
India,"PLFS Year (Jul - Jun), 2017",Persons,Diploma Or Certificate (Graduate And Above Level) in Crafts -15,Urban,0.0,491.0,23
India,"PLFS Year (Jul - Jun), 2017",Male,Diploma Or Certificate (Graduate And Above Level) in Crafts -15,Rural+Urban,0.0,332.0,17
India,"PLFS Year (Jul - Jun), 2017",Female,Diploma Or Certificate (Graduate And Above Level) in Crafts -15,Rural+Urban,0.0,418.0,13
India,"PLFS Year (Jul - Jun), 2017",Persons,Diploma Or Certificate (Graduate And Above Level) in Crafts -15,Rural+Urban,0.0,751.0,30
India,"PLFS Year (Jul - Jun), 2017",Male,Diploma Or Certificate (Graduate And Above Level) in Other Subjects -16,Rural,0.1,4012.0,129
India,"PLFS Year (Jul - Jun), 2017",Female,Diploma Or Certificate (Graduate And Above Level) in Other Subjects -16,Rural,0.1,3207.0,92
India,"PLFS Year (Jul - Jun), 2017",Persons,Diploma Or Certificate (Graduate And Above Level) in Other Subjects -16,Rural,0.1,7219.0,221
India,"PLFS Year (Jul - Jun), 2017",Male,Diploma Or Certificate (Graduate And Above Level) in Other Subjects -16,Urban,0.5,6582.0,334
India,"PLFS Year (Jul - Jun), 2017",Female,Diploma Or Certificate (Graduate And Above Level) in Other Subjects -16,Urban,0.5,5869.0,298
India,"PLFS Year (Jul - Jun), 2017",Persons,Diploma Or Certificate (Graduate And Above Level) in Other Subjects -16,Urban,0.5,12451.0,632
India,"PLFS Year (Jul - Jun), 2017",Male,Diploma Or Certificate (Graduate And Above Level) in Other Subjects -16,Rural+Urban,0.3,10594.0,463
India,"PLFS Year (Jul - Jun), 2017",Female,Diploma Or Certificate (Graduate And Above Level) in Other Subjects -16,Rural+Urban,0.2,9076.0,390
India,"PLFS Year (Jul - Jun), 2017",Persons,Diploma Or Certificate (Graduate And Above Level) in Other Subjects -16,Rural+Urban,0.2,19670.0,853
